token,lemma,upos,clique,stem,synonyms,hypernyms
use,use,VERB,6,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
expectation,expectation,NOUN,6,expect,anticipation|arithmetic mean|expectation|expected value|first moment|outlook|prospect,belief|hopefulness|feeling|mean|mean value
maximization,maximization,NOUN,6,maxim,maximation|maximisation|maximization,mathematical process|mathematical operation|operation|increase|step-up
cluster,cluster,NOUN,6,cluster,bunch|clump|cluster|clustering,agglomeration
trajectories,trajectory,NOUN,6,trajectori,flight|trajectory,mechanical phenomenon
lee,lee,NOUN,7,lee,Bruce Lee|Gypsy Rose Lee|Henry Lee|lee|Lee|lee side|Lee Yuen Kam|leeward|Lighthorse Harry Lee|Richard Henry Lee|Robert E. Lee|Robert Edward Lee|Rose Louise Hovick|Shelton Jackson Lee|Spike Lee|Tsung Dao Lee,side|face
han,han,ADJ,7,han,,NA
whang,whang,VERB,7,whang,whang,beat|hit|attack|round|assail|lash out|snipe|assault
proposed,propose,VERB,7,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
trajectory,trajectory,NOUN,7,trajectori,flight|trajectory,mechanical phenomenon
clustering,cluster,NOUN,7,cluster,bunch|clump|cluster|clustering,agglomeration
named,name,VERB,7,name,advert|appoint|be known as|bring up|call|cite|constitute|describe|diagnose|discover|distinguish|identify|key|key out|know as|list|make|mention|name|nominate|refer,label|denote|refer|appoint|charge|establish|found|plant|constitute|institute|specify|set|determine|define|fix|limit|think of|have in mind|mean|enumerate|recite|itemize|itemise|analyze|analyse|study|examine|canvass
traclus,traclus,NOUN,7,traclu,,NA
based,base,VERB,7,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
partition,partition,NOUN,7,partit,divider|division|partition|partitioning|sectionalisation|sectionalization|segmentation,structure|construction|computer memory unit|body part|separation
group,group,NOUN,7,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set
framework,framework,NOUN,7,framework,fabric|frame|framework|model|theoretical account,hypothesis|possibility|theory|structure|supporting structure
liu,liu,NOUN,8,liu,,NA
wang,wing,VERB,8,wing,fly|wing,travel|go|move|locomote
put,put,VERB,8,put,arrange|assign|cast|commit|couch|frame|invest|lay|order|place|pose|position|put|redact|set|set up,move|displace|change|alter|modify|give voice|formulate|word|phrase|articulate|use|utilize|utilise|apply|employ|spend|expend|drop|estimate|gauge|approximate|guess|judge|subject|arrange|set|organize|organise
forward,forward,ADV,8,forward,ahead|fore|forrad|forrader|forrard|forth|forward|forwards|frontward|frontwards|onward|onwards,NA
general,general,ADJ,8,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,
framework,framework,NOUN,8,framework,fabric|frame|framework|model|theoretical account,hypothesis|possibility|theory|structure|supporting structure
trajectory,trajectory,NOUN,8,trajectori,flight|trajectory,mechanical phenomenon
clustering,cluster,NOUN,8,cluster,bunch|clump|cluster|clustering,agglomeration
diffusion,diffusion,NOUN,8,diffus,diffusion|dispersal|dispersion|dissemination,natural process|natural action|action|activity|spread|spreading|distribution|dispersion
modeling,modeling,NOUN,8,model,clay sculpture|model|modeling|modelling|mold|molding|mould|moulding,sculpture|carving|representation
multiple,multiple,ADJ,8,multipl,multiple,
information,information,NOUN,8,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
sources,source,NOUN,8,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication
zhang,zhang,NOUN,9,zhang,,NA
lee,lee,NOUN,9,lee,Bruce Lee|Gypsy Rose Lee|Henry Lee|lee|Lee|lee side|Lee Yuen Kam|leeward|Lighthorse Harry Lee|Richard Henry Lee|Robert E. Lee|Robert Edward Lee|Rose Louise Hovick|Shelton Jackson Lee|Spike Lee|Tsung Dao Lee,side|face
proposed,propose,VERB,9,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
hierarchical,hierarchical,ADJ,9,hierarch,hierarchal|hierarchic|hierarchical,
trajectory,trajectory,NOUN,9,trajectori,flight|trajectory,mechanical phenomenon
clustering,cluster,NOUN,9,cluster,bunch|clump|cluster|clustering,agglomeration
based,base,VERB,9,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
pattern,pattern,NOUN,9,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording
mining,mining,NOUN,9,mine,excavation|minelaying|mining,production|defense|defence|defensive measure
considered,consider,VERB,9,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard
semantic,semantic,ADJ,9,semant,semantic,
spatio,spatio,NOUN,9,spatio,,NA
temporal,temporal,ADJ,9,tempor,secular|temporal|worldly,
information,information,NOUN,9,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
hung,hang,VERB,10,hang,advert|attend|cling|fall|flow|give ear|hang|hang up|pay heed|string up,fasten|fix|secure|execute|put to death|drop|be|listen|grasp|hold on|obstruct|blockade|block|hinder|stymie|stymy|embarrass|decorate|adorn|grace|ornament|embellish|beautify|decompose|rot|molder|moulder
peng,peng,NOUN,10,peng,,NA
lee,lee,NOUN,10,lee,Bruce Lee|Gypsy Rose Lee|Henry Lee|lee|Lee|lee side|Lee Yuen Kam|leeward|Lighthorse Harry Lee|Richard Henry Lee|Robert E. Lee|Robert Edward Lee|Rose Louise Hovick|Shelton Jackson Lee|Spike Lee|Tsung Dao Lee,side|face
presented,present,VERB,10,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise
clue,clue,NOUN,10,clue,clew|clue|cue|hint,indication|indicant|evidence
aware,aware,ADJ,10,awar,aware|aware(p)|cognisant|cognizant|mindful,
trajectory,trajectory,NOUN,10,trajectori,flight|trajectory,mechanical phenomenon
clustering,cluster,NOUN,10,cluster,bunch|clump|cluster|clustering,agglomeration
cluster,cluster,NOUN,10,cluster,bunch|clump|cluster|clustering,agglomeration
similar,similar,ADJ,10,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,
trajectories,trajectory,NOUN,10,trajectori,flight|trajectory,mechanical phenomenon
groups,group,NOUN,10,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set
capture,capture,VERB,10,captur,appropriate|becharm|beguile|bewitch|captivate|capture|catch|charm|conquer|enamor|enamour|enchant|entrance|fascinate|get|seize|trance,represent|interpret|attract|appeal|seize|prehend|clutch|change|alter|modify|assume|usurp|take over|arrogate|get|acquire
movement,movement,NOUN,10,movement,apparent motion|apparent movement|bm|bowel movement|campaign|cause|crusade|drift|drive|effort|front|motility|motion|move|movement|social movement|trend,change|happening|occurrence|occurrent|natural event|social group|musical composition|opus|composition|piece|piece of music|venture|optical illusion|defecation|laxation|shitting|inclination|disposition|tendency|action|action mechanism
behaviors,behavior,NOUN,10,behavior,behavior|behaviour|conduct|demeanor|demeanour|deportment|doings,activity|action|activeness|trait
user,user,NOUN,10,user,drug user|exploiter|substance abuser|user,person|individual|someone|somebody|mortal|soul|selfish person
besse,besse,NOUN,11,bess,,NA
guillouet,guillouet,NOUN,11,guillouet,,NA
loubes,loube,NOUN,11,loub,,NA
royer,royer,NOUN,11,royer,,NA
tackled,tackle,VERB,11,tackl,harness|tackle|take on|undertake,confront|face up|face|attach|attack|aggress
issue,issue,NOUN,11,issu,consequence|effect|egress|emergence|event|exit|government issue|issuance|issue|issuing|matter|military issue|number|offspring|outcome|outlet|payoff|proceeds|progeny|publication|result|return|subject|take|takings|topic|upshot|way out|yield,content|cognitive content|mental object|periodical|provision|supply|supplying|store|stock|fund|income|phenomenon|relative|relation|beginning|opening|printing
clustering,cluster,NOUN,11,cluster,bunch|clump|cluster|clustering,agglomeration
trajectories,trajectory,NOUN,11,trajectori,flight|trajectory,mechanical phenomenon
geolocalized,geolocalize,VERB,11,geoloc,,NA
observations,observation,NOUN,11,observ,notice|observance|observation|reflection|reflexion|watching,measurement|measuring|measure|mensuration|look|looking|looking at|remark|comment|input|fact|attention|attending
based,base,VERB,11,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
symmetrized,symmetrize,VERB,11,symmetr,symmetrise|symmetrize,change|alter|modify
segment,segment,NOUN,11,segment,section|segment,part|portion|part|piece
path,path,NOUN,11,path,course|itinerary|path|route|track|way|way of life,course|course of action|way|line
distance,distance,NOUN,11,distanc,aloofness|distance|length|space,spacing|spatial arrangement|region|part|size|indifference|time interval|interval|point|point in time
however,however,ADV,12,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
most,most,ADJ,12,most,most(a),
above,above,ADV,12,abov,above|higher up|in a higher place|supra|to a higher place,
methods,method,NOUN,12,method,method|method acting,know-how|acting|playing|playacting|performing
only,only,ADV,12,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA
utilize,utilize,NOUN,12,util,,NA
distance,distance,NOUN,12,distanc,aloofness|distance|length|space,spacing|spatial arrangement|region|part|size|indifference|time interval|interval|point|point in time
function,function,NOUN,12,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package
measure,measure,NOUN,12,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container
similarity,similarity,NOUN,12,similar,law of similarity|similarity,sameness|Gestalt law of organization|Gestalt principle of organization
trajectories,trajectory,NOUN,12,trajectori,flight|trajectory,mechanical phenomenon
find,find,VERB,12,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
clusters,cluster,NOUN,12,cluster,bunch|clump|cluster|clustering,agglomeration
specific,specific,ADJ,12,specif,specific,
shape,shape,NOUN,12,shape,anatomy|bod|build|cast|chassis|condition|configuration|conformation|contour|embodiment|figure|flesh|form|frame|human body|material body|pattern|physical body|physique|shape|SHAPE|soma|Supreme Headquarters Allied Powers Europe,spatial property|spatiality|attribute|body|organic structure|concretism|concrete representation|appearance|visual aspect|good health|healthiness|high command|supreme headquarters|structure
determined,determine,ADJ,12,determin,,NA
besides,besides,NOUN,13,besid,,NA
most,most,ADJ,13,most,most(a),
existing,exist,VERB,13,exist,be|exist|live|subsist|survive,
methods,method,NOUN,13,method,method|method acting,know-how|acting|playing|playacting|performing
focus,focus,NOUN,13,focu,centering|direction|focal point|focus|focusing|focussing|nidus|stress,concentration|engrossment|absorption|immersion|distinctness|sharpness|clarity|lucidity|lucidness|pellucidity|clearness|limpidity|point|emphasis|accent
spatial,spatial,ADJ,13,spatial,spacial|spatial,
characteristic,characteristic,ADJ,13,characterist,characteristic,
trajectory,trajectory,NOUN,13,trajectori,flight|trajectory,mechanical phenomenon
data,data,NOUN,13,data,data|information,collection|aggregation|accumulation|assemblage
ignore,ignore,NOUN,13,ignor,,NA
other,other,ADJ,13,other,early(a)|former(a)|other|other(a),
distinguishing,distinguishe,ADJ,13,distinguish,,NA
features,feature,NOUN,13,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
such,such,ADJ,13,such,such(a),
as,as,ADV,13,a,as|equally|every bit,
weather,weather,NOUN,13,weather,atmospheric condition|conditions|weather|weather condition,atmospheric phenomenon
users,user,NOUN,13,user,drug user|exploiter|substance abuser|user,person|individual|someone|somebody|mortal|soul|selfish person
activities,activity,NOUN,13,activ,action|activeness|activity|bodily function|bodily process|body process|natural action|natural process,act|deed|human action|human activity|state|organic process|biological process|capability|capacity|process|physical process|trait
interests,interest,NOUN,13,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation
nowadays,nowadays,ADV,14,nowadai,now|nowadays|today,NA
complex,complex,NOUN,14,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
networks,network,NOUN,14,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
have,have,VERB,14,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
received,receive,VERB,14,receiv,encounter|experience|find|get|have|incur|invite|meet|obtain|pick up|receive|take in|welcome,get|acquire|change|perceive|comprehend|undergo|accept|greet|recognize|recognise|convert|have|experience|celebrate|fete|partake|touch|see|consider|reckon|view|regard
increasing,increase,VERB,14,increas,increase,change magnitude|change|alter|modify
number,number,NOUN,14,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
researchers,researcher,NOUN,14,research,investigator|research worker|researcher,scientist
attention,attention,NOUN,14,attent,aid|attending|attention|care|tending,basic cognitive process|work|attraction|attractor|attracter|attractive feature|magnet|courtesy|faculty|mental faculty|module|stance
over,over,ADV,14,over,all over|o'er|over,NA
world,world,NOUN,14,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping
variety,variety,NOUN,15,varieti,assortment|change|diverseness|diversity|form|kind|miscellanea|miscellany|mixed bag|mixture|motley|multifariousness|potpourri|salmagundi|smorgasbord|sort|variety|variety show,collection|aggregation|accumulation|assemblage|heterogeneity|heterogeneousness|taxonomic group|taxonomic category|taxon|show|category|difference
network,network,NOUN,15,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
analysis,analysis,NOUN,15,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
methods,method,NOUN,15,method,method|method acting,know-how|acting|playing|playacting|performing
presented,present,VERB,15,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise
fortunato,fortunatoo,ADV,15,fortunatoo,,NA
hric,hric,ADJ,15,hric,,NA
landherr,landherr,NOUN,15,landherr,,NA
liu,liu,NOUN,15,liu,,NA
applied,apply,VERB,15,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote
many,many,ADJ,15,mani,many,
