token,lemma,upos,clique,stem,synonyms,hypernyms
capital,capital,NOUN,5,capit,cap|capital|Capital|capital letter|chapiter|Das Kapital|majuscule|upper-case letter|uppercase|Washington|working capital,assets|seat|character|graph|grapheme|graphic symbol|center|centre|top
city,city,NOUN,5,citi,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division
darwin,darwin,NOUN,5,darwin,Charles Darwin|Charles Robert Darwin|Darwin,
facility,facility,NOUN,6,facil,adeptness|adroitness|deftness|facility|installation|quickness|readiness,artifact|artefact|skillfulness|effortlessness|service
energy,energy,NOUN,6,energi,Department of Energy|DOE|energy|Energy|Energy Department|free energy|get-up-and-go|muscularity|push|vigor|vigour|vim|vitality|zip,physical phenomenon|force|forcefulness|strength|drive|liveliness|life|spirit|sprightliness|good health|healthiness|executive department
then,then,ADV,6,then,and so|so|then,NA
flows,flow,VERB,6,flow,course|fall|feed|flow|flux|hang|menstruate|run,move|exist|be|flood|shed blood|bleed|hemorrhage
vast,vast,ADJ,6,vast,Brobdingnagian|huge|immense|vast,
pipeline,pipeline,NOUN,6,pipelin,grapevine|line|pipeline|word of mouth,gossip|comment|scuttlebutt|pipe|pipage|piping
network,network,NOUN,6,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
enabling,enable,VERB,6,enabl,enable,change|alter|modify
become,become,VERB,6,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
main,main,ADJ,6,main,chief(a)|independent|main(a)|master(a)|primary(a)|principal(a),
fuel,fuel,NOUN,6,fuel,fuel,substance
source,source,NOUN,6,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication
northern,northern,ADJ,6,northern,northerly|northern,
territory,territory,NOUN,6,territori,district|dominion|soil|territorial dominion|territory,region|area|geographical area|geographic area|geographical region|geographic region
electricity,electricity,NOUN,6,electr,electrical energy|electricity|power,physical phenomenon|energy|free energy|stir
generation,generation,NOUN,6,gener,coevals|contemporaries|generation|genesis|multiplication|propagation,people|biological group|time period|period of time|period|phase|stage|beginning|production|reproduction|procreation|breeding|facts of life
contracts,contract,NOUN,7,contract,contract|contract bridge|declaration,written agreement|bid|bidding|bridge
company,company,NOUN,7,compani,caller|companionship|company|fellowship|party|ship's company|society|troupe,institution|establishment|army unit|friendship|friendly relationship|organization|organisation|visitor|visitant|social gathering|social affair|set|circle|band|lot|complement|full complement|unit|social unit
northern,northern,ADJ,7,northern,northerly|northern,
territory,territory,NOUN,7,territori,district|dominion|soil|territorial dominion|territory,region|area|geographical area|geographic area|geographical region|geographic region
government,government,NOUN,7,govern,administration|authorities|governance|governing|government|government activity|political science|politics|regime,polity|social control|system|system of rules|social science
extending,extend,VERB,7,extend,broaden|carry|continue|cover|draw out|expand|exsert|extend|gallop|go|hold out|lead|offer|pass|poke out|prolong|protract|put out|reach out|run|strain|stretch|stretch forth|stretch out|unfold|widen,increase|be|supply|provide|render|furnish|gesticulate|gesture|motion|give|pay|tense|strain|tense up|change|alter|modify|lengthen|change shape|change form|deform|ride|sit|straighten|straighten out|use|utilize|utilise|apply|employ|prolong|protract|extend|draw out|continue
over,over,ADV,7,over,all over|o'er|over,NA
years,year,NOUN,7,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage
project,project,NOUN,7,project,labor|project|projection|task|undertaking,work|plan|program|programme
generate,generate,VERB,7,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce
hundreds,hundred,NOUN,7,hundr,100|C|century|hundred|one C,large integer
millions,million,NOUN,7,million,1000000|bazillion|billion|gazillion|jillion|meg|million|one thousand thousand|trillion|zillion,large integer|large indefinite quantity|large indefinite amount
dollars,dollar,NOUN,7,dollar,buck|clam|dollar|dollar bill|dollar mark|dollar sign|one dollar bill,monetary unit|bill|note|government note|bank bill|banker's bill|bank note|banknote|Federal Reserve note|greenback|coin|symbol
revenue,revenue,NOUN,7,revenu,gross|receipts|revenue|tax income|tax revenue|taxation,sum|sum of money|amount|amount of money|government income|government revenue
blacktip,blacktip,NOUN,8,blacktip,,NA
many,many,ADJ,8,mani,many,
respects,respects,NOUN,8,respect,respects,message|content|subject matter|substance
entirely,entirely,ADV,8,entir,all|alone|altogether|completely|entirely|exclusively|only|right|solely|totally|whole|wholly,
unremarkable,unremarkable,ADJ,8,unremark,everyday|mundane|quotidian|routine|unremarkable|workaday,
energy,energy,NOUN,8,energi,Department of Energy|DOE|energy|Energy|Energy Department|free energy|get-up-and-go|muscularity|push|vigor|vigour|vim|vitality|zip,physical phenomenon|force|forcefulness|strength|drive|liveliness|life|spirit|sprightliness|good health|healthiness|executive department
project,project,NOUN,8,project,labor|project|projection|task|undertaking,work|plan|program|programme
hence,hence,ADV,8,henc,hence|so|thence|therefore|thus,NA
serves,serf,NOUN,8,serf,helot|serf|villein,thrall
as,as,ADV,8,a,as|equally|every bit,
useful,useful,ADJ,8,us,useful|utile|utilitarian,
target,target,NOUN,8,target,aim|butt|fair game|mark|object|objective|prey|quarry|target|target area,reference point|point of reference|reference|victim|topographic point|place|spot|sports equipment|goal|end
analysing,analysing,NOUN,8,analys,,NA
common,common,ADJ,8,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,
aspects,aspect,NOUN,8,aspect,aspect|expression|face|facet|facial expression|look|panorama|prospect|scene|view|vista,feature|characteristic|visual percept|visual image|grammatical relation|countenance|visage
global,global,ADJ,8,global,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,
carbon,carbon,NOUN,8,carbon,atomic number 6|C|carbon|carbon copy|carbon paper,chemical element|element|paper|copy
industry,industry,NOUN,8,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
based,base,VERB,9,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
industry,industry,NOUN,9,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
standards,standard,NOUN,9,standard,banner|criterion|measure|monetary standard|standard|touchstone,system of measurement|metric|ideal|volume unit|capacity unit|capacity measure|cubage unit|cubic measure|cubic content unit|displacement unit|cubature unit|value|post|flag
annual,annual,ADJ,9,annual,annual|one-year|yearly,
extraction,extraction,NOUN,9,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
rates,rate,NOUN,9,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion
gas,gas,NOUN,9,ga,accelerator|accelerator pedal|flatulence|flatulency|gas|gas pedal|gaseous state|gasolene|gasoline|gun|natural gas|petrol|throttle,state of matter|state|fluid|fuel|hydrocarbon|physical condition|physiological state|physiological condition|pedal|treadle|foot pedal|foot lever|fossil fuel
field,field,NOUN,9,field,airfield|area|arena|athletic field|bailiwick|battlefield|battleground|champaign|discipline|domain|field|field of battle|field of force|field of honor|field of operation|field of operations|field of study|field of view|flying field|force field|landing field|line of business|orbit|plain|playing area|playing field|sphere|study|subject|subject area|subject field|theater|theater of operations|theatre|theatre of operations,tract|piece of land|piece of ground|parcel of land|parcel|region|knowledge domain|knowledge base|domain|physical phenomenon|commercial enterprise|business enterprise|business|environment|land|dry land|earth|ground|solid ground|terra firma|set|geographical area|geographic area|geographical region|geographic region|visual percept|visual image|facility|installation
particularly,particularly,ADV,9,particularli,especially|in particular|particularly|peculiarly|specially,
comparative,comparative,ADJ,9,compar,comparative|relative,
size,size,NOUN,9,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs
product,product,NOUN,9,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
end,end,NOUN,9,end,close|closing|conclusion|death|destruction|end|ending|goal|last|oddment|remainder|remnant|terminal,extremity|point|point in time|ending|conclusion|finish|content|cognitive content|mental object|part|section|division|state|surface|lineman|boundary|bound|bounds|topographic point|place|spot|contribution|share|subdivision|piece of cloth|piece of material
market,market,NOUN,9,market,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
limited,limit,ADJ,9,limit,,NA
fourfour,fourfour,NOUN,9,fourfour,,NA
corporate,corporate,ADJ,10,corpor,bodied|collective|corporal|corporate|embodied|incarnate|incorporated,
friendly,friendly,ADJ,10,friendli,friendly|well disposed|well-disposed,
local,local,ADJ,10,local,local,
taxation,taxation,NOUN,10,taxat,revenue|revenue enhancement|tax|tax income|tax revenue|taxation,levy|government income|government revenue|imposition|infliction
regime,regime,NOUN,10,regim,authorities|government|regime|regimen,polity|plan|program|programme
operates,operate,VERB,10,oper,control|engage|function|go|lock|maneuver|manoeuver|manoeuvre|mesh|operate|operate on|run|work,direct|manipulate|move|go|displace|treat|care for
including,include,VERB,10,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
system,system,NOUN,10,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
royalties,royalty,NOUN,10,royalti,royal family|royal house|royal line|royalty,payment|house
paid,pay,VERB,10,pai,ante up|bear|compensate|devote|give|make up|pay|pay off|pay up|yield,give|communicate|intercommunicate|pay|gain|take in|clear|make|earn|realize|realise|pull in|bring in|settle|think|cogitate|cerebrate|be|digest|endure|stick out|stomach|bear|stand|tolerate|support|brook|abide|suffer|put up|requite|repay
northern,northern,ADJ,10,northern,northerly|northern,
territory,territory,NOUN,10,territori,district|dominion|soil|territorial dominion|territory,region|area|geographical area|geographic area|geographical region|geographic region
government,government,NOUN,10,govern,administration|authorities|governance|governing|government|government activity|political science|politics|regime,polity|social control|system|system of rules|social science
based,base,VERB,10,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
profits,profit,NOUN,10,profit,earnings|gain|lucre|net|net income|net profit|profit|profits,income|advantage|vantage
rather,rather,ADV,10,rather,instead|kind of|kinda|preferably|quite|rather|sooner|sort of,NA
revenue,revenue,NOUN,10,revenu,gross|receipts|revenue|tax income|tax revenue|taxation,sum|sum of money|amount|amount of money|government income|government revenue
supply,supply,NOUN,10,suppli,provision|supply|supplying,indefinite quantity|economic process|activity
contract,contract,NOUN,10,contract,contract|contract bridge|declaration,written agreement|bid|bidding|bridge
remain,remain,VERB,10,remain,continue|persist|remain|rest|stay|stay on,be
relatively,relatively,ADV,10,rel,comparatively|relatively,
minor,minor,ADJ,10,minor,minor|minor(ip)|modest|nonaged|pocket-size|pocket-sized|small|small-scale|underage|venial,
yet,yet,ADV,10,yet,all the same|as yet|at the same time|even|even so|heretofore|hitherto|however|in time|nevertheless|nonetheless|notwithstanding|so far|still|thus far|til now|until now|up to now|withal|yet,NA
stable,stable,ADJ,10,stabl,stable|static|unchanging,
income,income,NOUN,10,incom,income,financial gain
flow,flow,VERB,10,flow,course|fall|feed|flow|flux|hang|menstruate|run,move|exist|be|flood|shed blood|bleed|hemorrhage
company,company,NOUN,10,compani,caller|companionship|company|fellowship|party|ship's company|society|troupe,institution|establishment|army unit|friendship|friendly relationship|organization|organisation|visitor|visitant|social gathering|social affair|set|circle|band|lot|complement|full complement|unit|social unit
described,describe,VERB,11,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
as,as,ADV,11,a,as|equally|every bit,
normal,normal,ADJ,11,normal,normal,
energy,energy,NOUN,11,energi,Department of Energy|DOE|energy|Energy|Energy Department|free energy|get-up-and-go|muscularity|push|vigor|vigour|vim|vitality|zip,physical phenomenon|force|forcefulness|strength|drive|liveliness|life|spirit|sprightliness|good health|healthiness|executive department
corporation,corporation,NOUN,11,corpor,bay window|corp|corporation|pot|potbelly|tummy,firm|house|business firm|belly|paunch
company,company,NOUN,12,compani,caller|companionship|company|fellowship|party|ship's company|society|troupe,institution|establishment|army unit|friendship|friendly relationship|organization|organisation|visitor|visitant|social gathering|social affair|set|circle|band|lot|complement|full complement|unit|social unit
sizeable,sizeable,ADJ,12,sizeabl,ample|goodish|goodly|healthy|hefty|respectable|sizable|sizeable|tidy,
player,player,NOUN,12,player,actor|histrion|instrumentalist|musician|participant|player|role player|thespian,contestant|performer|performing artist|person|individual|someone|somebody|mortal|soul|associate
global,global,ADJ,12,global,ball-shaped|global|globose|globular|orbicular|planetary|spheric|spherical|world-wide|world(a)|worldwide,
petroleum,petroleum,NOUN,12,petroleum,crude|crude oil|fossil oil|oil|petroleum|rock oil,oil|fossil fuel
extraction,extraction,NOUN,12,extract,descent|extraction|origin,natural process|natural action|action|activity|ancestry|lineage|derivation|filiation|removal|remotion
industry,industry,NOUN,12,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
commands,command,NOUN,12,command,bid|bidding|command|control|dictation|instruction|mastery|program line|statement,speech act|military unit|military force|military group|force|authority|authorization|authorisation|potency|dominance|say-so|handiness|accessibility|availability|availableness|status|position|skillfulness|code|computer code
influential,influential,ADJ,12,influenti,influential,
support,support,NOUN,12,support,accompaniment|backing|backup|bread and butter|documentation|financial backing|financial support|funding|keep|livelihood|living|musical accompaniment|reenforcement|reinforcement|support|supporting|sustenance,activity|aid|assist|assistance|help|influence|operation|military operation|validation|proof|substantiation|resource|supporting structure|part|voice|device
italian,italian,ADJ,12,italian,Italian,
state,state,NOUN,12,state,body politic|commonwealth|country|Department of State|DoS|land|nation|province|res publica|state|State|State Department|state of matter|United States Department of State,administrative district|administrative division|territorial division|attribute|government|authorities|regime|political unit|political entity|chemical phenomenon|emotional state|spirit|executive department
however,however,ADV,13,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
influence,influence,NOUN,13,influenc,influence,power|powerfulness|causing|causation|determinant|determiner|determinative|determining factor|causal factor|consequence|effect|outcome|result|event|issue|upshot|force
dwarfed,dwarf,VERB,13,dwarf,dwarf|overshadow|shadow,dominate|command|overlook|overtop|stunt
industry,industry,NOUN,13,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
giants,giant,NOUN,13,giant,behemoth|colossus|giant|giant star|goliath|heavyweight|hulk|monster|titan|whale,animal|animate being|beast|brute|creature|fauna|important person|influential person|personage|enterprise|large person|anomaly|unusual person|imaginary being|imaginary creature|star
such,such,ADJ,13,such,such(a),
as,as,ADV,13,a,as|equally|every bit,
exxon,exxon,NOUN,13,exxon,,NA
mobil,mobil,NOUN,13,mobil,,NA
petrochina,petrochina,NOUN,13,petrochina,,NA
chevron,chevron,NOUN,13,chevron,chevron|grade insignia|stripe|stripes,badge|charge|bearing|heraldic bearing|armorial bearing
has,have,VERB,14,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
typical,typical,ADJ,14,typic,distinctive|typical,
corporate,corporate,ADJ,14,corpor,bodied|collective|corporal|corporate|embodied|incarnate|incorporated,
structure,structure,NOUN,14,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
publicly,publicly,ADV,14,publicli,in public|publically|publicly,
listed,list,VERB,14,list,heel|lean|list|name|number,enumerate|recite|itemize|itemise|register|move|lean|tilt|tip|slant|angle|name|identify
shareholder,shareholder,NOUN,14,sharehold,shareholder|shareowner|stockholder,investor
interests,interest,NOUN,14,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation
focused,focus,VERB,14,focu,center|centre|concenter|concentrate|concentre|focalise|focalize|focus|pore|rivet|sharpen,think|cogitate|cerebrate|sharpen|align|aline|line up|adjust|conform|adapt|set|correct
europe,europe,NOUN,14,europ,Common Market|EC|EEC|EU|Europe|European Community|European Economic Community|European Union,world organization|world organisation|international organization|international organisation|global organization|collection|aggregation|accumulation|assemblage
dispersed,disperse,VERB,14,dispers,break up|broadcast|circularise|circularize|circulate|diffuse|dispel|disperse|disseminate|dissipate|distribute|dot|dust|pass around|propagate|scatter|spread|spread out|sprinkle,discharge|separate|divide|change integrity|part|split|publicize|publicise|air|bare
around,around,ADV,14,around,about|approximately|around|close to|just about|more or less|or so|roughly|round|some,NA
globe,globe,NOUN,14,globe,ball|earth|Earth|globe|orb|world,sphere|model|simulation
onenine,onenine,ADV,14,onenin,,NA
as,as,ADV,15,a,as|equally|every bit,
de,de,PROPN,15,de,NA,NA
rigueur,rigueur,NOUN,15,rigueur,,NA
energy,energy,NOUN,15,energi,Department of Energy|DOE|energy|Energy|Energy Department|free energy|get-up-and-go|muscularity|push|vigor|vigour|vim|vitality|zip,physical phenomenon|force|forcefulness|strength|drive|liveliness|life|spirit|sprightliness|good health|healthiness|executive department
industry,industry,NOUN,15,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
circles,circle,NOUN,15,circl,band|circle|circuit|dress circle|forget me drug|lap|lot|Mexican valium|R-2|roach|roofy|rope|rophy|rotary|round|roundabout|set|traffic circle,ellipse|oval|social group|shape|form|locomotion|travel|junction|flunitrazepan|Rohypnol|seating|seats|seating room|seating area|rotating mechanism
corporation,corporation,NOUN,15,corpor,bay window|corp|corporation|pot|potbelly|tummy,firm|house|business firm|belly|paunch
makes,make,VERB,15,make,arrive at|attain|bring in|build|ca-ca|cause|clear|constitute|construct|cook|crap|create|defecate|do|draw|earn|establish|fix|form|gain|get|get to|give|have|hit|hold|induce|lay down|make|make believe|make up|make water|micturate|name|nominate|pass water|pee|pee-pee|piddle|piss|prepare|pretend|produce|progress to|puddle|pull in|reach|ready|realise|realize|relieve oneself|score|seduce|shit|spend a penny|stimulate|stool|take|take a crap|take a leak|take a shit|take in|throw|urinate|wee|wee-wee|work,change|alter|modify|make|create|create by mental act|create mentally|cause|do|get|acquire|constitute|represent|make up|comprise|be|achieve|accomplish|attain|reach|become|create from raw material|create from raw stuff|perform|execute|act|behave|appoint|charge|score|hit|tally|rack up|perpetrate|commit|pull|assemble|gather|get together|direct|tidy|tidy up|clean up|neaten|straighten|straighten out|square away|head|excrete|egest|eliminate|pass|total|number|add up|come|amount|look|appear|seem|arrive at|gain|persuade|guarantee|ensure|insure|assure|secure|play|see|consider|reckon|view|regard|estimate|gauge|approximate|guess|judge|develop|grow
much,much,ADV,15,much,a good deal|a great deal|a lot|lots|much|often|practically|very much,NA
commitment,commitment,NOUN,15,commit,allegiance|commitment|committal|committedness|consignment|dedication|loyalty,seriousness|earnestness|serious-mindedness|sincerity|cooperation|engagement|participation|involvement|involution|message|content|subject matter|substance|confinement
sustainability,sustainability,NOUN,15,sustain,sustainability,property
promotes,promote,NOUN,15,promot,,NA
social,social,ADJ,15,social,social|societal,
environmental,environmental,ADJ,15,environment,environmental,
investments,investment,NOUN,15,invest,investing|investiture|investment|investment funds,finance|assets|committedness|commitment|skin|tegument|cutis|dressing|grooming|promotion
economically,economically,ADV,15,econom,economically,
marginalised,marginalise,VERB,15,marginalis,marginalise|marginalize,interact
communities,communities,NOUN,15,commun,,NA
concurrently,concurrently,ADV,16,concurr,at the same time|concurrently,
blacktip,blacktip,NOUN,16,blacktip,,NA
has,have,VERB,16,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
quietly,quietly,ADV,16,quietli,quiet|quietly|restfully|softly,
locked,lock,VERB,16,lock,engage|interlace|interlock|lock|lock away|lock in|lock up|mesh|operate|put away|shut away|shut up,fasten|fix|secure|move|displace|engage|hold|take hold|embrace|hug|bosom|squeeze|overwhelm|overpower|sweep over|whelm|overcome|overtake|confine|pass|construct|build|make
northern,northern,ADJ,16,northern,northerly|northern,
australia,australia,NOUN,16,australia,Australia|Commonwealth of Australia,
economy,economy,NOUN,16,economi,economic system|economy|saving|thriftiness,system|scheme|efficiency|frugality|frugalness|action
immediate,immediate,ADJ,16,immedi,contiguous|immediate|prompt|quick|straightaway,
future,future,NOUN,16,futur,future|future tense|futurity|hereafter|time to come,time|tense|commodity|trade good|good
carbon,carbon,NOUN,16,carbon,atomic number 6|C|carbon|carbon copy|carbon paper,chemical element|element|paper|copy
fuel,fuel,NOUN,16,fuel,fuel,substance
