token,lemma,upos,clique,stem,synonyms,hypernyms
linked,link,VERB,3,link,associate|colligate|connect|join|link|link up|relate|tie|tie in|unite|yoke,think|cogitate|cerebrate|attach
growing,grow,VERB,3,grow,acquire|arise|develop|farm|get|grow|maturate|mature|originate|produce|raise|rise|spring up|turn|uprise,change|increase|develop|make grow|become|cultivate
interest,interest,NOUN,3,interest,interest|interest group|interestingness|involvement|pastime|pursuit|sake|stake,curiosity|wonder|benefit|welfare|power|powerfulness|fixed charge|fixed cost|fixed costs|share|portion|part|percentage|social group|diversion|recreation
plant,plant,NOUN,3,plant,flora|industrial plant|plant|plant life|works,building complex|complex|organism|being|actor|histrion|player|thespian|role player|contrivance|stratagem|dodge
based,base,VERB,3,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
eating,eat,VERB,3,eat,consume|corrode|deplete|eat|eat on|eat up|exhaust|feed|run through|rust|use up|wipe out,eat|consume|ingest|take in|take|have|worry|vex|spend|expend|drop|damage
so,so,ADV,3,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
called,call,VERB,3,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse
clean,clean,ADJ,3,clean,blank|clean|clean-living|clear|fair|fresh|light|neat|sporting|sportsmanlike|sporty|unclouded|uncontaminating|uninfected|unobjectionable|white,
label,label,NOUN,3,label,label|recording label,description|trade name|brand name|brand|marque|radioisotope|marker|marking|mark
where,where,ADV,3,where,,NA
consumers,consumers,NOUN,3,consum,,NA
demand,demand,NOUN,3,demand,demand|need|requirement,request|petition|postulation|economic process|duty|responsibility|obligation|activity|condition|status
prefer,prefer,VERB,3,prefer,choose|favor|favour|opt|prefer,like|promote|upgrade|advance|kick upstairs|raise|elevate|pay
ingredients,ingredient,NOUN,3,ingredi,component|constituent|element|factor|fixings|ingredient,component|constituent|element|part|section|division|foodstuff|food product
sound,sound,VERB,3,sound,fathom|go|sound|vocalise|vocalize|voice,look|appear|seem|cause to be perceived|announce|denote|pronounce|articulate|enounce|sound out|enunciate|say|quantify|measure
familiar,familiar,ADJ,3,familiar,conversant(p)|familiar|familiar(p)|intimate,
natural,natural,ADJ,3,natur,biological|born(p)|innate(p)|instinctive|lifelike|natural|raw(a)|rude(a),
negative,negative,ADJ,3,neg,damaging|disconfirming|electronegative|minus|negative|negatively charged,
associations,associations,NOUN,3,associ,,NA
potential,potential,ADJ,3,potenti,likely|possible|potential,
roman,roman,NOUN,3,roman,roman|Roman|roman letters|roman print|roman type,Italian|European|proportional font
example,example,NOUN,4,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
animal,animal,NOUN,4,anim,animal|animate being|beast|brute|creature|fauna,organism|being
derived,derive,VERB,4,deriv,come|deduce|deduct|derive|descend|educe|gain|infer,reason|reason out|conclude|obtain|evolve|make|create
gelatin,gelatin,NOUN,4,gelatin,gel|gelatin|gelatine|jelly,scleroprotein|albuminoid|dainty|delicacy|goody|kickshaw|treat|membrane
thus,thus,ADV,4,thu,hence|so|thence|therefore|thus|thusly,NA
exchanged,exchange,VERB,4,exchang,change|commute|convert|exchange|interchange|replace|substitute|switch|switch over,transfer|replace|change by reversal|turn|reverse|reassign|change|alter|modify
plant,plant,NOUN,4,plant,flora|industrial plant|plant|plant life|works,building complex|complex|organism|being|actor|histrion|player|thespian|role player|contrivance|stratagem|dodge
based,base,VERB,4,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
proteins,protein,NOUN,4,protein,protein,macromolecule|supermolecule
exchange,exchange,NOUN,4,exchang,central|commutation|exchange|interchange|rally|substitution|telephone exchange,chemical phenomenon|conversation|group action|transaction|dealing|dealings|workplace|work|commerce|commercialism|mercantilism|change|capture
highlighted,highlight,ADJ,4,highlight,,NA
free,free,ADJ,4,free,barren|complimentary|costless|destitute|detached|devoid|free|gratis(p)|gratuitous|innocent|liberal|loose|spare,
claim,claim,NOUN,4,claim,call|claim|title,assertion|averment|asseveration|demand|right|legal right
front,front,ADJ,4,front,front(a),
package,package,NOUN,4,packag,bundle|computer software|package|packet|parcel|software|software package|software program|software system,collection|aggregation|accumulation|assemblage|container|code|computer code
response,response,NOUN,5,respons,answer|reaction|reception|reply|response,consequence|effect|outcome|result|event|issue|upshot|bodily process|body process|bodily function|activity|statement|greeting|salutation|phrase|speech act|manner|mode|style|way|fashion
development,development,NOUN,5,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
food,food,NOUN,5,food,food|food for thought|intellectual nourishment|nutrient|solid food,substance|solid|content|cognitive content|mental object
producers,producer,NOUN,5,produc,manufacturer|producer,maker|shaper|creator|cause
offering,offer,NOUN,5,offer,crack|fling|go|offer|offering|pass|whirl,speech act|message|content|subject matter|substance|attempt|effort|endeavor|endeavour|try
more,more,ADJ,5,more,more than|more(a),
plant,plant,NOUN,5,plant,flora|industrial plant|plant|plant life|works,building complex|complex|organism|being|actor|histrion|player|thespian|role player|contrivance|stratagem|dodge
based,base,VERB,5,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
products,product,NOUN,5,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
market,market,NOUN,5,market,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
seek,seek,VERB,5,seek,assay|attempt|essay|look for|search|seek|try,desire|want|act|move|travel|go|locomote|request
out,out,ADV,5,out,away|out,NA
new,new,ADJ,5,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
proteins,protein,NOUN,5,protein,protein,macromolecule|supermolecule
used,use,VERB,5,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
as,as,ADV,5,a,as|equally|every bit,
substitution,substitution,NOUN,5,substitut,commutation|exchange|permutation|replacement|substitution|switch|transposition,variation|fluctuation|change
ingredient,ingredient,NOUN,5,ingredi,component|constituent|element|factor|fixings|ingredient,component|constituent|element|part|section|division|foodstuff|food product
animal,animal,NOUN,5,anim,animal|animate being|beast|brute|creature|fauna,organism|being
protein,protein,NOUN,5,protein,protein,macromolecule|supermolecule
sources,source,NOUN,5,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication
banovic,banovic,NOUN,5,banov,,NA
relatively,relatively,ADV,6,rel,comparatively|relatively,
new,new,ADJ,6,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
protein,protein,NOUN,6,protein,protein,macromolecule|supermolecule
sources,source,NOUN,6,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication
potato,potato,NOUN,6,potato,Irish potato|murphy|potato|Solanum tuberosum|spud|tater|white potato|white potato vine,root vegetable|starches|solanaceous vegetable|vine
offers,offer,NOUN,6,offer,crack|fling|go|offer|offering|pass|whirl,speech act|message|content|subject matter|substance|attempt|effort|endeavor|endeavour|try
nutritional,nutritional,ADJ,6,nutrit,nutritional|nutritionary,
quality,quality,NOUN,6,qualiti,caliber|calibre|character|lineament|quality|timber|timbre|tone,attribute|degree|grade|level|property|dimension|sound property|social station|social status|social rank|rank
similar,similar,ADJ,6,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,
egg,egg,NOUN,6,egg,ball|ballock|bollock|egg|eggs|nut|orchis|testicle|testis,ovum|egg cell|foodstuff|food product|male reproductive gland|gonad|sex gland
karboune,karboune,NOUN,6,karboun,,NA
importantly,importantly,ADV,7,importantli,importantly|significantly,
potato,potato,NOUN,7,potato,Irish potato|murphy|potato|Solanum tuberosum|spud|tater|white potato|white potato vine,root vegetable|starches|solanaceous vegetable|vine
proteins,protein,NOUN,7,protein,protein,macromolecule|supermolecule
do,do,VERB,7,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA
bear,bear,NOUN,7,bear,bear,carnivore|investor
risk,risk,NOUN,7,risk,danger|endangerment|hazard|jeopardy|peril|risk|risk of exposure|risk of infection,danger|venture|probability|chance
causing,cause,VERB,7,caus,cause|do|get|have|induce|make|stimulate,make|create
reactions,reaction,NOUN,7,reaction,chemical reaction|reaction|response,chemical process|chemical change|chemical action|idea|thought|bodily process|body process|bodily function|activity|force|response|conservatism|conservativism|resistance|opposition
as,as,ADV,7,a,as|equally|every bit,
other,other,ADJ,7,other,early(a)|former(a)|other|other(a),
beans,bean,NOUN,7,bean,attic|bean|bean plant|bonce|dome|edible bean|noggin|noodle,legume|seed|leguminous plant|human head
vanga,vanga,NOUN,7,vanga,,NA
raghavan,raghavan,NOUN,7,raghavan,,NA
many,many,ADJ,7,mani,many,
consumers,consumers,NOUN,7,consum,,NA
known,know,VERB,7,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
locally,locally,ADV,7,local,locally|topically,
produced,produce,VERB,7,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change
crop,crop,NOUN,7,crop,craw|crop|harvest,output|yield|plant|flora|plant life|collection|aggregation|accumulation|assemblage|end product|handle|grip|handgrip|hold|stomach|tummy|tum|breadbasket
wood,wood,NOUN,7,wood,Ellen Price Wood|forest|Grant Wood|Mrs. Henry Wood|Natalie Wood|Sir Henry Joseph Wood|Sir Henry Wood|wood|Wood|woods|woodwind|woodwind instrument,plant material|plant substance|vegetation|flora|botany|wind instrument|wind|golf club|golf-club|golfclub|club
carragher,carragher,NOUN,7,carragh,,NA
davis,davis,NOUN,7,davi,Bette Davis|Davis|Davys|Dwight Davis|Dwight Filley Davis|Jefferson Davis|John Davis|John Davys|Miles Davis|Miles Dewey Davis Jr.|Stuart Davis,
thus,thus,ADV,8,thu,hence|so|thence|therefore|thus|thusly,NA
respect,respect,NOUN,8,respect,deference|esteem|obedience|regard|respect|respectfulness,detail|item|point|honor|honour|laurels|attitude|mental attitude|politeness|civility|filial duty|affection|affectionateness|fondness|tenderness|heart|warmness|warmheartedness|philia|courtesy|good manners
plant,plant,NOUN,8,plant,flora|industrial plant|plant|plant life|works,building complex|complex|organism|being|actor|histrion|player|thespian|role player|contrivance|stratagem|dodge
based,base,VERB,8,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
movement,movement,NOUN,8,movement,apparent motion|apparent movement|bm|bowel movement|campaign|cause|crusade|drift|drive|effort|front|motility|motion|move|movement|social movement|trend,change|happening|occurrence|occurrent|natural event|social group|musical composition|opus|composition|piece|piece of music|venture|optical illusion|defecation|laxation|shitting|inclination|disposition|tendency|action|action mechanism
clean,clean,ADJ,8,clean,blank|clean|clean-living|clear|fair|fresh|light|neat|sporting|sportsmanlike|sporty|unclouded|uncontaminating|uninfected|unobjectionable|white,
label,label,NOUN,8,label,label|recording label,description|trade name|brand name|brand|marque|radioisotope|marker|marking|mark
trend,trend,NOUN,8,trend,course|drift|movement|style|tendency|trend|vogue,direction|way|inclination|disposition|tendency|taste|appreciation|discernment|perceptiveness
potato,potato,NOUN,8,potato,Irish potato|murphy|potato|Solanum tuberosum|spud|tater|white potato|white potato vine,root vegetable|starches|solanaceous vegetable|vine
protein,protein,NOUN,8,protein,protein,macromolecule|supermolecule
potentially,potentially,ADV,8,potenti,potentially,
attractive,attractive,ADJ,8,attract,attractive|attractive(a),
substitution,substitution,NOUN,8,substitut,commutation|exchange|permutation|replacement|substitution|switch|transposition,variation|fluctuation|change
consumers,consumers,NOUN,8,consum,,NA
previous,previous,ADJ,9,previou,former(a)|late(a)|old|premature|previous(a)|previous(p),
research,research,NOUN,9,research,enquiry|inquiry|research,investigation|investigating|problem solving
has,have,VERB,9,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
shown,show,VERB,9,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run
consumers,consumers,NOUN,9,consum,,NA
have,have,VERB,9,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
very,very,ADV,9,veri,rattling|real|really|very,NA
different,different,ADJ,9,differ,different,
reasons,reason,NOUN,9,reason,cause|ground|grounds|intellect|rationality|reason|reasonableness|understanding,rational motive|explanation|account|faculty|mental faculty|module|sanity|saneness|justification|fact
reducing,reduce,VERB,9,reduc,abbreviate|abridge|boil down|bring down|come down|concentrate|contract|cut|cut back|cut down|decoct|deoxidise|deoxidize|dilute|foreshorten|keep down|melt off|quash|reduce|repress|scale down|shorten|shrink|slenderize|slim|slim down|subdue|subjugate|thin|thin out|tighten|trim|trim back|trim down,decrease|lessen|minify|simplify|demote|bump|relegate|break|kick downstairs|substitute|replace|interchange|exchange|take down|degrade|disgrace|demean|put down|become|turn|impoverish|shrink|reduce|change|restrict|trammel|limit|bound|confine|throttle|oppress|suppress|crush|separate|divide|part|reposition|de-emphasize|de-emphasise|destress|diminish|fall|weaken|change state
meat,meat,NOUN,9,meat,center|centre|core|essence|gist|heart|heart and soul|inwardness|kernel|marrow|meat|nitty-gritty|nub|pith|substance|sum,food|solid food|plant part|plant structure|content|cognitive content|mental object
consumption,consumption,NOUN,9,consumpt,consumption|economic consumption|expenditure|ingestion|intake|phthisis|pulmonary tuberculosis|uptake|usance|use|use of goods and services|using up|wasting disease|white plague,bodily process|body process|bodily function|activity|tuberculosis|TB|T.B.|demand|depletion
related,relate,ADJ,9,relat,,NA
own,own,ADJ,9,own,ain|own(a),
health,health,NOUN,9,health,health|wellness,wellbeing|well-being|welfare|upbeat|eudaemonia|eudaimonia|condition|status
concerned,concerned,ADJ,9,concern,concerned|implicated|interested,
topics,topic,NOUN,9,topic,issue|matter|subject|theme|topic,message|content|subject matter|substance|cognitive content|mental object
affect,affect,NOUN,9,affect,affect,feeling
others,other,NOUN,9,other,,NA
such,such,ADJ,9,such,such(a),
as,as,ADV,9,a,as|equally|every bit,
sustainability,sustainability,NOUN,9,sustain,sustainability,property
animal,animal,NOUN,9,anim,animal|animate being|beast|brute|creature|fauna,organism|being
welfare,welfare,NOUN,9,welfar,benefit|eudaemonia|eudaimonia|public assistance|social welfare|upbeat|welfare|well-being|wellbeing,aid|economic aid|financial aid|assistance|financial assistance|economic assistance|good|goodness|prosperity|successfulness
verain,averain,NOUN,9,averain,,NA
sijtsema,sijtsema,NOUN,9,sijtsema,,NA
antonides,antonides,NOUN,9,antonid,,NA
even,even,ADV,10,even,even|still|yet,NA
though,though,ADV,10,though,though,NA
consumers,consumers,NOUN,10,consum,,NA
perceive,perceive,ADJ,10,perceiv,,NA
certain,certain,ADJ,10,certain,certain|certain(a)|certain(p)|sealed|sure,
relation,relation,NOUN,10,relat,carnal knowledge|coition|coitus|copulation|intercourse|recounting|relation|relation back|relative|sex act|sexual congress|sexual intercourse|sexual relation|telling,abstraction|abstract entity|sexual activity|sexual practice|sex|sex activity|person|individual|someone|somebody|mortal|soul|narration|recital|yarn|legal principle|judicial principle|judicial doctrine|dealings|traffic
aschemann,aschemann,ADV,10,aschemann,,NA
witzel,witzel,NOUN,10,witzel,,NA
health,health,NOUN,10,health,health|wellness,wellbeing|well-being|welfare|upbeat|eudaemonia|eudaimonia|condition|status
related,relate,ADJ,10,relat,,NA
motives,motive,NOUN,10,motiv,motif|motivation|motive|need,psychological feature|theme|melodic theme|musical theme|idea|design|pattern|figure
essence,essence,NOUN,10,essenc,burden|center|centre|core|effect|essence|gist|heart|heart and soul|inwardness|kernel|marrow|meat|nitty-gritty|nub|perfume|pith|substance|sum,content|cognitive content|mental object|substance|meaning|significance|signification|import|toiletry|toilet articles
self,self,NOUN,10,self,ego|self,consciousness|person|individual|someone|somebody|mortal|soul
centered,centere,VERB,10,center,,NA
reasons,reason,NOUN,10,reason,cause|ground|grounds|intellect|rationality|reason|reasonableness|understanding,rational motive|explanation|account|faculty|mental faculty|module|sanity|saneness|justification|fact
sustainability,sustainability,NOUN,10,sustain,sustainability,property
primarily,primarily,ADV,10,primarili,chiefly|in the first place|in the main|mainly|primarily|principally,
others,other,NOUN,10,other,,NA
thøgersen,thøgersen,ADV,10,thøgersen,,NA
therefore,therefore,ADV,11,therefor,consequently|hence|so|thence|therefore|thus,NA
product,product,NOUN,11,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
evaluation,evaluation,NOUN,11,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal
process,process,NOUN,11,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity
arrive,arrive,VERB,11,arriv,arrive|come|get|get in|go far|make it,succeed|win|come through|bring home the bacon|deliver the goods
different,different,ADJ,11,differ,different,
results,result,NOUN,11,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
depending,depend,VERB,11,depend,bank|bet|calculate|count|depend|look|reckon|rely|swear,be|trust
how,how,ADV,11,how,,NA
new,new,ADJ,11,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
presented,present,VERB,11,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise
consumer,consumer,NOUN,11,consum,consumer,user
spite,spite,NOUN,12,spite,bitchiness|cattiness|malice|maliciousness|nastiness|spite|spitefulness|venom,malevolence|malignity|malevolency|malice
relatively,relatively,ADV,12,rel,comparatively|relatively,
degree,degree,NOUN,12,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude
innovation,innovation,NOUN,12,innov,conception|creation|design|excogitation|foundation|founding|initiation|innovation|instauration|institution|introduction|invention|origination,creation|creativity|creativeness|creative thinking|beginning|start|commencement
offering,offer,NOUN,12,offer,crack|fling|go|offer|offering|pass|whirl,speech act|message|content|subject matter|substance|attempt|effort|endeavor|endeavour|try
plant,plant,NOUN,12,plant,flora|industrial plant|plant|plant life|works,building complex|complex|organism|being|actor|histrion|player|thespian|role player|contrivance|stratagem|dodge
based,base,VERB,12,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
alternatives,alternative,NOUN,12,altern,alternative|choice|option,decision making|deciding
using,use,VERB,12,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
new,new,ADJ,12,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
protein,protein,NOUN,12,protein,protein,macromolecule|supermolecule
sources,source,NOUN,12,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication
little,little,ADJ,12,littl,fiddling|footling|lilliputian|little|little(a)|minuscule|niggling|petty|picayune|piddling|piffling|short|slight|small|trivial,
known,know,VERB,12,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
about,about,ADV,12,about,about|almost|approximately|around|close to|just about|more or less|most|near|nearly|nigh|or so|roughly|some|virtually|well-nigh,NA
how,how,ADV,12,how,,NA
communicate,communicate,ADJ,12,commun,,NA
products,product,NOUN,12,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
effectively,effectively,ADV,12,effect,effectively|efficaciously|in effect,
consumers,consumers,NOUN,12,consum,,NA
known,know,VERB,13,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
many,many,ADJ,13,mani,many,
new,new,ADJ,13,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
product,product,NOUN,13,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
innovations,innovation,NOUN,13,innov,conception|creation|design|excogitation|foundation|founding|initiation|innovation|instauration|institution|introduction|invention|origination,creation|creativity|creativeness|creative thinking|beginning|start|commencement
flop,flop,NOUN,13,flop,bust|collapse|dud|fizzle|floating-point operation|flop|washout,computer operation|machine operation|failure|loser|nonstarter|unsuccessful person|descent
market,market,NOUN,13,market,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
first,first,ADV,13,first,first|first of all|first off|firstly|foremost,NA
year,year,NOUN,13,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage
stewart,stewart,NOUN,13,stewart,Dugald Stewart|James Maitland Stewart|Jimmy Stewart|Stewart,
knox,knox,NOUN,13,knox,John Knox|Knox,
addition,addition,NOUN,14,addit,accession|add-on|addition|gain|improver|increase|plus|summation,component|constituent|element|increase|step-up|indefinite quantity|acquisition|suburb|suburbia|suburban area|arithmetic operation
consumers,consumers,NOUN,14,consum,,NA
dedicate,dedicate,NOUN,14,dedic,,NA
only,only,ADV,14,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA
limited,limit,ADJ,14,limit,,NA
attention,attention,NOUN,14,attent,aid|attending|attention|care|tending,basic cognitive process|work|attraction|attractor|attracter|attractive feature|magnet|courtesy|faculty|mental faculty|module|stance
product,product,NOUN,14,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
supermarket,supermarket,NOUN,14,supermarket,supermarket,grocery store|grocery|food market|market
aisle,aisle,NOUN,14,aisl,aisle|gangway,passage|passageway|area
when,when,ADV,14,when,,NA
perceiving,perceive,VERB,14,perceiv,comprehend|perceive,understand|realize|realise|see
