token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
has,have,VERB,116,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_116
degree,degree,NOUN,116,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0020025508004520,S0020025508004520_116
kik,kik,NOUN,116,kik,NA,NA,S0020025508004520,S0020025508004520_116
pair,pair,NOUN,116,pair,brace|couple|couplet|distich|duad|duet|duo|dyad|pair|span|twain|twosome|yoke,set|two|2|II|deuce|gathering|assemblage|poker hand,S0020025508004520,S0020025508004520_116
nodes,node,NOUN,116,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_116
connected,connect,VERB,116,connect,associate|colligate|connect|get in touch|join|link|link up|plug in|plug into|relate|tie|tie in|touch base|unite,think|cogitate|cerebrate|join|hit|strike|impinge on|run into|collide with|be|relate|interact|insert|infix|enter|introduce,S0020025508004520,S0020025508004520_116
component,component,ADJ,116,compon,NA,NA,S0020025508004520,S0020025508004520_116
there,there,ADV,116,there,there|thither,NA,S0020025508004520,S0020025508004520_116
exists,exist,VERB,116,exist,be|exist|live|subsist|survive,NA,S0020025508004520,S0020025508004520_116
least,least,ADV,116,least,least|to the lowest degree,NA,S0020025508004520,S0020025508004520_116
path,path,NOUN,116,path,course|itinerary|path|route|track|way|way of life,course|course of action|way|line,S0020025508004520,S0020025508004520_116
connects,connect,VERB,116,connect,associate|colligate|connect|get in touch|join|link|link up|plug in|plug into|relate|tie|tie in|touch base|unite,think|cogitate|cerebrate|join|hit|strike|impinge on|run into|collide with|be|relate|interact|insert|infix|enter|introduce,S0020025508004520,S0020025508004520_116
extracts,extract,NOUN,149,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_149
obtained,obtain,VERB,149,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0020025508004520,S0020025508004520_149
removing,remove,VERB,149,remov,absent|bump off|dispatch|get rid of|hit|move out|murder|off|polish off|remove|slay|take|take away|take out|transfer|withdraw,transfer|shift|disappear|vanish|go away|kill,S0020025508004520,S0020025508004520_149
sevenzero,sevenzero,NOUN,149,sevenzero,NA,NA,S0020025508004520,S0020025508004520_149
source,source,NOUN,149,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_149
sentences,sentences,NOUN,149,sentenc,NA,NA,S0020025508004520,S0020025508004520_149
compression,compression,NOUN,149,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_149
rate,rate,NOUN,149,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_149
threezero,threezero,NOUN,149,threezero,NA,NA,S0020025508004520,S0020025508004520_149
following,follow,VERB,149,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025508004520,S0020025508004520_149
previous,previous,ADJ,149,previou,former(a)|late(a)|old|premature|previous(a)|previous(p),NA,S0020025508004520,S0020025508004520_149
summarization,summarization,NOUN,149,summar,summarisation|summarization,report|account,S0020025508004520,S0020025508004520_149
experiments,experiment,NOUN,149,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_149
also,also,ADV,149,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_149
use,use,VERB,149,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_149
corpus,corpus,NOUN,149,corpu,corpus|principal|principal sum,capital|collection|aggregation|accumulation|assemblage|part|piece,S0020025508004520,S0020025508004520_149
set,set,VERB,248,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025508004520,S0020025508004520_248
complementary,complementary,ADJ,248,complementari,complemental|complementary|completing,NA,S0020025508004520,S0020025508004520_248
experiments,experiment,NOUN,248,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_248
carried,carry,VERB,248,carri,acquit|bear|behave|carry|channel|comport|conduct|contain|convey|deport|dribble|expect|express|extend|gestate|have a bun in the oven|hold|impart|pack|persuade|post|run|stock|stockpile|sway|take|transmit|transport,move|displace|have|feature|bring|convey|take|communicate|intercommunicate|hold|support|sustain|hold up|include|effect|continue|imply|involve|win|carry|bear|act|have got|circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread|diffuse|disperse|pass around|hit|pass on|pass|pass along|put across|range|keep|maintain|influence|act upon|work|compensate|counterbalance|correct|make up|even out|even off|even up|promote|advance|boost|further|encourage|appropriate|capture|seize|conquer|transfer|shift|follow|grow|raise|farm|produce|propel|impel|hit the bottle|drink|booze|fuddle|nourish|nurture|travel|go|locomote|obtain|perform|execute|do|give birth|deliver|birth,S0020025508004520,S0020025508004520_248
out,out,ADV,248,out,away|out,NA,S0020025508004520,S0020025508004520_248
time,time,NOUN,248,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term,S0020025508004520,S0020025508004520_248
changing,change,VERB,248,chang,alter|change|commute|convert|deepen|exchange|interchange|modify|shift|switch|transfer|vary,dress|get dressed|replace|transfer|travel|go|move|locomote|change,S0020025508004520,S0020025508004520_248
compression,compression,NOUN,248,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_248
rate,rate,NOUN,248,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_248
experiment,experiment,NOUN,248,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_248
reported,report,VERB,248,report,account|cover|describe|report,inform|announce|denote|complain|kick|plain|sound off|quetch|kvetch,S0020025508004520,S0020025508004520_248
section,section,NOUN,248,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_248
where,where,ADV,248,where,NA,NA,S0020025508004520,S0020025508004520_248
rouge,rouge,NOUN,248,roug,blusher|paint|rouge,makeup|make-up|war paint,S0020025508004520,S0020025508004520_248
scores,score,NOUN,248,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_248
employed,employ,VERB,248,emploi,apply|employ|engage|hire|use|utilise|utilize,NA,S0020025508004520,S0020025508004520_248
further,further,ADV,281,further,farther|further,NA,S0020025508004520,S0020025508004520_281
improvements,improvements,NOUN,281,improv,NA,NA,S0020025508004520,S0020025508004520_281
also,also,ADV,281,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_281
include,include,VERB,281,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_281
joining,join,VERB,281,join,conjoin|connect|fall in|get together|join|link|link up|unite,NA,S0020025508004520,S0020025508004520_281
cn,cn,NOUN,281,cn,NA,NA,S0020025508004520,S0020025508004520_281
summ,summ,NOUN,281,summ,NA,NA,S0020025508004520,S0020025508004520_281
strategies,strategy,NOUN,281,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_281
machine,machine,NOUN,281,machin,auto|automobile|car|machine|motorcar|political machine|simple machine,device|person|individual|someone|somebody|mortal|soul|organization|organisation|mechanical device|motor vehicle|automotive vehicle,S0020025508004520,S0020025508004520_281
learning,learn,VERB,281,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform,S0020025508004520,S0020025508004520_281
approach,approach,NOUN,281,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing,S0020025508004520,S0020025508004520_281
possibly,possibly,ADV,281,possibli,maybe|mayhap|peradventure|perchance|perhaps|possibly,NA,S0020025508004520,S0020025508004520_281
using,use,VERB,281,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025508004520,S0020025508004520_281
correlation,correlation,NOUN,281,correl,coefficient of correlation|correlation|correlation coefficient|correlational statistics|correlativity,reciprocality|reciprocity|parametric statistic|statistics,S0020025508004520,S0020025508004520_281
analysis,analysis,NOUN,281,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_281
section,section,NOUN,281,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_281
feature,feature,NOUN,281,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S0020025508004520,S0020025508004520_281
selection,selection,NOUN,281,select,choice|excerpt|excerption|extract|natural selection|option|pick|selection|survival|survival of the fittest,action|assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord|potpourri|motley|decision making|deciding|natural process|natural action|activity|passage,S0020025508004520,S0020025508004520_281
thus,thus,ADV,40,thu,hence|so|thence|therefore|thus|thusly,NA,S0020025514004137,S0020025514004137_40
based,base,VERB,40,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025514004137,S0020025514004137_40
nodes,node,NOUN,40,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025514004137,S0020025514004137_40
links,link,NOUN,40,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0020025514004137,S0020025514004137_40
real,real,ADJ,40,real,actual|existent|genuine|literal|material|real|real(a)|substantial|tangible|veridical,NA,S0020025514004137,S0020025514004137_40
time,time,NOUN,40,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term,S0020025514004137,S0020025514004137_40
conditions,condition,NOUN,40,condit,circumstance|condition|consideration|experimental condition|precondition|shape|status|stipulation|strings|term,state|premise|premiss|assumption|information|good health|healthiness|illness|unwellness|malady|sickness|statement|procedure|process,S0020025514004137,S0020025514004137_40
linguistic,linguistic,ADJ,40,linguist,lingual|linguistic,NA,S0020025514004137,S0020025514004137_40
performance,performance,NOUN,40,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025514004137,S0020025514004137_40
index,index,NOUN,40,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025514004137,S0020025514004137_40
rd,rd,NOUN,40,rd,NA,NA,S0020025514004137,S0020025514004137_40
maximal,maximal,ADJ,40,maxim,maximal|maximum,NA,S0020025514004137,S0020025514004137_40
document,document,NOUN,40,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file,S0020025514004137,S0020025514004137_40
flow,flow,VERB,40,flow,course|fall|feed|flow|flux|hang|menstruate|run,move|exist|be|flood|shed blood|bleed|hemorrhage,S0020025514004137,S0020025514004137_40
less,less,ADJ,40,less,less|less(a),NA,S0020025514004137,S0020025514004137_40
d,would,PROPN,40,would,NA,NA,S0020025514004137,S0020025514004137_40
however,however,ADV,130,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025514004137,S0020025514004137_130
models,models,NOUN,130,model,NA,NA,S0020025514004137,S0020025514004137_130
cover,cover,NOUN,130,cover,back|binding|blanket|book binding|concealment|cover|cover charge|cover song|cover version|covering|covering fire|covert|masking|natural covering|screen|screening|top,covering|bedclothes|bed clothing|bedding|concealment|concealing|hiding|protective covering|protective cover|protection|natural object|fire|firing|fixed charge|fixed cost|fixed costs|recording,S0020025514004137,S0020025514004137_130
link,link,NOUN,130,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0020025514004137,S0020025514004137_130
failure,failure,NOUN,130,failur,bankruptcy|failure|loser|nonstarter|unsuccessful person,nonaccomplishment|nonachievement|happening|occurrence|occurrent|natural event|fortune|destiny|fate|luck|lot|circumstances|portion|unfortunate|unfortunate person|omission|skip|insolvency|disorder|upset,S0020025514004137,S0020025514004137_130
cases,case,NOUN,130,case,case|caseful|casing|causa|cause|character|compositor's case|display case|eccentric|event|example|face|font|fount|grammatical case|guinea pig|instance|lawsuit|pillow slip|pillowcase|sheath|shell|showcase|slip|subject|suit|type|typeface|typesetter's case|vitrine,happening|occurrence|occurrent|natural event|circumstance|proceeding|legal proceeding|proceedings|fact|container|person|individual|someone|somebody|mortal|soul|problem|argument|statement|containerful|grammatical category|syntactic category|state of mind|frame of mind|adult|grownup|type|covering|natural covering|cover|housing|framework|frame|receptacle|bed linen,S0020025514004137,S0020025514004137_130
computer,computer,NOUN,62,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert,S0020025514009608,S0020025514009608_62
simulations,simulations,NOUN,62,simul,NA,NA,S0020025514009608,S0020025514009608_62
performed,perform,VERB,62,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025514009608,S0020025514009608_62
synthetic,synthetic,ADJ,62,synthet,celluloid|man-made|semisynthetic|synthetic|synthetical,NA,S0020025514009608,S0020025514009608_62
real,real,ADJ,62,real,actual|existent|genuine|literal|material|real|real(a)|substantial|tangible|veridical,NA,S0020025514009608,S0020025514009608_62
world,world,NOUN,62,world,cosmos|creation|domain|earth|Earth|earthly concern|existence|globe|human beings|human race|humanity|humankind|humans|macrocosm|man|mankind|populace|public|reality|universe|world|worldly concern,natural object|class|stratum|social class|socio-economic class|experience|people|part|piece|concern|homo|man|human being|human|group|grouping,S0020025514009608,S0020025514009608_62
data,data,NOUN,62,data,data|information,collection|aggregation|accumulation|assemblage,S0020025514009608,S0020025514009608_62
sets,set,VERB,62,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514009608,S0020025514009608_62
section,section,NOUN,62,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025514009608,S0020025514009608_62
hybrid,hybrid,NOUN,139,hybrid,cross|crossbreed|hybrid|loan-blend|loanblend,word|complex|composite|organism|being,S0020025514009608,S0020025514009608_139
classifier,classifier,NOUN,139,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_139
besides,besides,NOUN,139,besid,NA,NA,S0020025514009608,S0020025514009608_139
parameters,parameter,NOUN,139,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity,S0020025514009608,S0020025514009608_139
low,low,ADJ,139,low,abject|blue|broken|crushed|depleted|depressed|dispirited|down in the mouth|down(p)|downcast|downhearted|gloomy|grim|humble|humbled|humiliated|low|low-down|low-pitched|low-spirited|low-toned|lowly|miserable|modest|scummy|scurvy|small,NA,S0020025514009608,S0020025514009608_139
level,level,NOUN,139,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_139
classifiers,classifier,NOUN,139,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_139
accepts,accept,NOUN,139,accept,NA,NA,S0020025514009608,S0020025514009608_139
additional,additional,ADJ,139,addit,additional|extra,NA,S0020025514009608,S0020025514009608_139
parameter,parameter,NOUN,139,paramet,argument|parameter|parametric quantity,constant|constant quantity|invariable|factor|address|computer address|reference|value|quantity,S0020025514009608,S0020025514009608_139
compliance,compliance,NOUN,139,complianc,abidance|complaisance|compliance|compliancy|conformation|conformity|deference|obligingness|submission,cooperation|agreeableness|agreeability|group action,S0020025514009608,S0020025514009608_139
