token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
compared,compare,VERB,35,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect,S0020025508004520,S0020025508004520_35
other,other,ADJ,35,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_35
summarizers,summarizer,NOUN,35,summar,NA,NA,S0020025508004520,S0020025508004520_35
previously,previously,ADV,35,previous,antecedently|previously,NA,S0020025508004520,S0020025508004520_35
evaluated,evaluate,VERB,35,evalu,appraise|assess|evaluate|judge|measure|pass judgment|valuate|value,evaluate|pass judgment|judge|think|cogitate|cerebrate,S0020025508004520,S0020025508004520_35
same,same,ADJ,35,same,like|same|same(p),NA,S0020025508004520,S0020025508004520_35
experimental,experimental,ADJ,35,experiment,data-based|experimental|observational,NA,S0020025508004520,S0020025508004520_35
setup,setup,NOUN,35,setup,apparatus|frame-up|setup,equipment|manner|mode|style|way|fashion|falsification|falsehood,S0020025508004520,S0020025508004520_35
differently,differently,ADV,53,differ,differently|otherwise,NA,S0020025508004520,S0020025508004520_53
pagerank,pagerank,NOUN,53,pagerank,NA,NA,S0020025508004520,S0020025508004520_53
hits,hit,NOUN,53,hit,bang|collision|hit|hitting|smash|smasher|strike|striking,feat|effort|exploit|touch|touching|success|contact|impinging|striking|dose|dosage|murder|slaying|execution|joining|connection|connexion,S0020025508004520,S0020025508004520_53
distinguishes,distinguishes,NOUN,53,distinguish,NA,NA,S0020025508004520,S0020025508004520_53
nodes,node,NOUN,53,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_53
indegree,indegree,NOUN,53,indegre,NA,NA,S0020025508004520,S0020025508004520_53
values,value,NOUN,53,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025508004520,S0020025508004520_53
authorities,authority,NOUN,53,author,agency|assurance|authorisation|authority|authorization|bureau|confidence|dominance|federal agency|government agency|office|potency|sanction|say-so|self-assurance|self-confidence|sureness,control|person|individual|someone|somebody|mortal|soul|expert|certainty|administrative unit|administrative body|permission|book,S0020025508004520,S0020025508004520_53
outdegree,outdegree,ADJ,53,outdegre,NA,NA,S0020025508004520,S0020025508004520_53
hubs,hub,NOUN,53,hub,hub,part|portion|center|centre|middle|heart|eye,S0020025508004520,S0020025508004520_53
further,further,ADV,89,further,farther|further,NA,S0020025508004520,S0020025508004520_89
version,version,NOUN,89,version,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning,S0020025508004520,S0020025508004520_89
also,also,ADV,89,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_89
proposed,propose,VERB,89,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025508004520,S0020025508004520_89
combines,combine,NOUN,89,combin,cartel|combine|combining|corporate trust|trust,harvester|reaper|consortium|pool|syndicate|union,S0020025508004520,S0020025508004520_89
previous,previous,ADJ,89,previou,former(a)|late(a)|old|premature|previous(a)|previous(p),NA,S0020025508004520,S0020025508004520_89
strategies,strategy,NOUN,89,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_89
call,call,NOUN,89,call,birdcall|birdsong|call|Call|call option|claim|cry|margin call|outcry|phone call|shout|song|telephone call|vociferation|yell,telephone|telephony|inclination|disposition|tendency|utterance|vocalization|demand|animal communication|visit|request|asking|instruction|command|statement|program line|decision|determination|conclusion|option,S0020025508004520,S0020025508004520_89
voting,voting,NOUN,89,vote,ballot|balloting|vote|voting,choice|selection|option|pick,S0020025508004520,S0020025508004520_89
system,system,NOUN,89,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness,S0020025508004520,S0020025508004520_89
finally,finally,ADV,133,final,at last|at long last|eventually|finally|in conclusion|in the end|last|lastly|ultimately,NA,S0020025508004520,S0020025508004520_133
when,when,ADV,133,when,NA,NA,S0020025508004520,S0020025508004520_133
community,community,NOUN,133,commun,biotic community|community|community of interests|residential area|residential district,gathering|assemblage|people|ownership|world organization|world organisation|international organization|international organisation|global organization|agreement|accord|district|territory|territorial dominion|dominion|group|grouping,S0020025508004520,S0020025508004520_133
only,only,ADV,133,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_133
partially,partially,ADV,133,partial,in part|part|partially|partly,NA,S0020025508004520,S0020025508004520_133
included,include,VERB,133,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_133
extract,extract,NOUN,133,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_133
preference,preference,NOUN,133,prefer,druthers|orientation|penchant|predilection|preference|taste,liking|predisposition|option|alternative|choice|advantage|vantage,S0020025508004520,S0020025508004520_133
given,give,VERB,133,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025508004520,S0020025508004520_133
nodes,node,NOUN,133,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025508004520,S0020025508004520_133
highest,highest,ADJ,133,highest,NA,NA,S0020025508004520,S0020025508004520_133
degree,degree,NOUN,133,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0020025508004520,S0020025508004520_133
ki,ki,NOUN,133,ki,ch'i|chi|ki|Ki|qi,energy|vim|vitality,S0020025508004520,S0020025508004520_133
such,such,ADJ,188,such,such(a),NA,S0020025508004520,S0020025508004520_188
specific,specific,ADJ,188,specif,specific,NA,S0020025508004520,S0020025508004520_188
results,result,NOUN,188,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025508004520,S0020025508004520_188
indicated,indicate,VERB,188,indic,argue|bespeak|betoken|designate|indicate|point|show|signal,tell|inform|present|represent|lay out,S0020025508004520,S0020025508004520_188
following,follow,VERB,188,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025508004520,S0020025508004520_188
analysis,analysis,NOUN,188,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025508004520,S0020025508004520_188
since,since,ADV,188,sinc,NA,NA,S0020025508004520,S0020025508004520_188
figure,figure,VERB,188,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend,S0020025508004520,S0020025508004520_188
show,show,VERB,188,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025508004520,S0020025508004520_188
numerically,numerically,ADV,188,numer,numerically,NA,S0020025508004520,S0020025508004520_188
statistically,statistically,ADV,227,statist,statistically,NA,S0020025508004520,S0020025508004520_227
significant,significant,ADJ,227,signific,important|meaning(a)|pregnant|significant|substantial,NA,S0020025508004520,S0020025508004520_227
results,result,NOUN,227,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025508004520,S0020025508004520_227
p,p,NOUN,227,p,atomic number 15|p|P|phosphorus,chemical element|element|letter|letter of the alphabet|alphabetic character,S0020025508004520,S0020025508004520_227
value,value,NOUN,227,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025508004520,S0020025508004520_227
top,top,ADJ,227,top,top(a),NA,S0020025508004520,S0020025508004520_227
scoring,scoring,NOUN,227,score,grading|marking|scoring,evaluation|rating,S0020025508004520,S0020025508004520_227
systems,systems,NOUN,227,system,NA,NA,S0020025508004520,S0020025508004520_227
nevertheless,nevertheless,ADV,240,nevertheless,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025508004520,S0020025508004520_240
top,top,ADJ,240,top,top(a),NA,S0020025508004520,S0020025508004520_240
baseline,baseline,NOUN,240,baselin,baseline|service line,standard|criterion|measure|touchstone|line,S0020025508004520,S0020025508004520_240
now,now,ADV,240,now,at once|at present|directly|forthwith|immediately|instantly|like a shot|now|nowadays|right away|straight off|straightaway|today,NA,S0020025508004520,S0020025508004520_240
closer,closer,ADJ,240,closer,NA,NA,S0020025508004520,S0020025508004520_240
cn,cn,NOUN,240,cn,NA,NA,S0020025508004520,S0020025508004520_240
summ,summ,NOUN,240,summ,NA,NA,S0020025508004520,S0020025508004520_240
systems,systems,NOUN,240,system,NA,NA,S0020025508004520,S0020025508004520_240
since,since,ADV,240,sinc,NA,NA,S0020025508004520,S0020025508004520_240
only,only,ADV,240,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_240
summarizers,summarizer,NOUN,240,summar,NA,NA,S0020025508004520,S0020025508004520_240
significantly,significantly,ADV,240,significantli,importantly|significantly,NA,S0020025508004520,S0020025508004520_240
better,better,ADJ,240,better,best(p)|better|better(p),NA,S0020025508004520,S0020025508004520_240
costa,costa,NOUN,292,costa,costa|rib,structure|anatomical structure|complex body part|bodily structure|body structure|bone|os,S0020025508004520,S0020025508004520_292
recipient,recipient,NOUN,292,recipi,receiver|recipient|recipient role,acquirer|semantic role|participant role,S0020025508004520,S0020025508004520_292
grants,grant,NOUN,292,grant,assignment|Cary Grant|concession|Duncan Grant|Duncan James Corrow Grant|grant|Grant|Hiram Ulysses Grant|President Grant|subsidisation|subsidization|Ulysses Grant|Ulysses S. Grant|Ulysses Simpson Grant,aid|economic aid|financial aid|assistance|financial assistance|economic assistance|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|transferred property|transferred possession|contract|right,S0020025508004520,S0020025508004520_292
cnpq,cnpq,NOUN,292,cnpq,NA,NA,S0020025508004520,S0020025508004520_292
fapesp,fapesp,NOUN,292,fapesp,NA,NA,S0020025508004520,S0020025508004520_292
find,find,VERB,92,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow,S0020025514004137,S0020025514004137_92
set,set,VERB,92,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514004137,S0020025514004137_92
according,accord,VERB,129,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025514004137,S0020025514004137_129
approaches,approach,VERB,129,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to,S0020025514004137,S0020025514004137_129
researchers,researcher,NOUN,129,research,investigator|research worker|researcher,scientist,S0020025514004137,S0020025514004137_129
conduct,conduct,NOUN,129,conduct,behavior|behaviour|conduct|demeanor|demeanour|deportment|doings,activity|trait,S0020025514004137,S0020025514004137_129
several,several,ADJ,129,sever,respective(a)|several(a)|several(p)|various(a),NA,S0020025514004137,S0020025514004137_129
interesting,interesting,ADJ,129,interest,interesting,NA,S0020025514004137,S0020025514004137_129
analyses,analysis,NOUN,129,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy,S0020025514004137,S0020025514004137_129
investigations,investigation,NOUN,129,investig,investigating|investigation|probe,inquiry|enquiry|research|work,S0020025514004137,S0020025514004137_129
system,system,NOUN,129,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness,S0020025514004137,S0020025514004137_129
instance,instance,NOUN,42,instanc,case|example|illustration|instance|representative,happening|occurrence|occurrent|natural event|information,S0020025514009608,S0020025514009608_42
original,original,ADJ,42,origin,original,NA,S0020025514009608,S0020025514009608_42
paper,paper,NOUN,42,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025514009608,S0020025514009608_42
network,network,NOUN,42,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025514009608,S0020025514009608_42
measures,measure,NOUN,42,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0020025514009608,S0020025514009608_42
chosen,chosen,NOUN,42,chosen,chosen|Chosen|elect,darling|favorite|favourite|pet|dearie|deary|ducky|elite|elite group,S0020025514009608,S0020025514009608_42
series,series,NOUN,42,seri,serial|serial publication|series,ordering|order|ordination|broadcast|program|programme|periodical|contest|competition|connection|connexion|connectedness|group|grouping|polynomial|multinomial,S0020025514009608,S0020025514009608_42
trial,trial,NOUN,42,trial,run|test|trial|trial run|tribulation|tryout|visitation,attempt|effort|endeavor|endeavour|try|experiment|experimentation|proceeding|legal proceeding|proceedings|contest|competition|affliction,S0020025514009608,S0020025514009608_42
error,error,NOUN,42,error,computer error|erroneous belief|erroneousness|error|fault|misplay|mistake|wrongdoing,nonaccomplishment|nonachievement|incorrectness|wrongness|misconception|failure|evil|evilness|happening|occurrence|occurrent|natural event|misstatement,S0020025514009608,S0020025514009608_42
attempts,attempts,NOUN,42,attempt,NA,NA,S0020025514009608,S0020025514009608_42
several,several,ADJ,42,sever,respective(a)|several(a)|several(p)|various(a),NA,S0020025514009608,S0020025514009608_42
known,know,VERB,42,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think,S0020025514009608,S0020025514009608_42
way,way,NOUN,44,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage,S0020025514009608,S0020025514009608_44
need,need,VERB,44,need,ask|call for|demand|involve|necessitate|need|postulate|require|take|want,NA,S0020025514009608,S0020025514009608_44
discover,discover,NOUN,44,discov,NA,NA,S0020025514009608,S0020025514009608_44
suitable,suitable,ADJ,44,suitabl,desirable|suitable|suited|worthy,NA,S0020025514009608,S0020025514009608_44
convenient,convenient,ADJ,44,conveni,commodious|convenient,NA,S0020025514009608,S0020025514009608_44
sets,set,VERB,44,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514009608,S0020025514009608_44
network,network,NOUN,44,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025514009608,S0020025514009608_44
measures,measure,NOUN,44,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0020025514009608,S0020025514009608_44
build,build,NOUN,44,build,anatomy|bod|body-build|build|chassis|figure|flesh|form|frame|habitus|human body|material body|physical body|physique|shape|soma,bodily property|body|organic structure,S0020025514009608,S0020025514009608_44
up,up,ADV,44,up,up|upward|upwardly|upwards,NA,S0020025514009608,S0020025514009608_44
level,level,NOUN,44,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_44
classifier,classifier,NOUN,44,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_44
as,as,ADV,44,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_44
occurs,occur,NOUN,44,occur,NA,NA,S0020025514009608,S0020025514009608_44
network,network,NOUN,76,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025514009608,S0020025514009608_76
formation,formation,NOUN,76,format,constitution|establishment|formation|geological formation|organisation|organization|shaping,arrangement|fabrication|manufacture|manufacturing|beginning|start|commencement|object|physical object|placement|natural process|natural action|action|activity|creating by mental acts,S0020025514009608,S0020025514009608_76
step,step,NOUN,76,step,dance step|footfall|footmark|footprint|footstep|gradation|measure|pace|stair|step|stone's throw|stride|tone|whole step|whole tone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|indefinite quantity|locomotion|travel|support|rank|small indefinite quantity|small indefinite amount|sound|interval|musical interval|mark|print|block,S0020025514009608,S0020025514009608_76
only,only,ADV,76,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025514009608,S0020025514009608_76
edges,edge,NOUN,76,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line,S0020025514009608,S0020025514009608_76
vertices,vertice,NOUN,76,vertic,NA,NA,S0020025514009608,S0020025514009608_76
same,same,ADJ,76,same,like|same|same(p),NA,S0020025514009608,S0020025514009608_76
class,class,NOUN,76,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_76
permitted,permit,VERB,76,permit,allow|countenance|let|permit|tolerate,accept|consent|go for|permit|allow|let|countenance,S0020025514009608,S0020025514009608_76
created,create,VERB,76,creat,create|make|produce,act|move|appoint|charge|make|create,S0020025514009608,S0020025514009608_76
consider,consider,VERB,122,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard,S0020025514009608,S0020025514009608_122
fixed,fix,VERB,122,fix,bushel|cook|define|deposit|desex|desexualise|desexualize|determine|doctor|fasten|fix|fixate|furbish up|gear up|get|limit|make|mend|pay back|pay off|posit|prepare|ready|repair|restore|secure|set|set up|situate|specify|sterilise|sterilize|touch on|unsex,better|improve|amend|ameliorate|meliorate|attach|choose|take|select|pick out|create from raw material|create from raw stuff|get even|get back|establish|found|plant|constitute|institute|fix|prepare|set up|ready|gear up|set|operate on|operate|influence|act upon|work|put|place|pose|position|lay|change|alter|modify,S0020025514009608,S0020025514009608_122
μ,μ,NOUN,122,μ,NA,NA,S0020025514009608,S0020025514009608_122
calculating,calculate,VERB,122,calcul,account|aim|bank|bet|calculate|cipher|compute|count|count on|cypher|depend|direct|estimate|figure|forecast|look|reckon|rely|swear|work out,reason|evaluate|pass judgment|judge|predict|foretell|prognosticate|call|forebode|anticipate|promise|intend|destine|designate|specify|trust,S0020025514009608,S0020025514009608_122
transient,transient,NOUN,122,transient,transient,traveler|traveller|oscillation|vibration,S0020025514009608,S0020025514009608_122
cycle,cycle,NOUN,122,cycl,bicycle|bike|cps|cycle|cycle per second|cycles/second|hertz|Hz|oscillation|rhythm|round|wheel,time interval|interval|series|repeat|repetition|rate|periodic event|recurrent event|wheeled vehicle,S0020025514009608,S0020025514009608_122
lengths,length,NOUN,122,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_122
members,members,NOUN,122,member,NA,NA,S0020025514009608,S0020025514009608_122
class,class,NOUN,122,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_122
obtained,obtain,VERB,122,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0020025514009608,S0020025514009608_122
variances,variance,NOUN,122,varianc,disagreement|discrepancy|divergence|division|variability|variableness|variance|variant|variation,deviation|divergence|departure|difference|discord|dissension|moment|changeableness|changeability|dispensation|activity,S0020025514009608,S0020025514009608_122
σt,σt,ADJ,122,σt,NA,NA,S0020025514009608,S0020025514009608_122
using,use,VERB,122,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025514009608,S0020025514009608_122
generated,generate,VERB,122,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce,S0020025514009608,S0020025514009608_122
training,training,NOUN,122,train,breeding|education|grooming|preparation|training,activity|upbringing,S0020025514009608,S0020025514009608_122
