token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
carried,carry,VERB,146,carri,acquit|bear|behave|carry|channel|comport|conduct|contain|convey|deport|dribble|expect|express|extend|gestate|have a bun in the oven|hold|impart|pack|persuade|post|run|stock|stockpile|sway|take|transmit|transport,move|displace|have|feature|bring|convey|take|communicate|intercommunicate|hold|support|sustain|hold up|include|effect|continue|imply|involve|win|carry|bear|act|have got|circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread|diffuse|disperse|pass around|hit|pass on|pass|pass along|put across|range|keep|maintain|influence|act upon|work|compensate|counterbalance|correct|make up|even out|even off|even up|promote|advance|boost|further|encourage|appropriate|capture|seize|conquer|transfer|shift|follow|grow|raise|farm|produce|propel|impel|hit the bottle|drink|booze|fuddle|nourish|nurture|travel|go|locomote|obtain|perform|execute|do|give birth|deliver|birth,S0020025508004520,S0020025508004520_146
out,out,ADV,146,out,away|out,NA,S0020025508004520,S0020025508004520_146
evaluate,evaluate,NOUN,146,evalu,NA,NA,S0020025508004520,S0020025508004520_146
effect,effect,NOUN,146,effect,burden|consequence|core|effect|essence|event|force|gist|impression|issue|outcome|result|upshot,phenomenon|appearance|visual aspect|impression|feeling|belief|notion|opinion|meaning|significance|signification|import|validity|validness|symptom,S0020025508004520,S0020025508004520_146
different,different,ADJ,146,differ,different,NA,S0020025508004520,S0020025508004520_146
compression,compression,NOUN,146,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_146
rates,rate,NOUN,146,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_146
performance,performance,NOUN,146,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025508004520,S0020025508004520_146
cn,cn,NOUN,146,cn,NA,NA,S0020025508004520,S0020025508004520_146
summ,summ,NOUN,146,summ,NA,NA,S0020025508004520,S0020025508004520_146
section,section,NOUN,146,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_146
considering,consider,VERB,174,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard,S0020025508004520,S0020025508004520_174
only,only,ADV,174,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_174
systems,systems,NOUN,174,system,NA,NA,S0020025508004520,S0020025508004520_174
best,best,ADJ,174,best,best|best(p)|better(p),NA,S0020025508004520,S0020025508004520_174
results,result,NOUN,174,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025508004520,S0020025508004520_174
produced,produce,VERB,174,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S0020025508004520,S0020025508004520_174
as,as,ADV,174,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_174
expected,expect,VERB,174,expect,anticipate|ask|await|bear|carry|expect|gestate|have a bun in the oven|look|require|wait,evaluate|pass judgment|judge|demand|see|consider|reckon|view|regard|expect|look|await|wait|give birth|deliver|bear|birth|have,S0020025508004520,S0020025508004520_174
cn,cn,NOUN,174,cn,NA,NA,S0020025508004520,S0020025508004520_174
voting,voting,NOUN,174,vote,ballot|balloting|vote|voting,choice|selection|option|pick,S0020025508004520,S0020025508004520_174
has,have,VERB,174,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025508004520,S0020025508004520_174
higher,higher,ADJ,174,higher,higher(a),NA,S0020025508004520,S0020025508004520_174
average,average,NOUN,174,averag,average|norm,statistic|ratio|scale value,S0020025508004520,S0020025508004520_174
precision,precision,NOUN,174,precis,preciseness|precision,exactness|exactitude,S0020025508004520,S0020025508004520_174
lower,lower,ADJ,174,lower,NA,NA,S0020025508004520,S0020025508004520_174
recall,recall,VERB,174,recal,call back|call in|call up|come back|echo|hark back|recall|recollect|remember|retrieve|return|think|withdraw,denote|refer|resemble|call|send for|concentrate|focus|center|centre|pore|rivet|cancel|strike down|take,S0020025508004520,S0020025508004520_174
overall,overall,ADV,174,overal,NA,NA,S0020025508004520,S0020025508004520_174
system,system,NOUN,174,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness,S0020025508004520,S0020025508004520_174
supor,supor,NOUN,174,supor,NA,NA,S0020025508004520,S0020025508004520_174
pagerank,pagerank,NOUN,218,pagerank,NA,NA,S0020025508004520,S0020025508004520_218
backward,backward,ADV,218,backward,back|backward|backwards|rearward|rearwards,NA,S0020025508004520,S0020025508004520_218
require,require,VERB,218,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be,S0020025508004520,S0020025508004520_218
deep,deep,ADJ,218,deep,abstruse|bass|cryptic|cryptical|deep|inscrutable|mysterious|mystifying|recondite|rich|thick,NA,S0020025508004520,S0020025508004520_218
linguistic,linguistic,ADJ,218,linguist,lingual|linguistic,NA,S0020025508004520,S0020025508004520_218
resources,resource,NOUN,218,resourc,imagination|resource|resourcefulness,assets|asset|plus|inventiveness|ingeniousness|ingenuity|cleverness,S0020025508004520,S0020025508004520_218
shows,show,NOUN,218,show,appearance|display|show,entertainment|amusement|demonstration|demo|social event|pretense|pretence|pretending|simulation|feigning,S0020025508004520,S0020025508004520_218
generality,generality,NOUN,218,gener,generalisation|generality|generalization,idea|thought|quality,S0020025508004520,S0020025508004520_218
created,create,VERB,218,creat,create|make|produce,act|move|appoint|charge|make|create,S0020025508004520,S0020025508004520_218
rank,rank,NOUN,218,rank,membership|rank|rank and file|social rank|social station|social status,line|status|position|force|personnel|body,S0020025508004520,S0020025508004520_218
web,web,NOUN,218,web,entanglement|network|vane|web|World Wide Web|WWW,object|physical object|trap|blade|system|scheme|computer network|fabric|cloth|material|textile|membrane|tissue layer,S0020025508004520,S0020025508004520_218
pages,pag,NOUN,218,pag,NA,NA,S0020025508004520,S0020025508004520_218
general,general,ADJ,241,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,NA,S0020025508004520,S0020025508004520_241
almost,almost,ADV,241,almost,about|almost|most|near|nearly|nigh|virtually|well-nigh,NA,S0020025508004520,S0020025508004520_241
cn,cn,NOUN,241,cn,NA,NA,S0020025508004520,S0020025508004520_241
summ,summ,NOUN,241,summ,NA,NA,S0020025508004520,S0020025508004520_241
strategies,strategy,NOUN,241,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_241
equivalent,equivalent,ADJ,241,equival,equivalent|tantamount(p),NA,S0020025508004520,S0020025508004520_241
other,other,ADJ,241,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_241
experiment,experiment,NOUN,241,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_241
voting,voting,NOUN,275,vote,ballot|balloting|vote|voting,choice|selection|option|pick,S0020025508004520,S0020025508004520_275
summarizer,summarizer,NOUN,275,summar,NA,NA,S0020025508004520,S0020025508004520_275
also,also,ADV,275,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_275
created,create,VERB,275,creat,create|make|produce,act|move|appoint|charge|make|create,S0020025508004520,S0020025508004520_275
encompasses,encompass,NOUN,275,encompass,NA,NA,S0020025508004520,S0020025508004520_275
strategies,strategy,NOUN,275,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_275
proposed,propose,VERB,275,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025508004520,S0020025508004520_275
cn,cn,NOUN,276,cn,NA,NA,S0020025508004520,S0020025508004520_276
summ,summ,NOUN,276,summ,NA,NA,S0020025508004520,S0020025508004520_276
versions,version,NOUN,276,version,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning,S0020025508004520,S0020025508004520_276
performed,perform,VERB,276,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025508004520,S0020025508004520_276
as,as,ADV,276,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_276
best,best,ADJ,276,best,best|best(p)|better(p),NA,S0020025508004520,S0020025508004520_276
summarizers,summarizer,NOUN,276,summar,NA,NA,S0020025508004520,S0020025508004520_276
portuguese,portuguese,NOUN,276,portugues,Portuguese,Romance|Romance language|Latinian language|European,S0020025508004520,S0020025508004520_276
texts,texts,NOUN,276,text,NA,NA,S0020025508004520,S0020025508004520_276
reported,report,VERB,276,report,account|cover|describe|report,inform|announce|denote|complain|kick|plain|sound off|quetch|kvetch,S0020025508004520,S0020025508004520_276
literature,literature,NOUN,276,literatur,lit|literature,writing|written material|piece of writing|literary study|profession,S0020025508004520,S0020025508004520_276
evaluation,evaluation,NOUN,276,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal,S0020025508004520,S0020025508004520_276
made,make,VERB,276,make,arrive at|attain|bring in|build|ca-ca|cause|clear|constitute|construct|cook|crap|create|defecate|do|draw|earn|establish|fix|form|gain|get|get to|give|have|hit|hold|induce|lay down|make|make believe|make up|make water|micturate|name|nominate|pass water|pee|pee-pee|piddle|piss|prepare|pretend|produce|progress to|puddle|pull in|reach|ready|realise|realize|relieve oneself|score|seduce|shit|spend a penny|stimulate|stool|take|take a crap|take a leak|take a shit|take in|throw|urinate|wee|wee-wee|work,change|alter|modify|make|create|create by mental act|create mentally|cause|do|get|acquire|constitute|represent|make up|comprise|be|achieve|accomplish|attain|reach|become|create from raw material|create from raw stuff|perform|execute|act|behave|appoint|charge|score|hit|tally|rack up|perpetrate|commit|pull|assemble|gather|get together|direct|tidy|tidy up|clean up|neaten|straighten|straighten out|square away|head|excrete|egest|eliminate|pass|total|number|add up|come|amount|look|appear|seem|arrive at|gain|persuade|guarantee|ensure|insure|assure|secure|play|see|consider|reckon|view|regard|estimate|gauge|approximate|guess|judge|develop|grow,S0020025508004520,S0020025508004520_276
same,same,ADJ,276,same,like|same|same(p),NA,S0020025508004520,S0020025508004520_276
experimental,experimental,ADJ,276,experiment,data-based|experimental|observational,NA,S0020025508004520,S0020025508004520_276
setting,set,NOUN,276,set,band|bent|circle|curing|exercise set|hardening|lot|readiness|set|Set|Seth|solidification|solidifying|stage set,collection|aggregation|accumulation|assemblage|abstraction|abstract entity|exercise|exercising|physical exercise|physical exertion|workout|representation|social group|inclination|disposition|tendency|placement|location|locating|position|positioning|emplacement|playing period|period of play|play|natural process|natural action|action|activity|descent|cognitive state|state of mind|electronic equipment,S0020025508004520,S0020025508004520_276
example,example,NOUN,39,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025514004137,S0020025514004137_39
such,such,ADJ,39,such,such(a),NA,S0020025514004137,S0020025514004137_39
failures,failure,NOUN,39,failur,bankruptcy|failure|loser|nonstarter|unsuccessful person,nonaccomplishment|nonachievement|happening|occurrence|occurrent|natural event|fortune|destiny|fate|luck|lot|circumstances|portion|unfortunate|unfortunate person|omission|skip|insolvency|disorder|upset,S0020025514004137,S0020025514004137_39
identified,identify,VERB,39,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise,S0020025514004137,S0020025514004137_39
alert,alert,NOUN,39,alert,alarm|alarum|alert|alerting|qui vive|warning signal,readiness|preparedness|preparation|warning|signal|signaling|sign,S0020025514004137,S0020025514004137_39
lights,light,NOUN,39,light,brightness|brightness level|Christ Within|igniter|ignitor|illumination|Inner Light|light|Light|light source|Light Within|lighter|lighting|lightness|luminance|luminosity|luminousness|spark|sparkle|twinkle|visible light|visible radiation,actinic radiation|actinic ray|source of illumination|position|view|perspective|physical property|scene|condition|status|visual property|friend|illumination|insight|brainstorm|brainwave|vitality|verve|expression|look|aspect|facial expression|face|public knowledge|general knowledge|ethical motive|ethics|morals|morality|visual signal|device,S0020025514004137,S0020025514004137_39
as,as,ADV,39,a,as|equally|every bit,NA,S0020025514004137,S0020025514004137_39
green,green,ADJ,39,green,dark-green|fleeceable|green|greenish|gullible|immature|light-green|unripe|unripened,NA,S0020025514004137,S0020025514004137_39
yellow,yellow,ADJ,39,yellow,chicken|chickenhearted|icteric|jaundiced|lily-livered|scandalmongering|sensationalistic|white-livered|xanthous|yellow|yellow-bellied|yellow(a)|yellowed|yellowish,NA,S0020025514004137,S0020025514004137_39
red,re,ADJ,39,re,NA,NA,S0020025514004137,S0020025514004137_39
corresponding,correspond,NOUN,39,correspond,NA,NA,S0020025514004137,S0020025514004137_39
normal,normal,ADJ,39,normal,normal,NA,S0020025514004137,S0020025514004137_39
condition,condition,NOUN,39,condit,circumstance|condition|consideration|experimental condition|precondition|shape|status|stipulation|strings|term,state|premise|premiss|assumption|information|good health|healthiness|illness|unwellness|malady|sickness|statement|procedure|process,S0020025514004137,S0020025514004137_39
minor,minor,ADJ,39,minor,minor|minor(ip)|modest|nonaged|pocket-size|pocket-sized|small|small-scale|underage|venial,NA,S0020025514004137,S0020025514004137_39
damaged,damage,VERB,39,damag,damage,change|alter|modify,S0020025514004137,S0020025514004137_39
seriously,seriously,ADV,39,serious,badly|earnestly|gravely|in earnest|seriously|severely,NA,S0020025514004137,S0020025514004137_39
respectively,respectivly,ADV,39,respectivli,NA,NA,S0020025514004137,S0020025514004137_39
capacity,capacity,NOUN,53,capac,capability|capacitance|capacity|content|electrical capacity|mental ability,capability|capableness|susceptibility|susceptibleness|volume|production|function|office|part|role|indefinite quantity|electrical phenomenon|ability|power|tolerance,S0020025514004137,S0020025514004137_53
component,component,ADJ,53,compon,NA,NA,S0020025514004137,S0020025514004137_53
successfully,successfully,ADV,53,successfulli,successfully,NA,S0020025514004137,S0020025514004137_53
process,process,NOUN,53,process,appendage|cognitive operation|cognitive process|mental process|operation|outgrowth|physical process|procedure|process|summons|unconscious process,activity|cognition|knowledge|noesis|writ|judicial writ|body part|physical entity,S0020025514004137,S0020025514004137_53
documents,document,NOUN,53,document,document|papers|text file|written document,writing|written material|piece of writing|representation|communication|computer file,S0020025514004137,S0020025514004137_53
jobs,job,NOUN,53,job,Book of Job|business|caper|chore|job|Job|line|line of work|occupation|problem|task,activity|duty|workplace|work|product|production|responsibility|obligation|difficulty|unfortunate|unfortunate person|application|application program|applications programme|robbery,S0020025514004137,S0020025514004137_53
figure,figure,VERB,68,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend,S0020025514004137,S0020025514004137_68
denotes,denote,NOUN,68,denot,NA,NA,S0020025514004137,S0020025514004137_68
proposed,propose,VERB,68,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025514004137,S0020025514004137_68
procedure,procedure,NOUN,68,procedur,function|operation|procedure|process|routine|subprogram|subroutine,activity|work|software|software program|computer software|software system|software package|package|proceeding|legal proceeding|proceedings,S0020025514004137,S0020025514004137_68
applications,application,NOUN,68,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action,S0020025514004137,S0020025514004137_68
endfor,endfor,NOUN,95,endfor,NA,NA,S0020025514004137,S0020025514004137_95
find,find,VERB,108,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow,S0020025514004137,S0020025514004137_108
feasible,feasible,ADJ,108,feasibl,executable|feasible|practicable|viable|workable,NA,S0020025514004137,S0020025514004137_108
vector,vector,NOUN,108,vector,transmitter|vector,variable|variable quantity|straight line|agent|virus,S0020025514004137,S0020025514004137_108
f,f,NOUN,108,f,atomic number 9|degree Fahrenheit|f|F|farad|fluorine,degree|chemical element|element|gas|halogen|capacitance unit|letter|letter of the alphabet|alphabetic character,S0020025514004137,S0020025514004137_108
satisfying,satisfye,VERB,108,satisfy,NA,NA,S0020025514004137,S0020025514004137_108
capacity,capacity,NOUN,108,capac,capability|capacitance|capacity|content|electrical capacity|mental ability,capability|capableness|susceptibility|susceptibleness|volume|production|function|office|part|role|indefinite quantity|electrical phenomenon|ability|power|tolerance,S0020025514004137,S0020025514004137_108
demand,demand,NOUN,108,demand,demand|need|requirement,request|petition|postulation|economic process|duty|responsibility|obligation|activity|condition|status,S0020025514004137,S0020025514004137_108
constraints,constraint,NOUN,108,constraint,constraint|restraint,confinement|device|restriction,S0020025514004137,S0020025514004137_108
essence,essence,NOUN,4,essenc,burden|center|centre|core|effect|essence|gist|heart|heart and soul|inwardness|kernel|marrow|meat|nitty-gritty|nub|perfume|pith|substance|sum,content|cognitive content|mental object|substance|meaning|significance|signification|import|toiletry|toilet articles,S0020025514009608,S0020025514009608_4
techniques,techniques,NOUN,4,techniqu,NA,NA,S0020025514009608,S0020025514009608_4
train,train,NOUN,4,train,caravan|gear|gearing|geartrain|power train|railroad train|string|train|wagon train,public transport|series|procession|consequence|aftermath|piece of cloth|piece of material|wheelwork,S0020025514009608,S0020025514009608_4
consequently,consequently,ADV,4,consequ,accordingly|consequently|therefore,NA,S0020025514009608,S0020025514009608_4
classify,classify,NOUN,4,classifi,NA,NA,S0020025514009608,S0020025514009608_4
unlabeled,unlabeled,ADJ,4,unlabel,unlabeled|unlabelled|untagged,NA,S0020025514009608,S0020025514009608_4
data,data,NOUN,4,data,data|information,collection|aggregation|accumulation|assemblage,S0020025514009608,S0020025514009608_4
items,item,NOUN,4,item,detail|item|particular|point|token,part|portion|component part|component|constituent|whole|unit|fact|symbol,S0020025514009608,S0020025514009608_4
according,accord,VERB,4,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025514009608,S0020025514009608_4
physical,physical,ADJ,4,physic,forcible|physical|strong-arm,NA,S0020025514009608,S0020025514009608_4
features,feature,NOUN,4,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S0020025514009608,S0020025514009608_4
distance,distance,NOUN,4,distanc,aloofness|distance|length|space,spacing|spatial arrangement|region|part|size|indifference|time interval|interval|point|point in time,S0020025514009608,S0020025514009608_4
similarity,similarity,NOUN,4,similar,law of similarity|similarity,sameness|Gestalt law of organization|Gestalt principle of organization,S0020025514009608,S0020025514009608_4
distribution,distribution,NOUN,4,distribut,dispersion|distribution|statistical distribution,arrangement|organization|organisation|system|spacing|spatial arrangement|act|deed|human action|human activity|commerce|commercialism|mercantilism,S0020025514009608,S0020025514009608_4
input,input,NOUN,4,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element,S0020025514009608,S0020025514009608_4
general,general,ADJ,10,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,NA,S0020025514009608,S0020025514009608_10
however,however,ADV,10,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025514009608,S0020025514009608_10
kind,kind,ADV,10,kind,NA,NA,S0020025514009608,S0020025514009608_10
task,task,NOUN,10,task,chore|job|labor|project|task|undertaking,work|duty,S0020025514009608,S0020025514009608_10
still,still,ADV,10,still,all the same|at the same time|even|even so|however|nevertheless|nonetheless|notwithstanding|still|stock-still|withal|yet,NA,S0020025514009608,S0020025514009608_10
hard,hard,ADJ,10,hard,arduous|backbreaking|concentrated|difficult|grueling|gruelling|hard|heavy|intemperate|knockout|laborious|operose|punishing|severe|strong|surd|toilsome|tough|unvoiced|voiceless,NA,S0020025514009608,S0020025514009608_10
performed,perform,VERB,10,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025514009608,S0020025514009608_10
computers,computers,NOUN,10,comput,NA,NA,S0020025514009608,S0020025514009608_10
work,work,NOUN,19,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output,S0020025514009608,S0020025514009608_19
topological,topological,ADJ,19,topolog,topologic|topological,NA,S0020025514009608,S0020025514009608_19
