token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
degree,degree,NOUN,111,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0020025508004520,S0020025508004520_111
lower,lower,ADJ,111,lower,NA,NA,S0020025508004520,S0020025508004520_111
average,average,NOUN,111,averag,average|norm,statistic|ratio|scale value,S0020025508004520,S0020025508004520_111
network,network,NOUN,111,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_111
also,also,ADV,111,also,also|as well|besides|likewise|too,NA,S0020025508004520,S0020025508004520_111
extracts,extract,NOUN,111,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_111
sentences,sentences,NOUN,111,sentenc,NA,NA,S0020025508004520,S0020025508004520_111
appear,appear,VERB,111,appear,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do,S0020025508004520,S0020025508004520_111
source,source,NOUN,111,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_111
text,text,NOUN,111,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_111
when,when,ADV,111,when,NA,NA,S0020025508004520,S0020025508004520_111
outermost,outermost,ADJ,111,outermost,outermost|outmost,NA,S0020025508004520,S0020025508004520_111
d,would,PROPN,111,would,NA,NA,S0020025508004520,S0020025508004520_111
ring,ring,NOUN,111,ring,anchor ring|annulus|band|closed chain|doughnut|gang|halo|hoop|mob|pack|ring|ringing|tintinnabulation,sound|toroid|band|chain|chemical chain|association|platform|jewelry|jewellery|strip|slip,S0020025508004520,S0020025508004520_111
fit,fit,VERB,111,fit,accommodate|agree|check|conform to|correspond|equip|fill|fit|fit out|fulfil|fulfill|gibe|go|jibe|match|meet|outfit|satisfy|suit|tally,fit|conform to|meet|satisfy|fill|fulfill|fulfil|shape|form|adapt|accommodate|equal|be|supply|provide|render|furnish|ply|cater|adjust|set|correct,S0020025508004520,S0020025508004520_111
extract,extract,NOUN,111,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_111
therefore,therefore,ADV,129,therefor,consequently|hence|so|thence|therefore|thus,NA,S0020025508004520,S0020025508004520_129
community,community,NOUN,129,commun,biotic community|community|community of interests|residential area|residential district,gathering|assemblage|people|ownership|world organization|world organisation|international organization|international organisation|global organization|agreement|accord|district|territory|territorial dominion|dominion|group|grouping,S0020025508004520,S0020025508004520_129
division,division,NOUN,129,divis,air division|class|division|naval division|part|partition|partitioning|section|sectionalisation|sectionalization|segmentation|variance,army unit|concept|conception|construct|separation|administrative unit|administrative body|discord|dissension|league|conference|biological group|phylum|air unit|naval unit|arithmetic operation,S0020025508004520,S0020025508004520_129
partition,partition,NOUN,129,partit,divider|division|partition|partitioning|sectionalisation|sectionalization|segmentation,structure|construction|computer memory unit|body part|separation,S0020025508004520,S0020025508004520_129
network,network,NOUN,129,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025508004520,S0020025508004520_129
seen,see,VERB,129,see,ascertain|assure|attend|catch|check|come across|consider|construe|control|date|determine|discover|encounter|ensure|envision|escort|examine|experience|fancy|figure|find|find out|get a line|get wind|get word|go out|go steady|go through|hear|image|insure|interpret|learn|look|meet|pick up|picture|project|realise|realize|reckon|regard|run across|run into|see|see to it|take care|take in|understand|view|visit|visualise|visualize|watch|witness,perceive|comprehend|experience|see|go through|imagine|conceive of|ideate|envisage|think|believe|consider|conceive|watch|verify|visit|call in|call|tour|care|give care|receive|take in|invite|consort|associate|affiliate|assort|debate|moot|turn over|deliberate|detect|observe|find|discover|notice|undergo|accompany|bet|wager|play|understand,S0020025508004520,S0020025508004520_129
as,as,ADV,129,a,as|equally|every bit,NA,S0020025508004520,S0020025508004520_129
set,set,VERB,129,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025508004520,S0020025508004520_129
interconnected,interconnect,ADJ,129,interconnect,NA,NA,S0020025508004520,S0020025508004520_129
subnetworks,subnetwork,NOUN,129,subnetwork,NA,NA,S0020025508004520,S0020025508004520_129
number,number,NOUN,152,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_152
sentences,sentences,NOUN,152,sentenc,NA,NA,S0020025508004520,S0020025508004520_152
extract,extract,NOUN,152,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_152
first,first,ADV,152,first,first|first of all|first off|firstly|foremost,NA,S0020025508004520,S0020025508004520_152
baseline,baseline,NOUN,152,baselin,baseline|service line,standard|criterion|measure|touchstone|line,S0020025508004520,S0020025508004520_152
system,system,NOUN,152,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness,S0020025508004520,S0020025508004520_152
called,call,VERB,152,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse,S0020025508004520,S0020025508004520_152
top,top,ADJ,152,top,top(a),NA,S0020025508004520,S0020025508004520_152
includes,include,VERB,152,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_152
source,source,NOUN,152,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_152
text,text,NOUN,152,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_152
second,second,ADV,152,second,second|secondly,NA,S0020025508004520,S0020025508004520_152
randomly,randomly,ADV,152,randomli,arbitrarily|at random|every which way|haphazardly|indiscriminately|randomly|willy-nilly,NA,S0020025508004520,S0020025508004520_152
selects,select,NOUN,152,select,NA,NA,S0020025508004520,S0020025508004520_152
top,top,ADJ,167,top,top(a),NA,S0020025508004520,S0020025508004520_167
ranked,rank,VERB,167,rank,grade|order|outrank|place|range|rank|rate,be|evaluate|pass judgment|judge|excel|stand out|surpass,S0020025508004520,S0020025508004520_167
sentences,sentences,NOUN,167,sentenc,NA,NA,S0020025508004520,S0020025508004520_167
included,include,VERB,167,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance,S0020025508004520,S0020025508004520_167
extract,extract,NOUN,167,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_167
nevertheless,nevertheless,ADV,182,nevertheless,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025508004520,S0020025508004520_182
supor,supor,NOUN,182,supor,NA,NA,S0020025508004520,S0020025508004520_182
exhibited,exhibit,VERB,182,exhibit,demo|demonstrate|display|exhibit|expose|march|parade|present|show,possess|show|walk,S0020025508004520,S0020025508004520_182
higher,higher,ADJ,182,higher,higher(a),NA,S0020025508004520,S0020025508004520_182
scores,score,NOUN,182,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_182
other,other,ADJ,182,other,early(a)|former(a)|other|other(a),NA,S0020025508004520,S0020025508004520_182
systems,systems,NOUN,182,system,NA,NA,S0020025508004520,S0020025508004520_182
reinforcing,reinforce,VERB,182,reinforc,reenforce|reinforce|reward,strengthen|beef up|fortify|teach|learn|instruct,S0020025508004520,S0020025508004520_182
good,good,ADJ,182,good,adept|beneficial|dear|dependable|effective|estimable|expert|full|good|honest|honorable|in effect(p)|in force(p)|just|near|practiced|proficient|respectable|right|ripe|safe|salutary|secure|serious|skilful|skillful|sound|unspoiled|unspoilt|upright|well(p),NA,S0020025508004520,S0020025508004520_182
performance,performance,NOUN,182,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025508004520,S0020025508004520_182
previous,previous,ADJ,182,previou,former(a)|late(a)|old|premature|previous(a)|previous(p),NA,S0020025508004520,S0020025508004520_182
version,version,NOUN,182,version,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning,S0020025508004520,S0020025508004520_182
nevertheless,nevertheless,ADV,190,nevertheless,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA,S0020025508004520,S0020025508004520_190
cn,cn,NOUN,190,cn,NA,NA,S0020025508004520,S0020025508004520_190
summ,summ,NOUN,190,summ,NA,NA,S0020025508004520,S0020025508004520_190
strategies,strategy,NOUN,190,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_190
coresl,coresl,NOUN,190,coresl,NA,NA,S0020025508004520,S0020025508004520_190
corresponding,correspond,NOUN,190,correspond,NA,NA,S0020025508004520,S0020025508004520_190
p,p,NOUN,190,p,atomic number 15|p|P|phosphorus,chemical element|element|letter|letter of the alphabet|alphabetic character,S0020025508004520,S0020025508004520_190
values,value,NOUN,190,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025508004520,S0020025508004520_190
larger,larger,ADJ,190,larger,bigger|larger,NA,S0020025508004520,S0020025508004520_190
shortest,shortest,ADJ,209,shortest,NA,NA,S0020025508004520,S0020025508004520_209
paths,paths,NOUN,209,path,NA,NA,S0020025508004520,S0020025508004520_209
show,show,VERB,209,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025508004520,S0020025508004520_209
poorer,poorer,NOUN,209,poorer,NA,NA,S0020025508004520,S0020025508004520_209
performance,performance,NOUN,209,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025508004520,S0020025508004520_209
closer,closer,ADJ,209,closer,NA,NA,S0020025508004520,S0020025508004520_209
top,top,ADJ,209,top,top(a),NA,S0020025508004520,S0020025508004520_209
baseline,baseline,NOUN,209,baselin,baseline|service line,standard|criterion|measure|touchstone|line,S0020025508004520,S0020025508004520_209
example,example,NOUN,283,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025508004520,S0020025508004520_283
since,since,ADV,283,sinc,NA,NA,S0020025508004520,S0020025508004520_283
strategies,strategy,NOUN,283,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_283
do,do,VERB,283,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA,S0020025508004520,S0020025508004520_283
try,try,VERB,283,try,adjudicate|assay|attempt|essay|examine|hear|judge|prove|render|sample|seek|strain|stress|taste|test|try|try on|try out,act|move|evaluate|pass judgment|judge|decide|make up one's mind|determine|consume|ingest|take in|take|have|probe|examine|pain|anguish|hurt|afflict|melt|run|melt down|wear|put on|get into|don|assume,S0020025508004520,S0020025508004520_283
cover,cover,NOUN,283,cover,back|binding|blanket|book binding|concealment|cover|cover charge|cover song|cover version|covering|covering fire|covert|masking|natural covering|screen|screening|top,covering|bedclothes|bed clothing|bedding|concealment|concealing|hiding|protective covering|protective cover|protection|natural object|fire|firing|fixed charge|fixed cost|fixed costs|recording,S0020025508004520,S0020025508004520_283
structure,structure,NOUN,283,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme,S0020025508004520,S0020025508004520_283
source,source,NOUN,283,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_283
text,text,NOUN,283,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025508004520,S0020025508004520_283
shortest,shortest,ADJ,283,shortest,NA,NA,S0020025508004520,S0020025508004520_283
path,path,NOUN,283,path,course|itinerary|path|route|track|way|way of life,course|course of action|way|line,S0020025508004520,S0020025508004520_283
degree,degree,NOUN,283,degre,academic degree|arcdegree|degree|grade|level|point|stage,property|state|award|accolade|honor|honour|laurels|angular unit|exponent|power|index|temperature unit|magnitude,S0020025508004520,S0020025508004520_283
useful,useful,ADJ,283,us,useful|utile|utilitarian,NA,S0020025508004520,S0020025508004520_283
complementing,complement,VERB,283,complement,complement,balance|equilibrate|equilibrize|equilibrise,S0020025508004520,S0020025508004520_283
grouping,group,NOUN,283,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set,S0020025508004520,S0020025508004520_283
information,information,NOUN,283,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure,S0020025508004520,S0020025508004520_283
given,give,VERB,283,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025508004520,S0020025508004520_283
communities,communities,NOUN,283,commun,NA,NA,S0020025508004520,S0020025508004520_283
locality,locality,NOUN,283,local,locality|neck of the woods|neighborhood|neighbourhood|vicinity,section,S0020025508004520,S0020025508004520_283
index,index,NOUN,283,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025508004520,S0020025508004520_283
thus,thus,ADV,283,thu,hence|so|thence|therefore|thus|thusly,NA,S0020025508004520,S0020025508004520_283
trying,try,VERB,283,try,adjudicate|assay|attempt|essay|examine|hear|judge|prove|render|sample|seek|strain|stress|taste|test|try|try on|try out,act|move|evaluate|pass judgment|judge|decide|make up one's mind|determine|consume|ingest|take in|take|have|probe|examine|pain|anguish|hurt|afflict|melt|run|melt down|wear|put on|get into|don|assume,S0020025508004520,S0020025508004520_283
avoid,avoid,VERB,283,avoid,annul|avert|avoid|debar|deflect|fend off|forefend|forfend|head off|invalidate|keep off|nullify|obviate|quash|stave off|void|ward off,prevent|forestall|foreclose|preclude|forbid|abstain|refrain|desist|cancel|strike down,S0020025508004520,S0020025508004520_283
redundancy,redundancy,NOUN,283,redund,redundance|redundancy,repetitiveness|repetitiousness|overplus|plethora|superfluity|embarrassment|configuration|constellation|repetition|repeating,S0020025508004520,S0020025508004520_283
former,former,ADJ,283,former,early(a)|erstwhile(a)|former(a)|late(a)|old|one-time(a)|onetime(a)|other(a)|previous(a)|quondam(a)|sometime(a),NA,S0020025508004520,S0020025508004520_283
even,even,ADV,6,even,even|still|yet,NA,S0020025514004137,S0020025514004137_6
though,though,ADV,6,though,though,NA,S0020025514004137,S0020025514004137_6
many,many,ADJ,6,mani,many,NA,S0020025514004137,S0020025514004137_6
researchers,researcher,NOUN,6,research,investigator|research worker|researcher,scientist,S0020025514004137,S0020025514004137_6
have,have,VERB,6,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025514004137,S0020025514004137_6
contributed,contribute,VERB,6,contribut,add|bestow|bring|chip in|conduce|contribute|give|impart|kick in|lead|lend|put up,change|alter|modify|give|promote|advance|boost|further|encourage|pay,S0020025514004137,S0020025514004137_6
qualitative,qualitative,ADJ,6,qualit,qualitative,NA,S0020025514004137,S0020025514004137_6
methods,method,NOUN,6,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025514004137,S0020025514004137_6
evaluate,evaluate,NOUN,6,evalu,NA,NA,S0020025514004137,S0020025514004137_6
performance,performance,NOUN,6,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025514004137,S0020025514004137_6
systems,systems,NOUN,6,system,NA,NA,S0020025514004137,S0020025514004137_6
then,then,ADV,46,then,and so|so|then,NA,S0020025514004137,S0020025514004137_46
calculation,calculation,NOUN,46,calcul,calculation|computation|computing|deliberation|figuring|reckoning,procedure|process|problem solving|planning|preparation|provision,S0020025514004137,S0020025514004137_46
linguistic,linguistic,ADJ,46,linguist,lingual|linguistic,NA,S0020025514004137,S0020025514004137_46
performance,performance,NOUN,46,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025514004137,S0020025514004137_46
index,index,NOUN,46,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025514004137,S0020025514004137_46
illustrated,illustrate,VERB,46,illustr,exemplify|illustrate|instance,elaborate|lucubrate|expatiate|exposit|enlarge|flesh out|expand|expound|dilate|picture|depict|render|show|decorate|adorn|grace|ornament|embellish|beautify,S0020025514004137,S0020025514004137_46
numerical,numerical,ADJ,46,numer,mathematical|numeral|numeric|numerical,NA,S0020025514004137,S0020025514004137_46
examples,example,NOUN,46,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025514004137,S0020025514004137_46
section,section,NOUN,46,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025514004137,S0020025514004137_46
propose,propose,VERB,67,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025514004137,S0020025514004137_67
procedure,procedure,NOUN,67,procedur,function|operation|procedure|process|routine|subprogram|subroutine,activity|work|software|software program|computer software|software system|software package|package|proceeding|legal proceeding|proceedings,S0020025514004137,S0020025514004137_67
section,section,NOUN,67,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025514004137,S0020025514004137_67
illustrate,illustrate,ADJ,67,illustr,NA,NA,S0020025514004137,S0020025514004137_67
generation,generation,NOUN,67,gener,coevals|contemporaries|generation|genesis|multiplication|propagation,people|biological group|time period|period of time|period|phase|stage|beginning|production|reproduction|procreation|breeding|facts of life,S0020025514004137,S0020025514004137_67
linguistic,linguistic,ADJ,67,linguist,lingual|linguistic,NA,S0020025514004137,S0020025514004137_67
performance,performance,NOUN,67,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process,S0020025514004137,S0020025514004137_67
index,index,NOUN,67,index,exponent|forefinger|index|index finger|index number|indicant|indicator|power,scale|scale of measurement|graduated table|ordered series|fact|mathematical notation|list|listing|finger,S0020025514004137,S0020025514004137_67
covering,cover,VERB,67,cover,address|breed|brood|compensate|comprehend|continue|cover|cover up|cross|cut across|cut through|deal|embrace|encompass|enshroud|extend|get across|get over|handle|hatch|hide|incubate|insure|overcompensate|overlay|pass over|plow|report|shroud|spread over|track|traverse|treat|underwrite|wrap up,touch|adjoin|meet|contact|be|satisfy|fulfill|fulfil|live up to|broach|initiate|include|pass|inform|protect|hide|conceal|see|check|insure|see to it|ensure|control|ascertain|assure|guarantee|warrant|compensate|counterbalance|correct|make up|even out|even off|even up|endow|indue|gift|empower|invest|endue|substitute|deputize|deputise|step in|envelop|enfold|enwrap|wrap|enclose|copulate|mate|pair|couple|play|reproduce|procreate|multiply|dress|clothe|enclothe|garb|raiment|tog|garment|habilitate|fit out|apparel,S0020025514004137,S0020025514004137_67
