token,lemma,upos,clique,stem,synonyms,hypernyms
interdisciplinary,interdisciplinary,ADJ,2,interdisciplinari,interdisciplinary,
ones,one,NOUN,2,on,1|ace|I|one|single|unity,digit|figure|unit
associated,associate,VERB,3,associ,affiliate|associate|assort|colligate|connect|consociate|consort|link|link up|relate|tie in,think|cogitate|cerebrate|interact|unite|unify
increase,increase,NOUN,3,increas,addition|gain|growth|increase|increment|step-up,indefinite quantity|change|alteration|modification|process|physical process|amount|change of magnitude
joint,joint,ADJ,3,joint,joint,
venture,venture,NOUN,3,ventur,speculation|venture,undertaking|project|task|labor|investment|investment funds|commercial enterprise|business enterprise|business
research,research,NOUN,3,research,enquiry|inquiry|research,investigation|investigating|problem solving
projects,project,NOUN,3,project,labor|project|projection|task|undertaking,work|plan|program|programme
hence,hence,ADV,3,henc,hence|so|thence|therefore|thus,NA
volume,volume,NOUN,3,volum,book|bulk|intensity|loudness|mass|volume,measure|quantity|amount|magnitude|product|production|publication|sound property
collaborations,collaboration,NOUN,3,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
academia,academia,NOUN,3,academia,academe|academia,world|domain
as,as,ADV,3,a,as|equally|every bit,
industries,industry,NOUN,3,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
also,also,ADV,3,also,also|as well|besides|likewise|too,NA
witnessed,witness,VERB,3,wit,find|see|witness,watch|experience|see|go through
recommending,recommend,VERB,4,recommend,advocate|commend|recommend|urge,propose|suggest|advise|praise|change|alter|modify
predicting,predict,VERB,4,predict,anticipate|augur|auspicate|betoken|bode|call|forebode|forecast|foreshadow|foretell|omen|portend|predict|prefigure|presage|prognosticate|promise,guess|venture|pretend|hazard|bespeak|betoken|indicate|point|signal
potential,potential,ADJ,4,potenti,likely|possible|potential,
collaborators,collaborator,NOUN,4,collabor,collaborationist|collaborator|confederate|cooperator|henchman|pardner|partner|partner in crime|quisling,accessory|accessary|traitor|treasonist|associate
useful,useful,ADJ,4,us,useful|utile|utilitarian,
researchers,researcher,NOUN,4,research,investigator|research worker|researcher,scientist
forming,form,VERB,4,form,constitute|forge|form|imprint|make|mold|mould|organise|organize|shape|spring|take form|take shape|work,make|create|constitute|represent|make up|comprise|be|become|change|alter|modify|create from raw material|create from raw stuff|influence|act upon|work
new,new,ADJ,4,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
groups,group,NOUN,4,group,chemical group|group|grouping|mathematical group|radical,abstraction|abstract entity|unit|building block|set
lopes,lope,NOUN,4,lope,canter|jog|lope|trot,locomotion|travel|gait
moro,moro,NOUN,4,moro,Moro,Filipino
da,day,NOUN,4,dai,24-hour interval|Clarence Day|Clarence Shepard Day Jr.|day|Day|daylight|daytime|mean solar day|sidereal day|solar day|twenty-four hour period|twenty-four hours,time unit|unit of time|time|calendar day|civil day|time period|period of time|period|work time|era|epoch|sidereal time|opportunity|chance
silva,silva,NOUN,4,silva,silva|sylva,forest|woodland|timberland|timber
barbosa,barbosa,NOUN,4,barbosa,,NA
de,de,PROPN,4,de,NA,NA
decisive,decisive,ADJ,4,decis,critical|decisive,
stage,stage,NOUN,4,stage,degree|leg|level|microscope stage|phase|point|stage|stagecoach,time period|period of time|period|state|platform|dramaturgy|dramatic art|dramatics|theater|theatre|coach|four-in-hand|coach-and-four|travel|traveling|travelling|scene
research,research,NOUN,4,research,enquiry|inquiry|research,investigation|investigating|problem solving
spans,span,NOUN,4,span,brace|bridge|couple|couplet|distich|duad|duet|duo|dyad|pair|span|straddle|twain|twosome|yoke,duration|continuance|distance|two|2|II|deuce|linear unit|linear measure|structure|construction|motion|movement|move|motility
planning,plan,NOUN,4,plan,architectural plan|design|plan|program|programme,idea|thought|arrangement|organization|organisation|system|drawing
developing,develop,VERB,4,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
proposal,proposal,NOUN,4,propos,marriage offer|marriage proposal|proposal|proposal of marriage|proposition,message|content|subject matter|substance|offer|offering|speech act
substantial,substantial,ADJ,4,substanti,affluent|flush|hearty|loaded|material|moneyed|real|satisfying|significant|solid|square|strong|substantial|substantive|wealthy,
quality,quality,NOUN,4,qualiti,caliber|calibre|character|lineament|quality|timber|timbre|tone,attribute|degree|grade|level|property|dimension|sound property|social station|social status|social rank|rank
activities,activity,NOUN,4,activ,action|activeness|activity|bodily function|bodily process|body process|natural action|natural process,act|deed|human action|human activity|state|organic process|biological process|capability|capacity|process|physical process|trait
ensures,ensure,NOUN,4,ensur,,NA
visibility,visibility,NOUN,4,visibl,profile|visibility|visibleness,perceptibility|salience|saliency|strikingness|clearness|clarity|uncloudedness
reach,reach,NOUN,4,reach,ambit|compass|grasp|orbit|range|reach|reaching|scope|stretch,limit|extent|motion|movement|move|motility|capability|capableness|potentiality
published,publish,VERB,4,publish,bring out|issue|print|publish|put out|release,produce|make|create|publicize|publicise|air|bare
patented,patent,VERB,4,patent,patent,procure|secure|register|change|alter|modify
works,work,VERB,4,work,act|act upon|bring|crop|cultivate|do work|exercise|exploit|ferment|figure out|forge|form|function|go|influence|knead|lick|make|make for|mold|mould|operate|play|process|put to work|puzzle out|run|shape|solve|sour|turn|work|work on|work out|wreak,succeed|win|come through|bring home the bacon|deliver the goods|transform|transmute|transubstantiate|work|put to work|pass|go|proceed|move|displace|make|create|use|utilize|utilise|apply|employ|fix|prepare|set up|ready|gear up|set|be|affect|impact|bear upon|bear on|touch on|touch|operate|run|manage|deal|care|handle|stimulate|excite|stir|capture|enamour|trance|catch|becharm|enamor|captivate|beguile|charm|fascinate|bewitch|entrance|enchant|create from raw material|create from raw stuff|manipulate|understand|convert|change state|turn|become|get
according,accord,VERB,5,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
di,di,NOUN,5,di,,NA
costa,costa,NOUN,5,costa,costa|rib,structure|anatomical structure|complex body part|bodily structure|body structure|bone|os
academia,academia,NOUN,5,academia,academe|academia,world|domain
collaboration,collaboration,NOUN,5,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
found,find,VERB,5,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
beneficial,beneficial,ADJ,5,benefici,beneficial|good,
productivity,productivity,NOUN,5,product,productiveness|productivity,fruitfulness|fecundity|ratio
researchers,researcher,NOUN,5,research,investigator|research worker|researcher,scientist
as,as,ADV,6,a,as|equally|every bit,
inventions,invention,NOUN,6,invent,conception|design|excogitation|innovation|invention,creativity|creativeness|creative thinking|creation|creating by mental acts
innovations,innovation,NOUN,6,innov,conception|creation|design|excogitation|foundation|founding|initiation|innovation|instauration|institution|introduction|invention|origination,creation|creativity|creativeness|creative thinking|beginning|start|commencement
backbone,backbone,NOUN,6,backbon,anchor|back|backbone|grit|gumption|guts|keystone|linchpin|lynchpin|mainstay|moxie|rachis|sand|spinal column|spine|vertebral column,support|fortitude|skeletal structure|part|portion|connection|connexion|connector|connecter|connective
innovation,innovation,NOUN,6,innov,conception|creation|design|excogitation|foundation|founding|initiation|innovation|instauration|institution|introduction|invention|origination,creation|creativity|creativeness|creative thinking|beginning|start|commencement
ecosystem,ecosystem,NOUN,6,ecosystem,ecosystem,system|scheme
industry,industry,NOUN,6,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
collaborative,collaborative,NOUN,6,collabor,,NA
rd,rd,NOUN,6,rd,,NA
activities,activity,NOUN,6,activ,action|activeness|activity|bodily function|bodily process|body process|natural action|natural process,act|deed|human action|human activity|state|organic process|biological process|capability|capacity|process|physical process|trait
lead,lead,VERB,6,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over
patents,patent,NOUN,6,patent,letters patent|patent|patent of invention,document|written document|papers|legal document|legal instrument|official document|instrument
key,key,ADJ,6,kei,cardinal|central|fundamental|key|primal,
sustain,sustain,NOUN,6,sustain,,NA
investigation,investigation,NOUN,7,investig,investigating|investigation|probe,inquiry|enquiry|research|work
favaro,favaro,NOUN,7,favaro,,NA
concluded,conclude,VERB,7,conclud,close|conclude|reason|reason out|resolve,think|cogitate|cerebrate|end|terminate|agree|hold|concur|concord|stop|finish|cease
inventor,inventor,NOUN,7,inventor,artificer|discoverer|inventor,creator
collaborations,collaboration,NOUN,7,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
have,have,VERB,7,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
sizable,sizable,ADJ,7,sizabl,ample|goodish|goodly|healthy|hefty|respectable|sizable|sizeable|tidy,
productivity,productivity,NOUN,7,product,productiveness|productivity,fruitfulness|fecundity|ratio
effects,effect,NOUN,7,effect,burden|consequence|core|effect|essence|event|force|gist|impression|issue|outcome|result|upshot,phenomenon|appearance|visual aspect|impression|feeling|belief|notion|opinion|meaning|significance|signification|import|validity|validness|symptom
innovation,innovation,NOUN,7,innov,conception|creation|design|excogitation|foundation|founding|initiation|innovation|instauration|institution|introduction|invention|origination,creation|creativity|creativeness|creative thinking|beginning|start|commencement
as,as,ADV,8,a,as|equally|every bit,
identification,identification,NOUN,8,identif,designation|identification|recognition,determination|finding|evidence|condition|status|memory|remembering|identity|personal identity|individuality
most,most,ADJ,8,most,most(a),
suitable,suitable,ADJ,8,suitabl,desirable|suitable|suited|worthy,
potential,potential,ADJ,8,potenti,likely|possible|potential,
collaborations,collaboration,NOUN,8,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
key,key,ADJ,8,kei,cardinal|central|fundamental|key|primal,
successful,successful,ADJ,8,success,successful,
collaborative,collaborative,NOUN,8,collabor,,NA
ventures,venture,NOUN,8,ventur,speculation|venture,undertaking|project|task|labor|investment|investment funds|commercial enterprise|business enterprise|business
recommendation,recommendation,NOUN,8,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
systems,systems,NOUN,8,system,,NA
do,do,VERB,8,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA
so,so,ADV,8,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
vital,vital,ADJ,8,vital,critical|life-sustaining|lively|vital,
sustaining,sustain,VERB,8,sustain,affirm|confirm|corroborate|get|have|hold|hold up|keep|keep up|maintain|nourish|nurture|prolong|substantiate|suffer|support|sustain,continue|uphold|carry on|bear on|preserve|experience|receive|have|get|provide|supply|ply|cater|have got|hold|admit|acknowledge
innovation,innovation,NOUN,8,innov,conception|creation|design|excogitation|foundation|founding|initiation|innovation|instauration|institution|introduction|invention|origination,creation|creativity|creativeness|creative thinking|beginning|start|commencement
ecosystems,ecosystem,NOUN,8,ecosystem,ecosystem,system|scheme
industries,industry,NOUN,8,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
several,several,ADJ,9,sever,respective(a)|several(a)|several(p)|various(a),
recommendation,recommendation,NOUN,9,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
systems,systems,NOUN,9,system,,NA
available,available,ADJ,9,avail,available|uncommitted|usable|useable,
arenas,arena,NOUN,9,arena,area|arena|bowl|domain|field|orbit|scene of action|sphere|sports stadium|stadium,environment|area|country|structure|construction|playing field|athletic field|playing area|field
e,e,NOUN,9,e,atomic number 99|due east|e|E|east|eastward|einsteinium|Es|tocopherol|vitamin E,fat-soluble vitamin|antioxidant|metallic element|metal|cardinal compass point|transcendental number|letter|letter of the alphabet|alphabetic character
commerce,commerce,NOUN,9,commerc,commerce|Commerce|Commerce Department|commercialism|Department of Commerce|DoC|mercantilism,transaction|dealing|dealings|executive department|conversation
product,product,NOUN,9,product,Cartesian product|intersection|mathematical product|merchandise|product|production|ware,commodity|trade good|good|creation|quantity|chemical|chemical substance|consequence|effect|outcome|result|event|issue|upshot|set
service,service,NOUN,9,servic,armed service|avail|divine service|help|inspection and repair|military service|overhaul|religious service|Robert William Service|serve|service|Service|service of process|servicing|serving|table service,work|aid|assist|assistance|help|religious ceremony|religious ritual|company|employment|force|personnel|helpfulness|tableware|coupling|mating|pairing|conjugation|union|sexual union|activity|tennis stroke|tennis shot|delivery|bringing|care|maintenance|upkeep|accommodation
social,social,ADJ,9,social,social|societal,
networks,network,NOUN,9,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
liu,liu,NOUN,9,liu,,NA
lee,lee,NOUN,9,lee,Bruce Lee|Gypsy Rose Lee|Henry Lee|lee|Lee|lee side|Lee Yuen Kam|leeward|Lighthorse Harry Lee|Richard Henry Lee|Robert E. Lee|Robert Edward Lee|Rose Louise Hovick|Shelton Jackson Lee|Spike Lee|Tsung Dao Lee,side|face
individuals,individual,NOUN,9,individu,individual|mortal|person|somebody|someone|soul,organism|being|causal agent|cause|causal agency
organizations,organizations,NOUN,9,organ,,NA
recommendation,recommendation,NOUN,10,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
system,system,NOUN,10,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
development,development,NOUN,10,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
based,base,VERB,10,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
analytics,analytic,NOUN,10,analyt,,NA
sometimes,sometimes,ADV,10,sometim,sometimes,NA
systems,systems,NOUN,10,system,,NA
serve,serve,VERB,10,serv,answer|assist|attend|attend to|dish|dish out|dish up|do|function|help|process|serve|serve up|serve well|service|suffice|swear out|wait on,suffice|do|answer|serve|work|do work|effect|effectuate|set up|function|operate|go|run|provide|supply|ply|cater|foster|nurture|spend|pass|help|assist|aid|deliver|satisfy|fulfill|fulfil|live up to|copulate|mate|pair|couple|move
as,as,ADV,10,a,as|equally|every bit,
tools,tool,NOUN,10,tool,cock|creature|dick|instrument|pecker|prick|puppet|putz|shaft|tool,implement|means|agency|way|slave|penis|phallus|member
too,too,ADV,10,too,also|as well|besides|excessively|likewise|overly|to a fault|too,NA
kaklauskas,kaklauska,NOUN,10,kaklauska,,NA
analyze,analyze,NOUN,10,analyz,,NA
student,student,NOUN,10,student,bookman|educatee|pupil|scholar|scholarly person|student,enrollee|intellectual|intellect
academic,academic,ADJ,10,academ,academic|donnish|pedantic,
performance,performance,NOUN,10,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
potential,potential,ADJ,11,potenti,likely|possible|potential,
network,network,NOUN,11,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
based,base,VERB,11,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
solutions,solution,NOUN,11,solut,answer|resolution|result|root|solution|solvent,mixture|statement|method|set|success
link,link,NOUN,11,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit
prediction,prediction,NOUN,11,predict,anticipation|forecasting|foretelling|prediction|prevision|prognostication,reasoning|logical thinking|abstract thought|statement
design,design,NOUN,11,design,aim|blueprint|conception|design|designing|excogitation|figure|innovation|intent|intention|invention|pattern|plan|purpose,creating by mental acts|arrangement|organization|organisation|system|plan|program|programme|decoration|ornament|ornamentation|goal|end|sketch|study|creativity|creativeness|creative thinking
collaboration,collaboration,NOUN,11,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
recommendation,recommendation,NOUN,11,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
systems,systems,NOUN,11,system,,NA
discussed,discuss,VERB,11,discuss,discourse|discuss|hash out|talk about|talk over,cover|treat|handle|plow|deal|address|talk of|talk about
lü,lü,NOUN,11,lü,,NA
zhou,zhou,NOUN,11,zhou,Chou|Chou dynasty|Chow|Chow dynasty|Zhou|Zhou dynasty,dynasty
other,other,ADJ,11,other,early(a)|former(a)|other|other(a),
applications,application,NOUN,11,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
complex,complex,NOUN,11,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
networks,network,NOUN,11,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
case,case,NOUN,12,case,case|caseful|casing|causa|cause|character|compositor's case|display case|eccentric|event|example|face|font|fount|grammatical case|guinea pig|instance|lawsuit|pillow slip|pillowcase|sheath|shell|showcase|slip|subject|suit|type|typeface|typesetter's case|vitrine,happening|occurrence|occurrent|natural event|circumstance|proceeding|legal proceeding|proceedings|fact|container|person|individual|someone|somebody|mortal|soul|problem|argument|statement|containerful|grammatical category|syntactic category|state of mind|frame of mind|adult|grownup|type|covering|natural covering|cover|housing|framework|frame|receptacle|bed linen
social,social,ADJ,12,social,social|societal,
networks,network,NOUN,12,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
link,link,NOUN,12,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit
prediction,prediction,NOUN,12,predict,anticipation|forecasting|foretelling|prediction|prevision|prognostication,reasoning|logical thinking|abstract thought|statement
based,base,VERB,12,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
recommendation,recommendation,NOUN,12,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
homogeneous,homogeneous,ADJ,12,homogen,homogeneous|homogenous,
heterogeneous,heterogeneous,ADJ,12,heterogen,heterogeneous|heterogenous,
recognized,recognize,VERB,12,recogn,accredit|acknowledge|agnise|agnize|discern|distinguish|greet|know|make out|pick out|realise|realize|recognise|recognize|spot|tell apart,accept|know|cognize|cognise|remember|retrieve|recall|call back|call up|recollect|think|license|licence|certify|address|accost|come up to|thank|give thanks|be|prize|value|treasure|appreciate
problem,problem,NOUN,12,problem,job|problem|trouble,difficulty|question|head
dong,dong,NOUN,12,dong,dong,Vietnamese monetary unit
kong,kong,NOUN,12,kong,,NA
gravity,gravity,NOUN,13,graviti,graveness|gravitation|gravitational attraction|gravitational force|gravity|soberness|sobriety|solemnity|somberness|sombreness,attraction|attractive force|seriousness|earnestness|serious-mindedness|sincerity|feeling
collaboration,collaboration,NOUN,13,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
recommendation,recommendation,NOUN,13,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
system,system,NOUN,13,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
development,development,NOUN,13,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
eventuated,eventuate,VERB,13,eventu,eventuate,turn out|come out
research,research,NOUN,13,research,enquiry|inquiry|research,investigation|investigating|problem solving
efforts,effort,NOUN,13,effort,attempt|campaign|cause|crusade|drive|effort|elbow grease|endeavor|endeavour|exertion|exploit|feat|movement|sweat|travail|try,activity|labor|labour|toil|accomplishment|achievement|venture
systems,systems,NOUN,13,system,,NA
challenges,challenge,NOUN,14,challeng,challenge,situation|state of affairs|speech act|questioning|inquiring|objection|demand
recommendation,recommendation,NOUN,14,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
new,new,ADJ,14,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
collaborations,collaboration,NOUN,14,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
academia,academia,NOUN,14,academia,academe|academia,world|domain
discussed,discuss,VERB,14,discuss,discourse|discuss|hash out|talk about|talk over,cover|treat|handle|plow|deal|address|talk of|talk about
comparison,comparison,NOUN,14,comparison,comparability|compare|comparing|comparison|equivalence,examination|scrutiny|relation|likeness|alikeness|similitude
friendship,friendship,NOUN,14,friendship,friendly relationship|friendship,relationship
recommendations,recommendation,NOUN,14,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
social,social,ADJ,14,social,social|societal,
networks,network,NOUN,14,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
lopes,lope,NOUN,14,lope,canter|jog|lope|trot,locomotion|travel|gait
moro,moro,NOUN,14,moro,Moro,Filipino
wives,wife,NOUN,14,wife,married woman|wife,woman|adult female|spouse|partner|married person|mate|better half
de,de,PROPN,14,de,NA,NA
recent,recent,ADJ,15,recent,late(a)|recent,
work,work,NOUN,15,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
university,university,NOUN,15,univers,university,body|establishment|educational institution
industry,industry,NOUN,15,industri,diligence|industriousness|industry|manufacture,commercial enterprise|business enterprise|business|determination|purpose
collaboration,collaboration,NOUN,15,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
recommendation,recommendation,NOUN,15,recommend,good word|passport|recommendation|testimonial,advice|praise|congratulations|kudos|extolment|characteristic
rd,rd,NOUN,15,rd,,NA
projects,project,NOUN,15,project,labor|project|projection|task|undertaking,work|plan|program|programme
using,use,VERB,15,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
context,context,NOUN,15,context,circumstance|context|context of use|linguistic context|setting,discourse|environment
aware,aware,ADJ,15,awar,aware|aware(p)|cognisant|cognizant|mindful,
system,system,NOUN,15,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
wang,wing,VERB,15,wing,fly|wing,travel|go|move|locomote
ma,ma,NOUN,15,ma,AM|Artium Magister|Bay State|ma|mA|MA|mama|mamma|mammy|Mass.|Massachusetts|Master of Arts|milliampere|mom|momma|mommy|mum|mummy|Old Colony,mother|female parent|master's degree|current unit
requires,require,NOUN,15,requir,,NA
online,online,ADV,15,onlin,,NA
offline,offline,ADV,15,offlin,,NA
modules,module,NOUN,15,modul,faculty|mental faculty|module,ability|power|compartment|computer circuit|component|constituent|element
perform,perform,VERB,15,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil
task,task,NOUN,15,task,chore|job|labor|project|task|undertaking,work|duty
effectively,effectively,ADV,15,effect,effectively|efficaciously|in effect,
important,important,ADJ,16,import,authoritative|crucial|important|of import|significant,
