token,lemma,upos,clique,stem,synonyms,hypernyms
accidents,accident,NOUN,3,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
has,have,VERB,3,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
gradually,gradually,ADV,3,gradual,bit by bit|gradually|step by step,
decreased,decrease,VERB,3,decreas,decrease|diminish|fall|lessen|minify,change magnitude|change|alter|modify
recent,recent,ADJ,3,recent,late(a)|recent,
years,year,NOUN,3,year,class|twelvemonth|year|yr,time period|period of time|period|gathering|assemblage
complexity,complexity,NOUN,3,complex,complexity|complexness,quality
significantly,significantly,ADV,3,significantli,importantly|significantly,
increased,increase,VERB,3,increas,increase,change magnitude|change|alter|modify
coal,coal,NOUN,4,coal,coal|ember,fossil fuel|vegetable matter|fragment
safety,safety,NOUN,4,safeti,base hit|condom|guard|prophylactic|refuge|rubber|safe|safety|safety device,condition|status|area|country|device|hit|contraceptive|preventive|preventative|contraceptive device|prophylactic device|birth control device|score
problems,problem,NOUN,4,problem,job|problem|trouble,difficulty|question|head
complex,complex,NOUN,4,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
social,social,ADJ,4,social,social|societal,
technical,technical,ADJ,4,technic,expert|mechanical|mechanically skillful|proficient|technical|technological,
system,system,NOUN,4,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
problem,problem,NOUN,4,problem,job|problem|trouble,difficulty|question|head
sun,sun,NOUN,4,sun,Dominicus|Lord's Day|sun|Sun|Sunday|sunlight|sunshine,light|visible light|visible radiation|important person|influential person|personage|star|rest day|day of rest
liu,liu,NOUN,4,liu,,NA
according,accord,VERB,5,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
accident,accident,NOUN,5,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causation,causation,NOUN,5,causat,causation|causing,act|deed|human action|human activity
theory,theory,NOUN,5,theori,hypothesis|possibility|theory,explanation|concept|conception|construct|belief
occurrence,occurrence,NOUN,5,occurr,happening|natural event|occurrence|occurrent,event|presence
accidents,accident,NOUN,5,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
result,result,NOUN,5,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
interactions,interaction,NOUN,5,interact,fundamental interaction|interaction,action|physical phenomenon
multiple,multiple,ADJ,5,multipl,multiple,
hazards,hazard,NOUN,5,hazard,chance|endangerment|fortune|hazard|jeopardy|luck|peril|risk,danger|phenomenon|obstacle
including,include,VERB,5,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
people,people,NOUN,5,peopl,citizenry|hoi polloi|mass|masses|multitude|people|the great unwashed,group|grouping|family|family line|folk|kinfolk|kinsfolk|sept|phratry
equipment,equipment,NOUN,5,equip,equipment,instrumentality|instrumentation
environment,environment,NOUN,5,environ,environment|environs|surround|surroundings,situation|state of affairs|geographical area|geographic area|geographical region|geographic region
management,management,NOUN,5,manag,direction|management,social control|administration|governance|governing body|establishment|brass|organization|organisation
liu,liu,NOUN,5,liu,,NA
d,would,PROPN,5,would,NA,NA
hidden,hidden,ADJ,6,hidden,concealed|hidden|obscure|out of sight|secret,
dangers,danger,NOUN,6,danger,danger|peril|risk,condition|status|venture|causal agent|cause|causal agency|area|country
generated,generate,VERB,6,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce
cause,cause,NOUN,6,caus,campaign|case|causa|causal agency|causal agent|cause|crusade|drive|effort|grounds|lawsuit|movement|reason|suit,origin|origination|inception|justification|venture|physical entity|proceeding|legal proceeding|proceedings
risk,risk,NOUN,6,risk,danger|endangerment|hazard|jeopardy|peril|risk|risk of exposure|risk of infection,danger|venture|probability|chance
spread,spread,NOUN,6,spread,banquet|bed cover|bed covering|bedcover|bedspread|cattle farm|cattle ranch|counterpane|facing pages|feast|gap|paste|ranch|scatter|spread|spread head|spreadhead|spreading,change of location|travel|disparity|farm|distribution|dispersion|condiment|meal|repast|page|girth|bedclothes|bed clothing|bedding|extension
system,system,NOUN,6,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
eventually,eventually,ADV,6,eventu,eventually|finally,
trigger,trigger,NOUN,6,trigger,gun trigger|induction|initiation|trigger,lever|device|causing|causation
accidents,accident,NOUN,6,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
therefore,therefore,ADV,7,therefor,consequently|hence|so|thence|therefore|thus,NA
effectively,effectively,ADV,7,effect,effectively|efficaciously|in effect,
prevent,prevent,VERB,7,prevent,forbid|foreclose|forestall|keep|preclude|prevent,
coal,coal,NOUN,7,coal,coal|ember,fossil fuel|vegetable matter|fragment
accidents,accident,NOUN,7,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
improve,improve,VERB,7,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn
risk,risk,NOUN,7,risk,danger|endangerment|hazard|jeopardy|peril|risk|risk of exposure|risk of infection,danger|venture|probability|chance
management,management,NOUN,7,manag,direction|management,social control|administration|governance|governing body|establishment|brass|organization|organisation
control,control,NOUN,7,control,ascendance|ascendancy|ascendence|ascendency|command|control|control condition|controller|dominance|mastery|restraint,power|powerfulness|relation|bodily process|body process|bodily function|activity|criterion|standard|condition|status|discipline|skillfulness|mechanism|spirit|disembodied spirit|economic policy
essential,essential,ADJ,7,essenti,all important(p)|all-important(a)|crucial|essential|indispensable|of the essence(p)|substantive,
study,study,NOUN,7,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
accident,accident,NOUN,7,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causation,causation,NOUN,7,causat,causation|causing,act|deed|human action|human activity
mechanisms,mechanism,NOUN,7,mechan,chemical mechanism|mechanics|mechanism,chemical process|chemical change|chemical action|performance|execution|carrying out|carrying into action|natural object|philosophical doctrine|philosophical theory|device
purpose,purpose,VERB,8,purpos,aim|propose|purport|purpose|resolve,intend|mean|think|decide|make up one's mind|determine
studying,study,VERB,8,studi,analyse|analyze|canvass|consider|contemplate|examine|hit the books|learn|meditate|read|study|take,chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|learn|larn|acquire|think|cogitate|cerebrate
accident,accident,NOUN,8,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causing,cause,VERB,8,caus,cause|do|get|have|induce|make|stimulate,make|create
mechanism,mechanism,NOUN,8,mechan,chemical mechanism|mechanics|mechanism,chemical process|chemical change|chemical action|performance|execution|carrying out|carrying into action|natural object|philosophical doctrine|philosophical theory|device
explain,explain,VERB,8,explain,excuse|explain|explicate,inform|state|say|tell|justify|vindicate
provide,provide,VERB,8,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set
reference,reference,NOUN,8,refer,acknowledgment|address|book of facts|character|character reference|citation|cite|computer address|consultation|credit|denotation|extension|mention|point of reference|quotation|reference|reference book|reference point|reference work|source,remark|comment|input|note|annotation|notation|indicator|book|recommendation|testimonial|good word|meaning|substance|action|publication|code|computer code
risk,risk,NOUN,8,risk,danger|endangerment|hazard|jeopardy|peril|risk|risk of exposure|risk of infection,danger|venture|probability|chance
assessment,assessment,NOUN,8,assess,appraisal|assessment|judgement|judgment,classification|categorization|categorisation|sorting|charge|monetary value|price|cost|act|deed|human action|human activity
analysis,analysis,NOUN,8,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
according,accord,VERB,9,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
development,development,NOUN,9,develop,developing|development|evolution|exploitation|growing|growth|maturation|ontogenesis|ontogeny,improvement|process|physical process|organic process|biological process|change|alteration|modification|use|usage|utilization|utilisation|employment|exercise|district|territory|territorial dominion|dominion|melioration|processing|section|subdivision
accident,accident,NOUN,9,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causation,causation,NOUN,9,causat,causation|causing,act|deed|human action|human activity
theory,theory,NOUN,9,theori,hypothesis|possibility|theory,explanation|concept|conception|construct|belief
research,research,NOUN,9,research,enquiry|inquiry|research,investigation|investigating|problem solving
cause,cause,NOUN,9,caus,campaign|case|causa|causal agency|causal agent|cause|crusade|drive|effort|grounds|lawsuit|movement|reason|suit,origin|origination|inception|justification|venture|physical entity|proceeding|legal proceeding|proceedings
mechanisms,mechanism,NOUN,9,mechan,chemical mechanism|mechanics|mechanism,chemical process|chemical change|chemical action|performance|execution|carrying out|carrying into action|natural object|philosophical doctrine|philosophical theory|device
coal,coal,NOUN,9,coal,coal|ember,fossil fuel|vegetable matter|fragment
accidents,accident,NOUN,9,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
has,have,VERB,9,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
gone,go,VERB,9,go,become|belong|blend|blend in|break|break down|buy the farm|cash in one's chips|choke|conk|conk out|croak|decease|depart|die|drop dead|endure|exit|expire|extend|fail|fit|function|get|get going|give out|give way|give-up the ghost|go|go away|go bad|hold out|hold up|kick the bucket|last|lead|live|live on|locomote|move|operate|pass|pass away|perish|plump|pop off|proceed|rifle|run|run low|run short|snuff it|sound|start|survive|travel|work,NA
main,main,ADJ,9,main,chief(a)|independent|main(a)|master(a)|primary(a)|principal(a),
stages,stage,NOUN,9,stage,degree|leg|level|microscope stage|phase|point|stage|stagecoach,time period|period of time|period|state|platform|dramaturgy|dramatic art|dramatics|theater|theatre|coach|four-in-hand|coach-and-four|travel|traveling|travelling|scene
first,first,ADV,10,first,first|first of all|first off|firstly|foremost,NA
stage,stage,NOUN,10,stage,degree|leg|level|microscope stage|phase|point|stage|stagecoach,time period|period of time|period|state|platform|dramaturgy|dramatic art|dramatics|theater|theatre|coach|four-in-hand|coach-and-four|travel|traveling|travelling|scene
chain,chain,NOUN,10,chain,chain|Chain|chain of mountains|chemical chain|concatenation|Ernst Boris Chain|mountain chain|mountain range|range|range of mountains|Sir Ernst Boris Chain|strand|string,series|unit|building block|ligament|business|concern|business concern|business organization|business organisation|restraint|constraint|linear unit|linear measure|geological formation|formation|necklace
accident,accident,NOUN,10,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causation,causation,NOUN,10,causat,causation|causing,act|deed|human action|human activity
model,model,NOUN,10,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
zhang,zhang,NOUN,11,zhang,,NA
lowndes,lownde,NOUN,11,lownd,,NA
used,use,VERB,11,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
fault,fault,NOUN,11,fault,break|defect|demerit|error|fault|faulting|flaw|fracture|geological fault|mistake|shift,nonaccomplishment|nonachievement|imperfection|imperfectness|worth|crack|cleft|crevice|fissure|scissure|breakdown|equipment failure|responsibility|responsibleness|serve|service
tree,tree,NOUN,11,tree,Sir Herbert Beerbohm Tree|tree|Tree|tree diagram,woody plant|ligneous plant|plane figure|two-dimensional figure
model,model,NOUN,11,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
study,study,NOUN,11,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
characteristics,characteristic,NOUN,11,characterist,characteristic|device characteristic|feature,property|attribute|dimension|quality|integer|whole number
eight,eight,NOUN,11,eight,8|Ashcan School|eight|Eight|eight-spot|eighter|eighter from Decatur|octad|octet|octonary|ogdoad|VIII,digit|figure|school|artistic movement|art movement|spot
typical,typical,ADJ,11,typic,distinctive|typical,
accident,accident,NOUN,11,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causes,cause,NOUN,11,caus,campaign|case|causa|causal agency|causal agent|cause|crusade|drive|effort|grounds|lawsuit|movement|reason|suit,origin|origination|inception|justification|venture|physical entity|proceeding|legal proceeding|proceedings
coal,coal,NOUN,11,coal,coal|ember,fossil fuel|vegetable matter|fragment
gas,gas,NOUN,11,ga,accelerator|accelerator pedal|flatulence|flatulency|gas|gas pedal|gaseous state|gasolene|gasoline|gun|natural gas|petrol|throttle,state of matter|state|fluid|fuel|hydrocarbon|physical condition|physiological state|physiological condition|pedal|treadle|foot pedal|foot lever|fossil fuel
outburst,outburst,ADV,11,outburst,,NA
accidents,accident,NOUN,11,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
zhang,zhang,NOUN,12,zhang,,NA
used,use,VERB,12,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
fault,fault,NOUN,12,fault,break|defect|demerit|error|fault|faulting|flaw|fracture|geological fault|mistake|shift,nonaccomplishment|nonachievement|imperfection|imperfectness|worth|crack|cleft|crevice|fissure|scissure|breakdown|equipment failure|responsibility|responsibleness|serve|service
tree,tree,NOUN,12,tree,Sir Herbert Beerbohm Tree|tree|Tree|tree diagram,woody plant|ligneous plant|plane figure|two-dimensional figure
analysis,analysis,NOUN,12,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
investigate,investigate,VERB,12,investig,enquire|inquire|investigate|look into,analyze|analyse|study|examine|canvass|probe
truck,truck,NOUN,12,truck,hand truck|motortruck|truck,motor vehicle|automotive vehicle|handcart|pushcart|cart|go-cart
related,relate,ADJ,12,relat,,NA
fatal,fatal,ADJ,12,fatal,black|calamitous|disastrous|fatal|fateful,
accidents,accident,NOUN,12,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
surface,surface,NOUN,12,surfac,aerofoil|airfoil|control surface|Earth's surface|open|surface,artifact|artefact|boundary|bound|bounds|layer|aspect|facet|public knowledge|general knowledge|device
mining,mining,NOUN,12,mine,excavation|minelaying|mining,production|defense|defence|defensive measure
suggesting,suggest,VERB,12,suggest,advise|evoke|hint|intimate|paint a picture|propose|suggest,declare|convey|imply|express|show|evince
inadequate,inadequate,ADJ,12,inadequ,inadequate|jejune|poor|short|unequal,
improper,improper,ADJ,12,improp,improper|unconventional|unlawful|wrong,
preoperational,preoperational,ADJ,12,preoper,,NA
checks,check,NOUN,12,check,arrest|assay|balk|bank check|baulk|bridle|check|check mark|check-out procedure|checkout|cheque|chip|chit|confirmation|curb|deterrent|halt|handicap|hinderance|hindrance|hitch|impediment|stay|stop|stoppage|substantiation|tab|tick|verification,draft|bill of exchange|order of payment|appraisal|assessment|bill|account|invoice|inaction|inactivity|inactiveness|proof|cogent evidence|inspection|review|mark|difficulty|blemish|defect|mar|weave|restraint|obstruction|chess move
poor,poor,ADJ,12,poor,hapless|inadequate|jejune|miserable|misfortunate|pathetic|piteous|pitiable|pitiful|poor|short|wretched,
maintenance,maintenance,NOUN,12,mainten,alimony|care|criminal maintenance|maintenance|sustainment|sustenance|sustentation|upkeep,repair|fix|fixing|fixture|mend|mending|reparation|support|keep|livelihood|living|bread and butter|sustenance|support payment|wrongdoing|wrongful conduct|misconduct|actus reus
trucks,truck,NOUN,12,truck,hand truck|motortruck|truck,motor vehicle|automotive vehicle|handcart|pushcart|cart|go-cart
most,most,ADJ,12,most,most(a),
common,common,ADJ,12,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,
root,root,NOUN,12,root,ancestor|antecedent|ascendant|ascendent|base|beginning|etymon|origin|radical|root|root word|rootage|solution|source|stem|theme,plant organ|point|form|word form|signifier|descriptor|number|set|relative|relation|structure|anatomical structure|complex body part|bodily structure|body structure
causes,cause,NOUN,12,caus,campaign|case|causa|causal agency|causal agent|cause|crusade|drive|effort|grounds|lawsuit|movement|reason|suit,origin|origination|inception|justification|venture|physical entity|proceeding|legal proceeding|proceedings
second,second,ADV,13,second,second|secondly,NA
stage,stage,NOUN,13,stage,degree|leg|level|microscope stage|phase|point|stage|stagecoach,time period|period of time|period|state|platform|dramaturgy|dramatic art|dramatics|theater|theatre|coach|four-in-hand|coach-and-four|travel|traveling|travelling|scene
epidemiological,epidemiological,ADJ,13,epidemiolog,epidemiologic|epidemiological,
accident,accident,NOUN,13,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
causation,causation,NOUN,13,causat,causation|causing,act|deed|human action|human activity
model,model,NOUN,13,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
example,example,NOUN,13,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
lenne,lenne,NOUN,13,lenn,,NA
used,use,VERB,13,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
human,human,ADJ,13,human,human,
factor,factor,NOUN,13,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
analysis,analysis,NOUN,13,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
classification,classification,NOUN,13,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement
system,system,NOUN,13,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
models,models,NOUN,13,model,,NA
find,find,VERB,13,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
organizational,organizational,ADJ,13,organiz,organisational|organizational,
culture,culture,NOUN,13,cultur,acculturation|civilisation|civilization|cultivation|culture|finish|polish|refinement,society|taste|appreciation|discernment|perceptiveness|content|cognitive content|mental object|growth|growing|maturation|development|ontogeny|ontogenesis|perfection|flawlessness|ne plus ultra|attitude|mental attitude|cultivation
inadequate,inadequate,ADJ,13,inadequ,inadequate|jejune|poor|short|unequal,
implementation,implementation,NOUN,13,implement,carrying out|effectuation|execution|implementation,enforcement|act|deed|human action|human activity
safety,safety,NOUN,13,safeti,base hit|condom|guard|prophylactic|refuge|rubber|safe|safety|safety device,condition|status|area|country|device|hit|contraceptive|preventive|preventative|contraceptive device|prophylactic device|birth control device|score
supervision,supervision,NOUN,13,supervis,oversight|superintendence|supervising|supervision,management|direction
main,main,ADJ,13,main,chief(a)|independent|main(a)|master(a)|primary(a)|principal(a),
factors,factor,NOUN,13,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
address,address,NOUN,13,address,address|computer address|destination|name and address|reference|savoir-faire|speech,code|computer code|geographic point|geographical point|speech act|manner of speaking|speech|delivery|street sign|direction|instruction|stance|tact|tactfulness
prevent,prevent,VERB,13,prevent,forbid|foreclose|forestall|keep|preclude|prevent,
coal,coal,NOUN,13,coal,coal|ember,fossil fuel|vegetable matter|fragment
accidents,accident,NOUN,13,accid,accident|chance event|fortuity|stroke,mishap|misadventure|mischance|happening|occurrence|occurrent|natural event
liu,liu,NOUN,14,liu,,NA
e,e,NOUN,14,e,atomic number 99|due east|e|E|east|eastward|einsteinium|Es|tocopherol|vitamin E,fat-soluble vitamin|antioxidant|metallic element|metal|cardinal compass point|transcendental number|letter|letter of the alphabet|alphabetic character
used,use,VERB,14,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
hfacs,hfac,NOUN,14,hfac,,NA
method,method,NOUN,14,method,method|method acting,know-how|acting|playing|playacting|performing
combined,combine,VERB,14,combin,aggregate|blend|coalesce|combine|commingle|compound|conflate|flux|fuse|immix|meld|merge|mix|unite,have|feature|add|mix|mingle|commix|unify|amalgamate|contribute|give|chip in|kick in|interact|change integrity
structural,structural,ADJ,14,structur,geomorphologic|geomorphological|morphologic|morphological|structural,
equation,equation,NOUN,14,equat,equality|equating|equation|equivalence|par,mathematical statement|status|position|equalization|equalisation|leveling
model,model,NOUN,14,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
find,find,VERB,14,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow
external,external,ADJ,14,extern,external|extraneous|international|outside|outside(a),
environment,environment,NOUN,14,environ,environment|environs|surround|surroundings,situation|state of affairs|geographical area|geographic area|geographical region|geographic region
has,have,VERB,14,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
most,most,ADJ,14,most,most(a),
significant,significant,ADJ,14,signific,important|meaning(a)|pregnant|significant|substantial,
direct,direct,ADJ,14,direct,direct|lineal|unmediated|verbatim,
indirect,indirect,ADJ,14,indirect,collateral|indirect,
