token,lemma,upos,clique,stem,synonyms,hypernyms
natural,natural,ADJ,8,natur,biological|born(p)|innate(p)|instinctive|lifelike|natural|raw(a)|rude(a),
language,language,NOUN,8,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
processing,processe,NOUN,8,process,,NA
nlp,nlp,NOUN,8,nlp,human language technology|natural language processing|NLP,information science|informatics|information processing|IP
howard,howard,ADV,8,howard,,NA
ruder,ruder,NOUN,8,ruder,,NA
sun,sun,NOUN,8,sun,Dominicus|Lord's Day|sun|Sun|Sunday|sunlight|sunshine,light|visible light|visible radiation|important person|influential person|personage|star|rest day|day of rest
excellent,excellent,ADJ,9,excel,excellent|fantabulous|first-class|ripping|splendid,
performance,performance,NOUN,9,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
most,most,ADJ,9,most,most(a),
methods,method,NOUN,9,method,method|method acting,know-how|acting|playing|playacting|performing
based,base,VERB,9,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
considerately,considerately,ADV,9,consider,considerately,
selected,select,VERB,9,select,choose|pick out|select|take,decide|make up one's mind|determine
balanced,balanc,VERB,9,balanc,,NA
data,data,NOUN,9,data,data|information,collection|aggregation|accumulation|assemblage
however,however,ADV,10,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
practical,practical,ADJ,10,practic,hard-nosed|hardheaded|practical|practical(a)|pragmatic|virtual(a),
scenarios,scenario,NOUN,10,scenario,scenario,script|book|playscript|setting|scene|premise|premiss|assumption
text,text,NOUN,10,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
data,data,NOUN,10,data,data|information,collection|aggregation|accumulation|assemblage
analysis,analysis,NOUN,10,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
always,always,ADV,10,alwai,always|constantly|e'er|ever|forever|incessantly|invariably|perpetually,NA
come,come,VERB,10,come,add up|amount|arrive|come|come in|come up|derive|descend|do|fall|fare|follow|get|get along|hail|issue forth|make out|number|occur|total,NA
imbalanced,imbalance,VERB,10,imbal,,NA
distribution,distribution,NOUN,10,distribut,dispersion|distribution|statistical distribution,arrangement|organization|organisation|system|spacing|spatial arrangement|act|deed|human action|human activity|commerce|commercialism|mercantilism
different,different,ADJ,10,differ,different,
labels,label,NOUN,10,label,label|recording label,description|trade name|brand name|brand|marque|radioisotope|marker|marking|mark
example,example,NOUN,11,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
comments,comment,NOUN,11,comment,comment|commentary|gossip|input|remark|scuttlebutt,statement|report|account
specific,specific,ADJ,11,specif,specific,
affairs,affair,NOUN,11,affair,affair|affaire|amour|function|intimacy|involvement|liaison|matter|occasion|social function|social occasion|thing,concern|sexual relationship|social event
contain,contain,NOUN,11,contain,,NA
majority,majority,NOUN,11,major,absolute majority|bulk|legal age|majority,number|figure|relative quantity|age|eld
positive,positive,ADJ,11,posit,cocksure|confident(p)|confirming|convinced(p)|electropositive|incontrovertible|irrefutable|overconfident|plus|positive|positive(p)|positively charged|positivist|positivistic|prescribed,
opinions,opinion,NOUN,11,opinion,belief|feeling|impression|judgement|judgment|legal opinion|notion|opinion|persuasion|popular opinion|public opinion|ruling|sentiment|thought|view|vox populi,belief|message|content|subject matter|substance|legal document|legal instrument|official document|instrument|judgment|judgement|judicial decision|idea|thought
minority,minority,NOUN,11,minor,minority|nonage,social group|number|figure|age|eld|legal status
negative,negative,ADJ,11,neg,damaging|disconfirming|electronegative|minus|negative|negatively charged,
ones,one,NOUN,11,on,1|ace|I|one|single|unity,digit|figure|unit
small,small,ADJ,12,small,belittled|diminished|humble|little|low|lowly|minor|minuscule|modest|pocket-size|pocket-sized|small|small-scale|small(a),
number,number,NOUN,12,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
negative,negative,ADJ,12,neg,damaging|disconfirming|electronegative|minus|negative|negatively charged,
comments,comment,NOUN,12,comment,comment|commentary|gossip|input|remark|scuttlebutt,statement|report|account
great,great,ADJ,12,great,bang-up|big(p)|bully|capital|corking|cracking|dandy|enceinte|expectant|gravid|great|great(p)|groovy|heavy(p)|keen|large(p)|majuscule|neat|nifty|not bad(p)|old(a)|outstanding|peachy|slap-up|smashing|swell|with child(p),
value,value,NOUN,12,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
helping,help,VERB,12,help,aid|assist|avail|facilitate|help|help oneself|serve,support|back up|better|improve|amend|ameliorate|meliorate|serve|refrain|forbear|provide|supply|ply|cater|promote|advance|boost|further|encourage|exploit|work
decision,decision,NOUN,12,decis,conclusion|decision|decisiveness|determination,choice|selection|option|pick|judgment|judgement|mind|result|resultant|final result|outcome|termination|resoluteness|firmness|firmness of purpose|resolve|resolution
makers,maker,NOUN,12,maker,Almighty|Creator|Divine|God Almighty|Godhead|Jehovah|Lord|maker|Maker|manufacturer|manufacturing business|shaper,creator|business|concern|business concern|business organization|business organisation
make,make,VERB,12,make,arrive at|attain|bring in|build|ca-ca|cause|clear|constitute|construct|cook|crap|create|defecate|do|draw|earn|establish|fix|form|gain|get|get to|give|have|hit|hold|induce|lay down|make|make believe|make up|make water|micturate|name|nominate|pass water|pee|pee-pee|piddle|piss|prepare|pretend|produce|progress to|puddle|pull in|reach|ready|realise|realize|relieve oneself|score|seduce|shit|spend a penny|stimulate|stool|take|take a crap|take a leak|take a shit|take in|throw|urinate|wee|wee-wee|work,change|alter|modify|make|create|create by mental act|create mentally|cause|do|get|acquire|constitute|represent|make up|comprise|be|achieve|accomplish|attain|reach|become|create from raw material|create from raw stuff|perform|execute|act|behave|appoint|charge|score|hit|tally|rack up|perpetrate|commit|pull|assemble|gather|get together|direct|tidy|tidy up|clean up|neaten|straighten|straighten out|square away|head|excrete|egest|eliminate|pass|total|number|add up|come|amount|look|appear|seem|arrive at|gain|persuade|guarantee|ensure|insure|assure|secure|play|see|consider|reckon|view|regard|estimate|gauge|approximate|guess|judge|develop|grow
decisions,decision,NOUN,12,decis,conclusion|decision|decisiveness|determination,choice|selection|option|pick|judgment|judgement|mind|result|resultant|final result|outcome|termination|resoluteness|firmness|firmness of purpose|resolve|resolution
moreover,moreover,ADV,13,moreov,furthermore|moreover|what is more,NA
wrong,wrong,ADJ,13,wrong,amiss(p)|awry(p)|faulty|haywire|ill-timed|improper|incorrect|unseasonable|untimely|wrong|wrong(p),
decision,decision,NOUN,13,decis,conclusion|decision|decisiveness|determination,choice|selection|option|pick|judgment|judgement|mind|result|resultant|final result|outcome|termination|resoluteness|firmness|firmness of purpose|resolve|resolution
making,make,NOUN,13,make,brand|make|shuffle|shuffling,kind|sort|form|variety|reordering
lead,lead,VERB,13,lead,chair|conduce|conduct|contribute|direct|extend|go|guide|head|lead|leave|moderate|pass|precede|result|run|take|top,produce|bring about|give rise|leave|result|lead|precede|induce|stimulate|cause|have|get|make|be|direct|promote|advance|boost|further|encourage|perform|execute|do|travel|go|move|locomote|pass|make pass|hash out|discuss|talk over
overwhelmingly,overwhelmingly,ADV,13,overwhelmingli,irresistibly|overpoweringly|overwhelmingly,
serious,serious,ADJ,13,seriou,dangerous|good|grave|grievous|life-threatening|serious|severe|sober|unplayful,
consequences,consequence,NOUN,13,consequ,aftermath|consequence|effect|event|import|issue|moment|outcome|result|upshot,phenomenon|result|resultant|final result|outcome|termination|significance
imbalanced,imbalance,VERB,13,imbal,,NA
text,text,NOUN,13,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
data,data,NOUN,13,data,data|information,collection|aggregation|accumulation|assemblage
analysis,analysis,NOUN,13,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
cancer,cancer,NOUN,14,cancer,cancer|Cancer|Cancer the Crab|Crab|genus Cancer|malignant neoplastic disease,malignant tumor|malignant neoplasm|metastatic tumor|person|individual|someone|somebody|mortal|soul|arthropod genus
patient,patient,NOUN,14,patient,affected role|patient|patient role,case|sick person|diseased person|sufferer|semantic role|participant role
misdiagnosed,misdiagnose,VERB,14,misdiagnos,,NA
as,as,ADV,14,a,as|equally|every bit,
healthy,healthy,ADJ,14,healthi,good for you(p)|goodish|goodly|healthy|hefty|intelligent|level-headed|levelheaded|respectable|salubrious|sizable|sizeable|sound|tidy,
far,far,ADV,14,far,far,NA
worse,worse,ADJ,14,wors,worse|worsened,
consequences,consequence,NOUN,14,consequ,aftermath|consequence|effect|event|import|issue|moment|outcome|result|upshot,phenomenon|result|resultant|final result|outcome|termination|significance
person,person,NOUN,14,person,individual|mortal|person|somebody|someone|soul,organism|being|causal agent|cause|causal agency|human body|physical body|material body|soma|build|figure|physique|anatomy|shape|bod|chassis|frame|form|flesh|grammatical category|syntactic category
diagnosed,diagnose,VERB,14,diagnos,diagnose|name,analyze|analyse|study|examine|canvass|analyze|analyse|study|examine|canvass
medical,medical,ADJ,14,medic,aesculapian|medical,
field,field,NOUN,14,field,airfield|area|arena|athletic field|bailiwick|battlefield|battleground|champaign|discipline|domain|field|field of battle|field of force|field of honor|field of operation|field of operations|field of study|field of view|flying field|force field|landing field|line of business|orbit|plain|playing area|playing field|sphere|study|subject|subject area|subject field|theater|theater of operations|theatre|theatre of operations,tract|piece of land|piece of ground|parcel of land|parcel|region|knowledge domain|knowledge base|domain|physical phenomenon|commercial enterprise|business enterprise|business|environment|land|dry land|earth|ground|solid ground|terra firma|set|geographical area|geographic area|geographical region|geographic region|visual percept|visual image|facility|installation
imbalanced,imbalance,VERB,15,imbal,,NA
data,data,NOUN,15,data,data|information,collection|aggregation|accumulation|assemblage
always,always,ADV,15,alwai,always|constantly|e'er|ever|forever|incessantly|invariably|perpetually,NA
contain,contain,NOUN,15,contain,,NA
part,part,NOUN,15,part,character|component|component part|constituent|contribution|division|function|office|part|parting|percentage|persona|piece|portion|region|role|section|share|theatrical role|voice,relation|object|physical object|thing|concern|location|duty|portrayal|characterization|enactment|personation|assets|concept|conception|construct|line|tune|melody|air|strain|melodic line|melodic phrase|attempt|effort|endeavor|endeavour|try|item
majority,majority,NOUN,15,major,absolute majority|bulk|legal age|majority,number|figure|relative quantity|age|eld
classes,class,NOUN,15,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance
have,have,VERB,15,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
many,many,ADJ,15,mani,many,
samples,sample,NOUN,15,sampl,sample|sample distribution|sampling,example|illustration|instance|representative|distribution|statistical distribution|natural object
minority,minority,NOUN,15,minor,minority|nonage,social group|number|figure|age|eld|legal status
represented,represent,VERB,15,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
much,much,ADV,15,much,a good deal|a great deal|a lot|lots|much|often|practically|very much,NA
smaller,smaller,ADJ,15,smaller,littler|smaller,
number,number,NOUN,15,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
most,most,ADJ,16,most,most(a),
models,models,NOUN,16,model,,NA
constructed,construct,VERB,16,construct,build|construct|fabricate|make|manufacture|reconstruct|retrace,make|create|trace|draw|line|describe|delineate|create by mental act|create mentally|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose
assuming,assume,VERB,16,assum,accept|acquire|adopt|arrogate|assume|bear|don|feign|get into|presume|put on|seize|sham|simulate|strike|take|take for granted|take on|take over|take up|usurp|wear,expect|anticipate|take office|change|take|move|dissemble|pretend|act|receive|take in|invite|dress|get dressed
training,training,NOUN,16,train,breeding|education|grooming|preparation|training,activity|upbringing
