token,lemma,upos,clique,stem,synonyms,hypernyms
obstacle,obstacle,NOUN,4,obstacl,obstacle|obstruction,hindrance|hinderance|deterrent|impediment|balk|baulk|check|handicap|obstruction|obstructor|obstructer|impedimenta
lack,lack,NOUN,4,lack,deficiency|lack|want,need|demand
effective,effective,ADJ,4,effect,effective|effectual|efficacious|efficient|good|in effect(p)|in force(p),
quantitative,quantitative,ADJ,4,quantit,quantitative,
evaluation,evaluation,NOUN,4,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal
method,method,NOUN,4,method,method|method acting,know-how|acting|playing|playacting|performing
developed,develop,VERB,4,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
so,so,ADV,5,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
many,many,ADJ,5,mani,many,
corporations,corporations,NOUN,5,corpor,,NA
invested,invest,VERB,5,invest,adorn|clothe|commit|empower|endow|endue|enthrone|gift|induct|indue|invest|place|put|seat|vest,spend|expend|drop|enable|equip|fit|fit out|outfit|install|instal
large,large,ADJ,5,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),
amount,amount,NOUN,5,amount,amount|amount of money|measure|quantity|sum|sum of money|total,assets|magnitude|abstraction|abstract entity|quantity
capital,capital,NOUN,5,capit,cap|capital|Capital|capital letter|chapiter|Das Kapital|majuscule|upper-case letter|uppercase|Washington|working capital,assets|seat|character|graph|grapheme|graphic symbol|center|centre|top
systems,systems,NOUN,5,system,,NA
have,have,VERB,5,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
easy,easy,ADJ,5,easi,comfortable|easy|easygoing|gentle|leisurely|light|loose|promiscuous|prosperous|sluttish|soft|wanton|well-fixed|well-heeled|well-off|well-situated|well-to-do,
way,way,NOUN,5,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
evaluate,evaluate,NOUN,5,evalu,,NA
performance,performance,NOUN,5,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
even,even,ADV,6,even,even|still|yet,NA
though,though,ADV,6,though,though,NA
many,many,ADJ,6,mani,many,
researchers,researcher,NOUN,6,research,investigator|research worker|researcher,scientist
have,have,VERB,6,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
contributed,contribute,VERB,6,contribut,add|bestow|bring|chip in|conduce|contribute|give|impart|kick in|lead|lend|put up,change|alter|modify|give|promote|advance|boost|further|encourage|pay
qualitative,qualitative,ADJ,6,qualit,qualitative,
methods,method,NOUN,6,method,method|method acting,know-how|acting|playing|playacting|performing
evaluate,evaluate,NOUN,6,evalu,,NA
performance,performance,NOUN,6,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
systems,systems,NOUN,6,system,,NA
researches,researches,NOUN,7,research,,NA
classified,classify,VERB,7,classifi,assort|class|classify|relegate|separate|sort|sort out,categorize|categorise|restrict|control|assign|attribute
general,general,ADJ,7,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,
parts,part,NOUN,7,part,character|component|component part|constituent|contribution|division|function|office|part|parting|percentage|persona|piece|portion|region|role|section|share|theatrical role|voice,relation|object|physical object|thing|concern|location|duty|portrayal|characterization|enactment|personation|assets|concept|conception|construct|line|tune|melody|air|strain|melodic line|melodic phrase|attempt|effort|endeavor|endeavour|try|item
part,part,NOUN,8,part,character|component|component part|constituent|contribution|division|function|office|part|parting|percentage|persona|piece|portion|region|role|section|share|theatrical role|voice,relation|object|physical object|thing|concern|location|duty|portrayal|characterization|enactment|personation|assets|concept|conception|construct|line|tune|melody|air|strain|melodic line|melodic phrase|attempt|effort|endeavor|endeavour|try|item
investigate,investigate,VERB,8,investig,enquire|inquire|investigate|look into,analyze|analyse|study|examine|canvass|probe
financial,financial,ADJ,8,financi,financial|fiscal,
performance,performance,NOUN,8,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
when,when,ADV,8,when,,NA
corporation,corporation,NOUN,8,corpor,bay window|corp|corporation|pot|potbelly|tummy,firm|house|business firm|belly|paunch
invested,invest,VERB,8,invest,adorn|clothe|commit|empower|endow|endue|enthrone|gift|induct|indue|invest|place|put|seat|vest,spend|expend|drop|enable|equip|fit|fit out|outfit|install|instal
system,system,NOUN,8,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
example,example,NOUN,9,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
proposed,propose,VERB,9,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
method,method,NOUN,9,method,method|method acting,know-how|acting|playing|playacting|performing
tangible,tangible,ADJ,9,tangibl,palpable|real|tangible|touchable,
intangible,intangible,ADJ,9,intang,impalpable|intangible|nonphysical,
performance,performance,NOUN,9,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
system,system,NOUN,9,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
tangible,tangible,ADJ,10,tangibl,palpable|real|tangible|touchable,
aspect,aspect,NOUN,10,aspect,aspect|expression|face|facet|facial expression|look|panorama|prospect|scene|view|vista,feature|characteristic|visual percept|visual image|grammatical relation|countenance|visage
analyzed,analyze,VERB,10,analyz,analyse|analyze|break down|canvass|dissect|examine|psychoanalyse|psychoanalyze|study|take apart,treat|care for
hochstrasser,hochstrasser,NOUN,10,hochstrass,,NA
model,model,NOUN,10,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
intangible,intangible,ADJ,10,intang,impalpable|intangible|nonphysical,
engaged,engage,VERB,10,engag,absorb|affiance|betroth|charter|employ|engage|engross|enlist|hire|lease|lock|mesh|occupy|operate|plight|prosecute|pursue|rent|take|wage,act|move|interest|hire|engage|employ|vow|touch|contend|fight|struggle|procure|secure|get|acquire|displace
evaluation,evaluation,NOUN,10,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal
approach,approach,NOUN,10,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing
combined,combine,VERB,10,combin,aggregate|blend|coalesce|combine|commingle|compound|conflate|flux|fuse|immix|meld|merge|mix|unite,have|feature|add|mix|mingle|commix|unify|amalgamate|contribute|give|chip in|kick in|interact|change integrity
value,value,NOUN,10,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal
drives,drive,NOUN,10,drive,campaign|cause|crusade|drive|driveway|driving|driving force|effort|movement|parkway|private road|ride|thrust,propulsion|actuation|mechanism|venture|road|route|trait|golf stroke|golf shot|swing|transportation|transport|transfer|transferral|conveyance|journey|journeying|physical condition|physiological state|physiological condition|device|return
corporation,corporation,NOUN,10,corpor,bay window|corp|corporation|pot|potbelly|tummy,firm|house|business firm|belly|paunch
creation,creation,NOUN,10,creation,conception|cosmos|creation|Creation|creative activity|existence|foundation|founding|initiation|innovation|instauration|institution|introduction|macrocosm|origination|universe|world,activity|artifact|artefact|beginning|start|commencement|natural object
processes,processis,NOUN,10,processi,,NA
other,other,ADJ,11,other,early(a)|former(a)|other|other(a),
part,part,NOUN,11,part,character|component|component part|constituent|contribution|division|function|office|part|parting|percentage|persona|piece|portion|region|role|section|share|theatrical role|voice,relation|object|physical object|thing|concern|location|duty|portrayal|characterization|enactment|personation|assets|concept|conception|construct|line|tune|melody|air|strain|melodic line|melodic phrase|attempt|effort|endeavor|endeavour|try|item
puts,put,VERB,11,put,arrange|assign|cast|commit|couch|frame|invest|lay|order|place|pose|position|put|redact|set|set up,move|displace|change|alter|modify|give voice|formulate|word|phrase|articulate|use|utilize|utilise|apply|employ|spend|expend|drop|estimate|gauge|approximate|guess|judge|subject|arrange|set|organize|organise
emphasis,emphasis,NOUN,11,emphasi,accent|emphasis|stress|vehemence,importance|grandness|intensity|intensiveness|rhetorical device|prosody|inflection
manipulation,manipulation,NOUN,11,manipul,handling|manipulation|use,influence|touch|touching
critical,critical,ADJ,11,critic,critical|decisive|vital,
factors,factor,NOUN,11,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
items,item,NOUN,11,item,detail|item|particular|point|token,part|portion|component part|component|constituent|whole|unit|fact|symbol
obtained,obtain,VERB,11,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be
various,various,ADJ,11,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
ways,way,NOUN,11,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
first,first,ADV,12,first,first|first of all|first off|firstly|foremost,NA
way,way,NOUN,12,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
literature,literature,NOUN,12,literatur,lit|literature,writing|written material|piece of writing|literary study|profession
review,review,NOUN,12,review,brushup|critical review|critique|follow-up|followup|inspection|limited review|reappraisal|reassessment|recap|recapitulation|reexamination|revaluation|review|review article|revue,appraisal|assessment|criticism|literary criticism|examination|scrutiny|accounting|accounting system|method of accounting|variety show|variety|periodical|capitulation|proceeding|legal proceeding|proceedings|exercise|practice|drill|practice session|recitation
such,such,ADJ,12,such,such(a),
as,as,ADV,12,a,as|equally|every bit,
work,work,NOUN,12,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
surveyed,survey,VERB,12,survei,appraise|follow|go over|review|surveil|survey,analyze|analyse|study|examine|canvass|see|inspect|calculate|cipher|cypher|compute|work out|reckon|figure
current,current,ADJ,12,current,current,
literatures,literature,NOUN,12,literatur,lit|literature,writing|written material|piece of writing|literary study|profession
identified,identify,VERB,12,identifi,describe|discover|distinguish|identify|key|key out|name|place,determine|set|denote|refer|see|consider|reckon|view|regard|associate|tie in|relate|link|colligate|link up|connect|recognize|recognise
strategic,strategic,ADJ,12,strateg,strategic|strategical,
factors,factor,NOUN,12,factor,agent|broker|cistron|component|constituent|divisor|element|factor|gene|ingredient,cause|part|section|division|integer|whole number|businessperson|bourgeois|number|independent variable|experimental variable|sequence
cost,cost,NOUN,12,cost,cost|monetary value|price|toll,outgo|spending|expenditure|outlay|value
implementation,implementation,NOUN,12,implement,carrying out|effectuation|execution|implementation,enforcement|act|deed|human action|human activity
time,time,NOUN,12,time,clip|clock time|fourth dimension|meter|metre|prison term|sentence|time,case|instance|example|time period|period of time|period|moment|minute|second|instant|attribute|experience|reading|meter reading|indication|dimension|rhythmicity|term
return,return,NOUN,12,return,comeback|coming back|counter|getting even|homecoming|income tax return|issue|paying back|payoff|proceeds|reappearance|recurrence|regaining|rejoinder|replication|restitution|restoration|retort|return|return key|riposte|take|takings|tax return|yield,legal document|legal instrument|official document|instrument|arrival|turning|turn|acquisition|motion|movement|move|income|repeat|repetition|reply|response|key|group action|tennis stroke|tennis shot|run|running|running play|running game|appearance
investment,investment,NOUN,12,invest,investing|investiture|investment|investment funds,finance|assets|committedness|commitment|skin|tegument|cutis|dressing|grooming|promotion
issues,issue,NOUN,12,issu,consequence|effect|egress|emergence|event|exit|government issue|issuance|issue|issuing|matter|military issue|number|offspring|outcome|outlet|payoff|proceeds|progeny|publication|result|return|subject|take|takings|topic|upshot|way out|yield,content|cognitive content|mental object|periodical|provision|supply|supplying|store|stock|fund|income|phenomenon|relative|relation|beginning|opening|printing
employee,employee,NOUN,12,employe,employee,worker
training,training,NOUN,12,train,breeding|education|grooming|preparation|training,activity|upbringing
effective,effective,ADJ,12,effect,effective|effectual|efficacious|efficient|good|in effect(p)|in force(p),
use,use,VERB,12,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
features,feature,NOUN,12,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
applications,application,NOUN,12,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
concluded,conclude,VERB,12,conclud,close|conclude|reason|reason out|resolve,think|cogitate|cerebrate|end|terminate|agree|hold|concur|concord|stop|finish|cease
taxonomy,taxonomy,NOUN,12,taxonomi,taxonomy,hierarchy|systematics|categorization|categorisation|classification|compartmentalization|compartmentalisation|assortment
critical,critical,ADJ,12,critic,critical|decisive|vital,
success,success,NOUN,12,success,achiever|succeeder|success|winner,happening|occurrence|occurrent|natural event|attainment|prosperity|successfulness|person|individual|someone|somebody|mortal|soul
key,key,ADJ,12,kei,cardinal|central|fundamental|key|primal,
skf,skf,NOUN,12,skf,,NA
involving,involve,VERB,12,involv,affect|ask|call for|demand|imply|involve|necessitate|need|postulate|regard|require|take,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|admit|let in|include|have|feature|absorb|engross|engage|occupy|complicate|refine|rarify|elaborate
technical,technical,ADJ,12,technic,expert|mechanical|mechanically skillful|proficient|technical|technological,
organizational,organizational,ADJ,12,organiz,organisational|organizational,
imperatives,imperative,NOUN,12,imper,imperative|imperative form|imperative mood|jussive mood,mood|mode|modality|duty|responsibility|obligation
second,second,ADV,13,second,second|secondly,NA
way,way,NOUN,13,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
questionnaire,questionnaire,VERB,13,questionnair,,NA
such,such,ADJ,13,such,such(a),
as,as,ADV,13,a,as|equally|every bit,
done,done,VERB,13,done,,NA
lin,lin,NOUN,13,lin,Lin|Maya Lin,
used,use,VERB,13,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
data,data,NOUN,13,data,data|information,collection|aggregation|accumulation|assemblage
envelopment,envelopment,NOUN,13,envelop,enclosing|enclosure|envelopment|inclosure,insertion|introduction|intromission
analysis,analysis,NOUN,13,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
approach,approach,NOUN,13,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing
evaluate,evaluate,NOUN,13,evalu,,NA
relationship,relationship,NOUN,13,relationship,family relationship|human relationship|kinship|relationship,relation|state
continuous,continuous,ADJ,13,continu,continuous|uninterrupted,
investment,investment,NOUN,13,invest,investing|investiture|investment|investment funds,finance|assets|committedness|commitment|skin|tegument|cutis|dressing|grooming|promotion
technical,technical,ADJ,13,technic,expert|mechanical|mechanically skillful|proficient|technical|technological,
efficiency,efficiency,NOUN,13,effici,efficiency,ratio|skillfulness
also,also,ADV,14,also,also|as well|besides|likewise|too,NA
utilized,utilize,ADJ,14,util,,NA
tobit,tobit,NOUN,14,tobit,Book of Tobit|Tobit,
regression,regression,NOUN,14,regress,arrested development|fixation|infantile fixation|regress|regression|regression toward the mean|retrogression|retroversion|reversion|simple regression|statistical regression,abnormality|abnormalcy|defense mechanism|defense reaction|defence mechanism|defence reaction|defense|defence|statistical method|statistical procedure|reversal
investigate,investigate,VERB,14,investig,enquire|inquire|investigate|look into,analyze|analyse|study|examine|canvass|probe
relationship,relationship,NOUN,14,relationship,family relationship|human relationship|kinship|relationship,relation|state
efficiency,efficiency,NOUN,14,effici,efficiency,ratio|skillfulness
scores,score,NOUN,14,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest
continuous,continuous,ADJ,14,continu,continuous|uninterrupted,
investment,investment,NOUN,14,invest,investing|investiture|investment|investment funds,finance|assets|committedness|commitment|skin|tegument|cutis|dressing|grooming|promotion
based,base,VERB,14,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
concept,concept,NOUN,14,concept,concept|conception|construct,idea|thought
total,total,ADJ,14,total,entire|full|total,
cost,cost,NOUN,14,cost,cost|monetary value|price|toll,outgo|spending|expenditure|outlay|value
ownership,ownership,NOUN,14,ownership,ownership|possession,relation|control|state
third,third,ADJ,15,third,3rd|tertiary|third,
way,way,NOUN,15,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
heuristics,heuristic,NOUN,15,heurist,heuristic|heuristic program|heuristic rule,rule|formula
such,such,ADJ,15,such,such(a),
as,as,ADV,15,a,as|equally|every bit,
work,work,NOUN,15,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
chand,chand,NOUN,15,chand,,NA
provided,provide,VERB,15,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set
balanced,balanc,VERB,15,balanc,,NA
scorecard,scorecard,NOUN,15,scorecard,card|scorecard,record|record book|book
based,base,VERB,15,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
framework,framework,NOUN,15,framework,fabric|frame|framework|model|theoretical account,hypothesis|possibility|theory|structure|supporting structure
valuing,value,VERB,15,valu,appraise|appreciate|assess|esteem|evaluate|measure|prise|prize|rate|respect|treasure|valuate|value,determine|set|see|consider|reckon|view|regard|evaluate|pass judgment|judge|measure|valuate|assess|appraise|value
strategic,strategic,ADJ,15,strateg,strategic|strategical,
performance,performance,NOUN,15,perform,carrying into action|carrying out|execution|functioning|operation|performance|public presentation,show|presentation|presentment|demonstration|action|accomplishment|achievement|process|physical process
system,system,NOUN,15,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
yang,yang,NOUN,15,yang,yang,principle|rule
presented,present,VERB,15,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise
evaluation,evaluation,NOUN,15,evalu,evaluation|rating|valuation,judgment|judgement|assessment|appraisal
model,model,NOUN,15,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
implementation,implementation,NOUN,15,implement,carrying out|effectuation|execution|implementation,enforcement|act|deed|human action|human activity
utilizing,utilize,VERB,15,util,apply|employ|use|utilise|utilize,change|exchange|commute|convert
measures,measure,NOUN,15,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container
chang,ching,VERB,15,ching,,NA
constructed,construct,VERB,15,construct,build|construct|fabricate|make|manufacture|reconstruct|retrace,make|create|trace|draw|line|describe|delineate|create by mental act|create mentally|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose
conceptual,conceptual,ADJ,15,conceptu,conceptual,
evaluate,evaluate,NOUN,15,evalu,,NA
competitive,competitive,ADJ,15,competit,competitive|competitory|free-enterprise(a)|militant|private-enterprise(a),
advantages,advantages,NOUN,15,advantag,,NA
associated,associate,VERB,15,associ,affiliate|associate|assort|colligate|connect|consociate|consort|link|link up|relate|tie in,think|cogitate|cerebrate|interact|unite|unify
supply,supply,NOUN,15,suppli,provision|supply|supplying,indefinite quantity|economic process|activity
chain,chain,NOUN,15,chain,chain|Chain|chain of mountains|chemical chain|concatenation|Ernst Boris Chain|mountain chain|mountain range|range|range of mountains|Sir Ernst Boris Chain|strand|string,series|unit|building block|ligament|business|concern|business concern|business organization|business organisation|restraint|constraint|linear unit|linear measure|geological formation|formation|necklace
management,management,NOUN,15,manag,direction|management,social control|administration|governance|governing body|establishment|brass|organization|organisation
perspective,perspective,NOUN,15,perspect,linear perspective|perspective|position|view,orientation|appearance|visual aspect
lin,lin,NOUN,15,lin,Lin|Maya Lin,
proposed,propose,VERB,15,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
statistical,statistical,ADJ,15,statist,statistical,
method,method,NOUN,15,method,method|method acting,know-how|acting|playing|playacting|performing
parasuraman,parasuraman,NOUN,15,parasuraman,,NA
revised,revise,VERB,15,revis,retool|revise,rewrite|reorganize|reorganise|shake up
matrix,matrix,NOUN,15,matrix,ground substance|intercellular substance|matrix,array|rock|stone|enclosure|natural enclosure|body substance|animal tissue|mold|mould|cast
