token,lemma,upos,clique,stem,synonyms,hypernyms
language,language,NOUN,6,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
generators,generator,NOUN,6,gener,author|generator|source,apparatus|setup|engine|maker|shaper|electronic device
compose,compose,VERB,6,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan
summary,summary,NOUN,6,summari,sum-up|summary,statement
extractive,extractive,ADJ,7,extract,,NA
summarizers,summarizer,NOUN,7,summar,,NA
other,other,ADJ,7,other,early(a)|former(a)|other|other(a),
hand,hand,NOUN,7,hand,bridge player|deal|hand|handwriting|helping hand|hired hand|hired man|manus|mitt|paw|script,extremity|laborer|manual laborer|labourer|jack|writing|ability|power|side|collection|aggregation|accumulation|assemblage|pointer|handbreadth|handsbreadth|sailor|crewman|card player|applause|hand clapping|clapping|forepaw|aid|assist|assistance|help
do,do,VERB,7,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA
require,require,VERB,7,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
linguistic,linguistic,ADJ,7,linguist,lingual|linguistic,
knowledge,knowledge,NOUN,7,knowledg,cognition|knowledge|noesis,psychological feature
select,select,VERB,7,select,choose|pick out|select|take,decide|make up one's mind|determine
most,most,ADJ,7,most,most(a),
relevant,relevant,ADJ,7,relev,relevant,
pieces,piece,NOUN,7,piec,art object|bit|composition|firearm|man|musical composition|objet d'art|opus|part|patch|piece|piece of music|slice|small-arm|spell|while,part|portion|item|thing|music|case|instance|example|creation|gun|helping|serving|distance|work of art|time|share|percentage|game equipment
source,source,NOUN,7,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication
text,text,NOUN,7,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
extract,extract,NOUN,7,extract,excerpt|excerption|extract|infusion|selection,solution|passage
various,various,ADJ,8,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
approaches,approach,VERB,8,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
exist,exist,VERB,8,exist,be|exist|live|subsist|survive,
extractive,extractive,ADJ,8,extract,,NA
summarization,summarization,NOUN,8,summar,summarisation|summarization,report|account
including,include,VERB,8,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
use,use,VERB,8,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
word,word,NOUN,8,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
frequency,frequency,NOUN,8,frequenc,absolute frequency|frequence|frequency|oftenness|relative frequency,rate|ratio|cardinal number|cardinal
cue,cue,NOUN,8,cue,clew|clue|cue|cue stick|discriminative stimulus|pool cue|pool stick,actor's line|speech|words|evidence|stimulation|stimulus|stimulant|input|sports implement
words,word,NOUN,8,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
phrases,phrase,NOUN,8,phrase,idiom|idiomatic expression|musical phrase|phrasal idiom|phrase|set phrase,construction|grammatical construction|expression|passage|musical passage|saying|locution|dancing|dance|terpsichore|saltation
machine,machine,NOUN,8,machin,auto|automobile|car|machine|motorcar|political machine|simple machine,device|person|individual|someone|somebody|mortal|soul|organization|organisation|mechanical device|motor vehicle|automotive vehicle
learning,learn,VERB,8,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform
lexical,lexical,ADJ,8,lexic,lexical,
chains,chain,NOUN,8,chain,chain|Chain|chain of mountains|chemical chain|concatenation|Ernst Boris Chain|mountain chain|mountain range|range|range of mountains|Sir Ernst Boris Chain|strand|string,series|unit|building block|ligament|business|concern|business concern|business organization|business organisation|restraint|constraint|linear unit|linear measure|geological formation|formation|necklace
sentence,sentence,NOUN,8,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term
compression,compression,NOUN,8,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing
syntactical,syntactical,ADJ,8,syntact,syntactic|syntactical,
statistical,statistical,ADJ,8,statist,statistical,
restrictions,restriction,NOUN,8,restrict,confinement|limitation|restriction,rule|regulation|regulating|restraint
less,less,ADJ,9,less,less|less(a),
familiar,familiar,ADJ,9,familiar,conversant(p)|familiar|familiar(p)|intimate,
approaches,approach,VERB,9,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
include,include,VERB,9,includ,admit|include|let in,see|consider|reckon|view|regard|add|permit|allow|let|countenance
application,application,NOUN,9,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
psychology,psychology,NOUN,9,psychologi,psychological science|psychology,science|scientific discipline
models,models,NOUN,9,model,,NA
extractive,extractive,ADJ,9,extract,,NA
summarization,summarization,NOUN,9,summar,summarisation|summarization,report|account
use,use,VERB,9,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
hierarchical,hierarchical,ADJ,9,hierarch,hierarchal|hierarchic|hierarchical,
fractal,fractal,ADJ,9,fractal,,NA
based,base,VERB,9,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
model,model,NOUN,9,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
representing,represent,VERB,9,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
condensing,condense,VERB,9,condens,concentrate|condense|contract|digest|distil|distill,liquefy|flux|liquify|abridge|foreshorten|abbreviate|shorten|cut|contract|reduce|remove|take|take away|withdraw|change integrity|intensify|deepen|arise|come up|change|alter|modify
texts,texts,NOUN,9,text,,NA
extractive,extractive,ADJ,10,extract,,NA
summarization,summarization,NOUN,10,summar,summarisation|summarization,report|account
produce,produce,VERB,10,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change
texts,texts,NOUN,10,text,,NA
have,have,VERB,10,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
cohesion,cohesion,NOUN,10,cohes,coherence|coherency|cohesion|cohesiveness,connection|link|connectedness|growth|growing|maturation|development|ontogeny|ontogenesis|force
coherence,coherence,NOUN,10,coher,coherence|coherency|cohesion|cohesiveness,connection|link|connectedness|comprehensibility|understandability
problems,problem,NOUN,10,problem,job|problem|trouble,difficulty|question|head
many,many,ADJ,10,mani,many,
systems,systems,NOUN,10,system,,NA
proven,prove,VERB,10,prove,bear witness|demonstrate|essay|establish|evidence|examine|leaven|prove|raise|rise|shew|show|test|testify|try|try out|turn out|turn up,be|confirm|corroborate|sustain|substantiate|support|affirm|inform|prove|demonstrate|establish|show|shew|evaluate|pass judgment|judge|grow|raise|lift|elevate|get up|bring up|print|impress|authenticate
yield,yield,NOUN,10,yield,fruit|issue|output|payoff|proceeds|production|return|take|takings|yield,production|income|product|indefinite quantity
summaries,summary,NOUN,10,summari,sum-up|summary,statement
informative,informative,ADJ,10,inform,enlightening|illuminating|informative|informatory|instructive,
level,level,NOUN,10,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction
satisfactory,satisfactory,ADJ,10,satisfactori,acceptable|decent|satisfactory,
particularly,particularly,ADV,11,particularli,especially|in particular|particularly|peculiarly|specially,
true,true,ADJ,11,true,dead on target|dependable|genuine|honest|lawful|on-key|reliable|rightful(a)|straight|true|true(a)|true(p)|truthful|unfeigned,
when,when,ADV,11,when,,NA
extract,extract,NOUN,11,extract,excerpt|excerption|extract|infusion|selection,solution|passage
used,use,VERB,11,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
as,as,ADV,11,a,as|equally|every bit,
component,component,ADJ,11,compon,,NA
system,system,NOUN,11,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
information,information,NOUN,11,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
retrieval,retrieval,NOUN,11,retriev,recovery|retrieval,computer operation|machine operation|memory|remembering|act|deed|human action|human activity
directly,directly,ADV,11,directli,at once|direct|directly|flat|forthwith|immediately|instantly|like a shot|now|right away|straight|straight off|straightaway,
humans,human,NOUN,11,human,homo|human|human being|man,hominid
nevertheless,nevertheless,ADV,12,nevertheless,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
efforts,effort,NOUN,12,effort,attempt|campaign|cause|crusade|drive|effort|elbow grease|endeavor|endeavour|exertion|exploit|feat|movement|sweat|travail|try,activity|labor|labour|toil|accomplishment|achievement|venture
develop,develop,VERB,12,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
quality,quality,NOUN,12,qualiti,caliber|calibre|character|lineament|quality|timber|timbre|tone,attribute|degree|grade|level|property|dimension|sound property|social station|social status|social rank|rank
automatic,automatic,ADJ,12,automat,automatic|automatonlike|machinelike|reflex(a)|reflexive|robotic|robotlike,
summarizers,summarizer,NOUN,12,summar,,NA
improvement,improveament,NOUN,12,improvea,,NA
required,require,VERB,12,requir,ask|call for|command|demand|expect|involve|necessitate|need|postulate|require|take|want,demand|order|tell|enjoin|say|be
number,number,NOUN,12,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
issues,issue,NOUN,12,issu,consequence|effect|egress|emergence|event|exit|government issue|issuance|issue|issuing|matter|military issue|number|offspring|outcome|outlet|payoff|proceeds|progeny|publication|result|return|subject|take|takings|topic|upshot|way out|yield,content|cognitive content|mental object|periodical|provision|supply|supplying|store|stock|fund|income|phenomenon|relative|relation|beginning|opening|printing
graph,graph,NOUN,13,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol
network,network,NOUN,13,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
representation,representation,NOUN,13,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity
capture,capture,VERB,13,captur,appropriate|becharm|beguile|bewitch|captivate|capture|catch|charm|conquer|enamor|enamour|enchant|entrance|fascinate|get|seize|trance,represent|interpret|attract|appeal|seize|prehend|clutch|change|alter|modify|assume|usurp|take over|arrogate|get|acquire
text,text,NOUN,13,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
structure,structure,NOUN,13,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
various,various,ADJ,13,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
ways,way,NOUN,13,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
therefore,therefore,ADV,13,therefor,consequently|hence|so|thence|therefore|thus,NA
suitable,suitable,ADJ,13,suitabl,desirable|suitable|suited|worthy,
extractive,extractive,ADJ,13,extract,,NA
summarization,summarization,NOUN,13,summar,summarisation|summarization,report|account
network,network,NOUN,14,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
nodes,node,NOUN,14,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
vertices,vertice,NOUN,14,vertic,,NA
represent,represent,VERB,14,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose
words,word,NOUN,14,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
sentences,sentences,NOUN,14,sentenc,,NA
paragraphs,paragraph,NOUN,14,paragraph,paragraph,writing|written material|piece of writing
network,network,NOUN,15,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
edges,edge,NOUN,15,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line
links,link,NOUN,15,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit
connect,connect,NOUN,15,connect,,NA
nodes,node,NOUN,15,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
according,accord,VERB,15,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
task,task,NOUN,15,task,chore|job|labor|project|task|undertaking,work|duty
dependent,dependent,ADJ,15,depend,dependant|dependent|drug-addicted|hooked|pendant|pendent|qualified|strung-out|subject|subordinate,
criteria,criterion,NOUN,15,criterion,criterion|measure|standard|touchstone,system of measurement|metric|ideal
instance,instance,NOUN,16,instanc,case|example|illustration|instance|representative,happening|occurrence|occurrent|natural event|information
sentences,sentences,NOUN,16,sentenc,,NA
linked,link,VERB,16,link,associate|colligate|connect|join|link|link up|relate|tie|tie in|unite|yoke,think|cogitate|cerebrate|attach
when,when,ADV,16,when,,NA
sharing,share,VERB,16,share,apportion|deal|divvy up|partake|partake in|portion out|share,overlap|use|utilize|utilise|apply|employ|get|acquire|distribute|give out|hand out|pass out|communicate|intercommunicate
complementary,complementary,ADJ,16,complementari,complemental|complementary|completing,
content,content,NOUN,16,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing
about,about,ADV,16,about,about|almost|approximately|around|close to|just about|more or less|most|near|nearly|nigh|or so|roughly|some|virtually|well-nigh,NA
same,same,ADJ,16,same,like|same|same(p),
argue,argue,VERB,16,argu,argue|contend|debate|fence|indicate|reason,present|represent|lay out|converse|discourse
relevant,relevant,ADJ,16,relev,relevant,
node,node,NOUN,16,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
summarization,summarization,NOUN,16,summar,summarisation|summarization,report|account
shares,share,NOUN,16,share,contribution|parcel|part|percentage|ploughshare|plowshare|portion|share,assets|stock certificate|stock|allotment|apportionment|apportioning|allocation|parceling|parcelling|assignation|attempt|effort|endeavor|endeavour|try|wedge
various,various,ADJ,16,variou,assorted|diverse|respective(a)|several(a)|various|various(a)|versatile,
edges,edge,NOUN,16,edg,border|bound|boundary|edge|sharpness,boundary|bound|bounds|line|side|urgency|superiority|favorable position|favourable position|limit|demarcation|demarcation line
other,other,ADJ,16,other,early(a)|former(a)|other|other(a),
nodes,node,NOUN,16,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
