token,lemma,upos,clique,stem,synonyms,hypernyms
technologies,technology,NOUN,2,technologi,applied science|engineering|engineering science|technology,application|practical application|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|machinery|equipment
icts,ict,NOUN,2,ict,,NA
broadly,broadly,ADV,2,broadli,broadly|broadly speaking|generally|loosely,
used,use,VERB,2,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
digitizing,digitize,VERB,2,digit,digitalise|digitalize|digitise|digitize,change|alter|modify
archiving,archive,NOUN,2,archiv,archive,depository|deposit|depositary|repository
documenting,document,VERB,2,document,document,record|enter|put down|confirm|corroborate|sustain|substantiate|support|affirm
making,make,NOUN,2,make,brand|make|shuffle|shuffling,kind|sort|form|variety|reordering
publicly,publicly,ADV,2,publicli,in public|publically|publicly,
available,available,ADJ,2,avail,available|uncommitted|usable|useable,
items,item,NOUN,2,item,detail|item|particular|point|token,part|portion|component part|component|constituent|whole|unit|fact|symbol
artifacts,artifact,NOUN,2,artifact,artefact|artifact,whole|unit
cultural,cultural,ADJ,2,cultur,cultural|ethnic|ethnical,
heritage,heritage,NOUN,2,heritag,heritage|inheritance,practice|attribute|transferred property|transferred possession|acquisition
ch,ch,NOUN,2,ch,,NA
related,relate,ADJ,3,relat,,NA
web,web,NOUN,3,web,entanglement|network|vane|web|World Wide Web|WWW,object|physical object|trap|blade|system|scheme|computer network|fabric|cloth|material|textile|membrane|tissue layer
sites,site,NOUN,3,site,internet site|land site|site|situation|web site|website,tract|piece of land|piece of ground|parcel of land|parcel|position|place|computer|computing machine|computing device|data processor|electronic computer|information processing system
e,e,NOUN,3,e,atomic number 99|due east|e|E|east|eastward|einsteinium|Es|tocopherol|vitamin E,fat-soluble vitamin|antioxidant|metallic element|metal|cardinal compass point|transcendental number|letter|letter of the alphabet|alphabetic character
museums,museum,NOUN,3,museum,museum,depository|deposit|depositary|repository
virtual,virtual,ADJ,3,virtual,practical(a)|virtual(a),
augmented,augment,VERB,3,augment,augment,increase|grow
reality,reality,NOUN,3,realiti,realism|reality|realness|world,experience|actuality|materiality|physicalness|corporeality|corporality
applications,application,NOUN,3,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
vr,vr,NOUN,3,vr,,NA
ar,be,NOUN,3,be,atomic number 4|Be|beryllium|glucinium,metallic element|metal
very,very,ADV,3,veri,rattling|real|really|very,NA
common,common,ADJ,3,common,coarse|common|mutual|plebeian|rough-cut|uncouth|unwashed|usual|vernacular|vulgar,
heritage,heritage,NOUN,3,heritag,heritage|inheritance,practice|attribute|transferred property|transferred possession|acquisition
projects,project,NOUN,3,project,labor|project|projection|task|undertaking,work|plan|program|programme
aiming,aim,VERB,3,aim,aim|aspire|calculate|direct|draw a bead on|drive|get|place|point|propose|purport|purpose|shoot for|take|take aim|target|train,position|intend|mean|think|destine|designate|specify|aim|take|train|take aim|direct|plan|be after
offering,offer,NOUN,3,offer,crack|fling|go|offer|offering|pass|whirl,speech act|message|content|subject matter|substance|attempt|effort|endeavor|endeavour|try
rich,rich,ADJ,3,rich,ample|copious|deep|fat|fertile|full-bodied|plenteous|plentiful|productive|racy|rich|robust,
media,media,NOUN,3,media,,NA
experience,experience,NOUN,3,experi,experience,education|content|cognitive content|mental object|happening|occurrence|occurrent|natural event
even,even,ADV,3,even,even|still|yet,NA
distant,distant,ADJ,3,distant,aloof|distant|remote|removed|upstage,
attendants,attendant,NOUN,3,attend,accompaniment|attendant|attendee|attender|co-occurrence|concomitant|meeter|tender,assistant|helper|help|supporter|participant|player|happening|occurrence|occurrent|natural event
visitors,visitor,NOUN,3,visitor,visitant|visitor,traveler|traveller
however,however,ADV,4,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
diversity,diversity,NOUN,4,divers,diverseness|diversity|multifariousness|variety,heterogeneity|heterogeneousness|condition|status
ch,ch,NOUN,4,ch,,NA
expressions,expressions,NOUN,4,express,,NA
associated,associate,VERB,4,associ,affiliate|associate|assort|colligate|connect|consociate|consort|link|link up|relate|tie in,think|cogitate|cerebrate|interact|unite|unify
digital,digital,ADJ,4,digit,digital,
content,content,NOUN,4,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing
manuscripts,manuscript,NOUN,4,manuscript,holograph|manuscript|ms,writing|written material|piece of writing|autograph
paintings,painting,NOUN,4,paint,house painting|painting|picture,graphic art|art|artistic creation|artistic production|fine arts|beaux arts|application|coating|covering|trade|craft
sculptures,sculpture,NOUN,4,sculptur,carving|sculpture,plastic art|solid figure|three-dimensional figure|art|artistic creation|artistic production|fine arts|beaux arts
photos,photo,NOUN,4,photo,exposure|photo|photograph|pic|picture,representation
create,create,VERB,5,creat,create|make|produce,act|move|appoint|charge|make|create
difficulties,difficulty,NOUN,5,difficulti,difficultness|difficulty|trouble,effort|elbow grease|exertion|travail|sweat|cognitive factor|condition|status|quality
related,relate,ADJ,5,relat,,NA
large,large,ADJ,5,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),
scale,scale,NOUN,5,scale,exfoliation|graduated table|musical scale|ordered series|plate|scale|scale leaf|scale of measurement|scurf|shell|weighing machine,standard|criterion|measure|touchstone|magnitude relation|quantitative relation|proportion|leaf|leafage|foliage|bit|chip|flake|fleck|scrap|musical notation|measuring instrument|measuring system|measuring device|indicator|shield|covering|natural covering|cover
heterogeneity,heterogeneity,NOUN,5,heterogen,heterogeneity|heterogeneousness,nonuniformity
further,further,ADV,5,further,farther|further,NA
complicated,complicate,ADJ,5,complic,,NA
involvement,involvement,NOUN,5,involv,affair|affaire|amour|engagement|interest|intimacy|involution|involvement|liaison|participation,group action|connection|connexion|connectedness|curiosity|wonder|sexual relationship|condition|status
multiple,multiple,ADJ,5,multipl,multiple,
different,different,ADJ,5,differ,different,
cultural,cultural,ADJ,5,cultur,cultural|ethnic|ethnical,
bodies,bodie,NOUN,5,bodi,,NA
organizations,organizations,NOUN,5,organ,,NA
problem,problem,NOUN,6,problem,job|problem|trouble,difficulty|question|head
appears,appear,VERB,6,appear,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do
more,more,ADJ,6,more,more than|more(a),
intense,intense,ADJ,6,intens,acute|intense|vivid,
case,case,NOUN,6,case,case|caseful|casing|causa|cause|character|compositor's case|display case|eccentric|event|example|face|font|fount|grammatical case|guinea pig|instance|lawsuit|pillow slip|pillowcase|sheath|shell|showcase|slip|subject|suit|type|typeface|typesetter's case|vitrine,happening|occurrence|occurrent|natural event|circumstance|proceeding|legal proceeding|proceedings|fact|container|person|individual|someone|somebody|mortal|soul|problem|argument|statement|containerful|grammatical category|syntactic category|state of mind|frame of mind|adult|grownup|type|covering|natural covering|cover|housing|framework|frame|receptacle|bed linen
urban,urban,ADJ,6,urban,urban,
ch,ch,NOUN,6,ch,,NA
contemporary,contemporary,ADJ,6,contemporari,contemporaneous|contemporary|modern-day|present-day(a),
cities,city,NOUN,6,citi,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division
especially,especially,ADV,6,especi,especially|particularly|peculiarly|specially,
when,when,ADV,6,when,,NA
there,there,ADV,6,there,there|thither,NA
lack,lack,NOUN,6,lack,deficiency|lack|want,need|demand
centralized,centraliz,VERB,6,centraliz,,NA
heritage,heritage,NOUN,6,heritag,heritage|inheritance,practice|attribute|transferred property|transferred possession|acquisition
management,management,NOUN,6,manag,direction|management,social control|administration|governance|governing body|establishment|brass|organization|organisation
policies,policy,NOUN,6,polici,insurance|insurance policy|policy,plan of action|argumentation|logical argument|argument|line of reasoning|line|contract
supported,support,VERB,6,support,abide|affirm|back|back up|bear|bear out|brook|confirm|corroborate|defend|digest|endorse|endure|fend for|hold|hold up|indorse|keep going|patronage|patronise|patronize|plump for|plunk for|put up|stand|stick out|stomach|subscribe|substantiate|suffer|support|sustain|tolerate|underpin,give|approve|O.K.|okay|sanction|agree|hold|concur|concord|match|fit|correspond|check|jibe|gibe|tally|argue|reason|act|play|represent|foster|nurture|permit|allow|let|countenance
network,network,NOUN,6,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
centric,centic,ADJ,6,centic,,NA
digitization,digitization,NOUN,6,digit,digitisation|digitization,conversion
documentation,documentation,NOUN,6,document,certification|corroboration|documentation|software documentation|support,confirmation|software|software program|computer software|software system|software package|package|validation|proof|substantiation
mechanisms,mechanism,NOUN,6,mechan,chemical mechanism|mechanics|mechanism,chemical process|chemical change|chemical action|performance|execution|carrying out|carrying into action|natural object|philosophical doctrine|philosophical theory|device
nonetheless,nonetheless,ADV,7,nonetheless,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
creates,create,VERB,7,creat,create|make|produce,act|move|appoint|charge|make|create
great,great,ADJ,7,great,bang-up|big(p)|bully|capital|corking|cracking|dandy|enceinte|expectant|gravid|great|great(p)|groovy|heavy(p)|keen|large(p)|majuscule|neat|nifty|not bad(p)|old(a)|outstanding|peachy|slap-up|smashing|swell|with child(p),
opportunity,opportunity,NOUN,7,opportun,chance|opportunity,possibility|possibleness
cultural,cultural,ADJ,7,cultur,cultural|ethnic|ethnical,
organizations,organizations,NOUN,7,organ,,NA
individuals,individual,NOUN,7,individu,individual|mortal|person|somebody|someone|soul,organism|being|causal agent|cause|causal agency
collaborate,collaborate,NOUN,7,collabor,,NA
integrated,integrate,VERB,7,integr,desegregate|incorporate|integrate|mix,compound|combine|change state|turn|calculate|cipher|cypher|compute|work out|reckon|figure
ch,ch,NOUN,7,ch,,NA
collection,collection,NOUN,7,collect,accumulation|aggregation|appeal|assemblage|assembling|collecting|collection|compendium|ingathering|solicitation,group|grouping|publication|request|petition|postulation
interpretation,interpretation,NOUN,7,interpret,interpretation|interpreting|reading|rendering|rendition|version,representation|mental representation|internal representation|performance|explanation|account
thus,thus,ADV,7,thu,hence|so|thence|therefore|thus|thusly,NA
promoting,promote,VERB,7,promot,advance|advertise|advertize|boost|elevate|encourage|further|kick upstairs|promote|push|raise|upgrade,support|back up|delegate|designate|depute|assign|praise|change|play
sophisticated,sophisticate,ADJ,7,sophist,,NA
archiving,archive,NOUN,7,archiv,archive,depository|deposit|depositary|repository
management,management,NOUN,7,manag,direction|management,social control|administration|governance|governing body|establishment|brass|organization|organisation
dissemination,dissemination,NOUN,7,dissemin,airing|diffusion|dispersal|dispersion|dissemination|public exposure|spreading,transmission|distribution|dispersion|spread|spreading
practices,practice,NOUN,7,practic,drill|exercise|pattern|practice|practice session|praxis|recitation,activity|training|preparation|grooming|implementation|effectuation|use|usage|utilization|utilisation|employment|exercise|cognition|knowledge|noesis
digital,digital,ADJ,7,digit,digital,
storytelling,storytell,NOUN,7,storytel,,NA
active,active,ADJ,7,activ,active|alive(p)|combat-ready|dynamic|fighting(a)|participating,
audience,audience,NOUN,7,audienc,audience|consultation|hearing|interview,gathering|assemblage|multitude|masses|mass|hoi polloi|people|the great unwashed|opportunity|chance|conference|group discussion
engagement,engagement,NOUN,7,engag,appointment|battle|betrothal|booking|conflict|date|employment|engagement|fight|interlocking|involution|involvement|mesh|meshing|participation|troth,military action|action|meeting|get together|promise|employment|work|contact|impinging|striking|group action
purpose,purpose,VERB,8,purpos,aim|propose|purport|purpose|resolve,intend|mean|think|decide|make up one's mind|determine
present,present,ADJ,8,present,present|present(a),
work,work,NOUN,8,work,body of work|employment|oeuvre|piece of work|study|work|workplace,activity|product|production|occupation|business|job|line of work|line|learning|acquisition|energy|free energy|geographic point|geographical point|end product|output
thoroughly,thoroughly,ADV,8,thoroughli,exhaustively|good|soundly|thoroughly,
analyze,analyze,NOUN,8,analyz,,NA
current,current,ADJ,8,current,current,
state,state,NOUN,8,state,body politic|commonwealth|country|Department of State|DoS|land|nation|province|res publica|state|State|State Department|state of matter|United States Department of State,administrative district|administrative division|territorial division|attribute|government|authorities|regime|political unit|political entity|chemical phenomenon|emotional state|spirit|executive department
art,art,NOUN,8,art,art|artistic creation|artistic production|artistry|artwork|fine art|graphics|nontextual matter|prowess,creation|creative activity|superior skill|visual communication
involved,involve,ADJ,8,involv,,NA
technologies,technology,NOUN,8,technologi,applied science|engineering|engineering science|technology,application|practical application|discipline|subject|subject area|subject field|field|field of study|study|bailiwick|machinery|equipment
limitations,limitation,NOUN,8,limit,limit|limitation|restriction,rule|regulation|disadvantage|indefinite quantity|time limit|regulating
ch,ch,NOUN,8,ch,,NA
management,management,NOUN,8,manag,direction|management,social control|administration|governance|governing body|establishment|brass|organization|organisation
policies,policy,NOUN,8,polici,insurance|insurance policy|policy,plan of action|argumentation|logical argument|argument|line of reasoning|line|contract
encountered,encounter,VERB,8,encount,bump|chance|come across|encounter|find|happen|meet|play|receive|run across|run into|see|take on,be|have|experience
digital,digital,ADJ,8,digit,digital,
cities,city,NOUN,8,citi,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division
so,so,ADV,8,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA
as,as,ADV,8,a,as|equally|every bit,
develop,develop,VERB,8,develop,acquire|arise|break|build up|develop|educate|evolve|explicate|formulate|germinate|get|grow|make grow|modernise|modernize|originate|prepare|produce|recrudesce|rise|spring up|train|uprise,create|create by mental act|create mentally|change|become|better|improve|amend|ameliorate|meliorate|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose|teach|learn|instruct|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|grow|alter|modify|generate|bring forth|superimpose|superpose|lay over|play|complicate|refine|rarify|elaborate|expand
collaborative,collaborative,NOUN,8,collabor,,NA
model,model,NOUN,8,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
accelerating,accelerate,VERB,8,acceler,accelerate|quicken|speed|speed up,intensify|deepen|change|alter|modify
urban,urban,ADJ,8,urban,urban,
areas,area,NOUN,8,area,area|arena|country|domain|expanse|field|orbit|region|sphere|surface area,region|topic|subject|issue|matter|body part|environment|structure|construction|extent
rich,rich,ADJ,8,rich,ample|copious|deep|fat|fertile|full-bodied|plenteous|plentiful|productive|racy|rich|robust,
culture,culture,NOUN,8,cultur,acculturation|civilisation|civilization|cultivation|culture|finish|polish|refinement,society|taste|appreciation|discernment|perceptiveness|content|cognitive content|mental object|growth|growing|maturation|development|ontogeny|ontogenesis|perfection|flawlessness|ne plus ultra|attitude|mental attitude|cultivation
poor,poor,ADJ,8,poor,hapless|inadequate|jejune|miserable|misfortunate|pathetic|piteous|pitiable|pitiful|poor|short|wretched,
centralized,centraliz,VERB,8,centraliz,,NA
mechanisms,mechanism,NOUN,8,mechan,chemical mechanism|mechanics|mechanism,chemical process|chemical change|chemical action|performance|execution|carrying out|carrying into action|natural object|philosophical doctrine|philosophical theory|device
selected,select,VERB,9,select,choose|pick out|select|take,decide|make up one's mind|determine
since,since,ADV,9,sinc,,NA
fits,fits,NOUN,9,fit,,NA
requirements,requirement,NOUN,9,requir,demand|essential|necessary|necessity|prerequisite|requirement|requisite,duty|responsibility|obligation|thing
wanted,want,VERB,9,want,desire|need|require|want,be|search|seek|look for|demand|miss|lack
cultural,cultural,ADJ,9,cultur,cultural|ethnic|ethnical,
historical,historical,ADJ,9,histor,diachronic|historic|historical,
geographical,geographical,ADJ,9,geograph,geographic|geographical,
characteristics,characteristic,NOUN,9,characterist,characteristic|device characteristic|feature,property|attribute|dimension|quality|integer|whole number
also,also,ADV,9,also,also|as well|besides|likewise|too,NA
explains,explain,VERB,9,explain,excuse|explain|explicate,inform|state|say|tell|justify|vindicate
fact,fact,NOUN,9,fact,fact,information|info|reality|realness|realism|concept|conception|construct
has,have,VERB,9,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
subject,subject,NOUN,9,subject,bailiwick|case|content|depicted object|discipline|field|field of study|guinea pig|issue|matter|national|study|subject|subject area|subject field|theme|topic,message|content|subject matter|substance|thing|knowledge domain|knowledge base|domain|cognitive content|mental object|constituent|grammatical constituent|person|individual|someone|somebody|mortal|soul|term
several,several,ADJ,9,sever,respective(a)|several(a)|several(p)|various(a),
heritage,heritage,NOUN,9,heritag,heritage|inheritance,practice|attribute|transferred property|transferred possession|acquisition
studies,study,NOUN,9,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
past,past,ADJ,9,past,past|past(a)|preceding(a)|retiring(a),
audience,audience,NOUN,10,audienc,audience|consultation|hearing|interview,gathering|assemblage|multitude|masses|mass|hoi polloi|people|the great unwashed|opportunity|chance|conference|group discussion
engagement,engagement,NOUN,10,engag,appointment|battle|betrothal|booking|conflict|date|employment|engagement|fight|interlocking|involution|involvement|mesh|meshing|participation|troth,military action|action|meeting|get together|promise|employment|work|contact|impinging|striking|group action
considered,consider,VERB,10,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard
very,very,ADV,10,veri,rattling|real|really|very,NA
important,important,ADJ,10,import,authoritative|crucial|important|of import|significant,
terms,term,NOUN,10,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue
active,active,ADJ,10,activ,active|alive(p)|combat-ready|dynamic|fighting(a)|participating,
participation,participation,NOUN,10,particip,engagement|involution|involvement|participation,group action|condition|status
linear,linear,NOUN,10,linear,,NA
storytelling,storytell,NOUN,10,storytel,,NA
interactions,interaction,NOUN,10,interact,fundamental interaction|interaction,action|physical phenomenon
as,as,ADV,10,a,as|equally|every bit,
contribution,contribution,NOUN,10,contribut,contribution|donation|part|share,attempt|effort|endeavor|endeavour|try|gift|giving|sum|sum of money|amount|amount of money|publication|publishing
ch,ch,NOUN,10,ch,,NA
content,content,NOUN,10,content,capacity|cognitive content|content|contentedness|contents|depicted object|mental object|message|subject|subject matter|substance,collection|aggregation|accumulation|assemblage|communication|proportion|volume|cognition|knowledge|noesis|acceptance|thing
crowdsourcing,crowdsource,NOUN,10,crowdsourc,,NA
rest,rest,VERB,11,rest,breathe|catch one's breath|lie|perch|pillow|remain|repose|reside|rest|roost|stay|take a breather,be|pause|intermit|break|recumb|repose|recline|inhere in|attach to|put|set|place|pose|position|lay|sit|sit down
paper,paper,NOUN,11,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production
organized,organize,ADJ,11,organ,,NA
as,as,ADV,11,a,as|equally|every bit,
follows,follow,VERB,11,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on
next,next,ADV,12,next,next,NA
section,section,NOUN,12,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting
presents,present,NOUN,12,present,nowadays|present|present tense,time|gift|tense
aims,aim,NOUN,12,aim,aim|bearing|design|heading|intent|intention|object|objective|purpose|target,goal|end|steering|guidance|direction|way
current,current,ADJ,12,current,current,
research,research,NOUN,12,research,enquiry|inquiry|research,investigation|investigating|problem solving
anticipated,anticipate,VERB,13,anticip,anticipate|call|counter|expect|forebode|foreknow|foresee|forestall|foretell|look for|look to|predict|previse|prognosticate|promise,evaluate|pass judgment|judge|act|move|know|guess|venture|pretend|hazard|expect|look|await|wait|happen|hap|go on|pass off|occur|pass|fall out|come about|take place
integration,integration,NOUN,13,integr,consolidation|desegregation|integrating|integration,group action|combination|combining|compounding|mathematical process|mathematical operation|operation
collaboration,collaboration,NOUN,13,collabor,coaction|collaboration|collaborationism|quislingism,cooperation
then,then,ADV,13,then,and so|so|then,NA
analyzed,analyze,VERB,13,analyz,analyse|analyze|break down|canvass|dissect|examine|psychoanalyse|psychoanalyze|study|take apart,treat|care for
proposed,propose,VERB,13,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request
model,model,NOUN,13,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
encompassing,encompasse,VERB,13,encompass,,NA
ch,ch,NOUN,13,ch,,NA
services,service,NOUN,13,servic,armed service|avail|divine service|help|inspection and repair|military service|overhaul|religious service|Robert William Service|serve|service|Service|service of process|servicing|serving|table service,work|aid|assist|assistance|help|religious ceremony|religious ritual|company|employment|force|personnel|helpfulness|tableware|coupling|mating|pairing|conjugation|union|sexual union|activity|tennis stroke|tennis shot|delivery|bringing|care|maintenance|upkeep|accommodation
targeted,target,VERB,13,target,aim|direct|place|point|target,aim|take|train|take aim|direct
audience,audience,NOUN,13,audienc,audience|consultation|hearing|interview,gathering|assemblage|multitude|masses|mass|hoi polloi|people|the great unwashed|opportunity|chance|conference|group discussion
particularities,particularity,NOUN,13,particular,particularity|specialness,quality
urban,urban,ADJ,13,urban,urban,
cities,city,NOUN,13,citi,city|metropolis|urban center,municipality|administrative district|administrative division|territorial division
having,have,VERB,13,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
similar,similar,ADJ,13,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,
geographical,geographical,ADJ,13,geograph,geographic|geographical,
cultural,cultural,ADJ,13,cultur,cultural|ethnic|ethnical,
features,feature,NOUN,13,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
results,result,NOUN,14,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role
designed,desig,VERB,14,desig,,NA
prototypes,prototype,NOUN,14,prototyp,epitome|image|paradigm|prototype,model|example
initial,initial,ADJ,14,initi,initial,
validation,validation,NOUN,14,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
next,next,ADV,14,next,next,NA
presented,present,VERB,14,present,acquaint|award|confront|deliver|demo|demonstrate|exhibit|face|gift|give|introduce|lay out|portray|pose|present|represent|salute|show|stage|submit,show|state|say|tell|re-create|give|constitute|represent|make up|comprise|be|allocate|apportion|talk|speak|utter|mouth|verbalize|verbalise|inform|interpret|introduce|present|acquaint|greet|recognize|recognise
