token,lemma,upos,clique,stem,synonyms,hypernyms
building,building,NOUN,2,build,building|construction|edifice,structure|construction|creating from raw materials|commercial enterprise|business enterprise|business|gathering|assemblage
large,large,ADJ,2,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),
networks,network,NOUN,2,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
protocols,protocol,NOUN,2,protocol,communications protocol|protocol,rule|prescript|etiquette|code of conduct|code of behavior
communication,communication,NOUN,2,commun,communicating|communication,act|deed|human action|human activity|abstraction|abstract entity|connection|connexion|connectedness
information,information,NOUN,2,inform,data|entropy|info|information|selective information,message|content|subject matter|substance|cognition|knowledge|noesis|accusation|accusal|collection|aggregation|accumulation|assemblage|information measure
sharing,share,VERB,2,share,apportion|deal|divvy up|partake|partake in|portion out|share,overlap|use|utilize|utilise|apply|employ|get|acquire|distribute|give out|hand out|pass out|communicate|intercommunicate
computer,computer,NOUN,3,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert
networks,network,NOUN,3,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
deployed,deploy,VERB,3,deploi,deploy,position|spread|distribute
order,order,NOUN,3,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation
connect,connect,NOUN,3,connect,,NA
computers,computers,NOUN,3,comput,,NA
other,other,ADJ,3,other,early(a)|former(a)|other|other(a),
resource,resource,NOUN,3,resourc,imagination|resource|resourcefulness,assets|asset|plus|inventiveness|ingeniousness|ingenuity|cleverness
printer,printer,NOUN,3,printer,pressman|printer|printing machine,skilled worker|trained worker|skilled workman|peripheral|computer peripheral|peripheral device|printer|printing machine|machine
internet,internet,NOUN,3,internet,cyberspace|internet|net,computer network
data,data,NOUN,4,data,data|information,collection|aggregation|accumulation|assemblage
sharing,share,VERB,4,share,apportion|deal|divvy up|partake|partake in|portion out|share,overlap|use|utilize|utilise|apply|employ|get|acquire|distribute|give out|hand out|pass out|communicate|intercommunicate
network,network,NOUN,5,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
administrator,administrator,NOUN,5,administr,administrator|decision maker|executive,head|chief|top dog|fiduciary
usually,usually,ADV,5,usual,commonly|normally|ordinarily|unremarkably|usually,
applies,apply,VERB,5,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote
restriction,restriction,NOUN,5,restrict,confinement|limitation|restriction,rule|regulation|regulating|restraint
commonly,commonly,ADV,5,commonli,commonly|normally|ordinarily|unremarkably|usually,
known,know,VERB,5,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
as,as,ADV,5,a,as|equally|every bit,
acceptable,acceptable,ADJ,5,accept,acceptable|decent|satisfactory,
use,use,VERB,5,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
policy,policy,NOUN,5,polici,insurance|insurance policy|policy,plan of action|argumentation|logical argument|argument|line of reasoning|line|contract
fair,fair,ADJ,5,fair,average|bonnie|bonny|clean|comely|fair|fair(a)|fairish|honest|just|mediocre|middling|reasonable|sightly,
secure,secure,VERB,5,secur,assure|batten|batten down|ensure|fasten|fix|guarantee|insure|plug|procure|secure|stop up,obtain|attach|guarantee|vouch|close|fill up|strengthen|beef up|fortify
blocking,block,VERB,5,block,bar|barricade|blank out|block|block off|block up|blockade|choke up|close up|deflect|draw a blank|embarrass|forget|freeze|halt|hinder|immobilise|immobilize|impede|jam|kibosh|lug|obstruct|obturate|occlude|parry|stop|stuff|stymie|stymy,obstruct|obturate|impede|occlude|jam|block|close up|prevent|forestall|foreclose|preclude|forbid|interrupt|disrupt|break up|cut off|operate|run|anesthetize|anaesthetize|anesthetise|anaesthetise|put under|put out|hide|conceal|emboss|boss|stamp|clog|choke off|clog up|back up|congest|choke|foul|hinder|hold|support|sustain|hold up|fence|shape|form|withhold|keep back
illegal,illegal,ADJ,5,illeg,illegal,
application,application,NOUN,5,applic,application|application program|applications programme|coating|covering|diligence|lotion|practical application,use|usage|utilization|utilisation|employment|exercise|request|petition|postulation|manual labor|manual labour|program|programme|computer program|computer programme|remedy|curative|cure|therapeutic|effort|elbow grease|exertion|travail|sweat|action
restrict,restrict,NOUN,5,restrict,,NA
usage,usage,NOUN,5,usag,custom|employment|exercise|usage|usance|use|utilisation|utilization,activity|practice|pattern|survival|language|linguistic communication
nodes,node,NOUN,5,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
internet,internet,NOUN,5,internet,cyberspace|internet|net,computer network
node,node,NOUN,5,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
configuration,configuration,NOUN,5,configur,configuration|conformation|constellation|contour|form|shape,design|plan|spatial property|spatiality
acceptable,acceptable,ADJ,7,accept,acceptable|decent|satisfactory,
use,use,VERB,7,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
policy,policy,NOUN,7,polici,insurance|insurance policy|policy,plan of action|argumentation|logical argument|argument|line of reasoning|line|contract
contains,contain,VERB,7,contain,arrest|bear|carry|check|comprise|contain|control|curb|hold|hold back|hold in|incorporate|moderate|stop|take|turn back,include|restrain|keep|keep back|hold back|be|defend
set,set,VERB,7,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
rules,rule,NOUN,7,rule,convention|dominion|formula|linguistic rule|normal|pattern|prescript|principle|regulation|rule|ruler,concept|conception|construct|practice|direction|instruction|generalization|generalisation|generality|duration|continuance|dominance|ascendance|ascendence|ascendancy|ascendency|control|law|law of nature|procedure|process|measuring stick|measure|measuring rod
managed,manage,VERB,7,manag,bring off|care|carry off|contend|cope|deal|do|finagle|get by|grapple|handle|make do|make out|manage|negociate|oversee|pull off|superintend|supervise|wangle|wield,NA
owner,owner,NOUN,7,owner,owner|possessor|proprietor,businessman|man of affairs|person|individual|someone|somebody|mortal|soul
manager,manager,NOUN,7,manag,coach|director|handler|manager|managing director,administrator|decision maker|trainer
network,network,NOUN,7,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
restrict,restrict,NOUN,7,restrict,,NA
ways,way,NOUN,7,wai,agency|direction|elbow room|fashion|manner|means|mode|path|room|style|way|way of life,property|implementation|effectuation|path|route|itinerary|condition|status|course|course of action|artifact|artefact|journey|journeying|position|spatial relation|distance|choice|pick|selection|category|share|portion|part|percentage
system,system,NOUN,7,system,arrangement|organisation|organization|scheme|system|system of rules,instrumentality|instrumentation|group|grouping|matter|method|structure|body part|plan of action|live body|orderliness|methodicalness
used,use,VERB,7,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
evolution,evolution,NOUN,8,evolut,development|evolution|organic evolution|phylogenesis|phylogeny,process|physical process|organic process|biological process
computer,computer,NOUN,8,comput,calculator|computer|computing device|computing machine|data processor|electronic computer|estimator|figurer|information processing system|reckoner,machine|expert
networks,network,NOUN,8,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
over,over,ADV,8,over,all over|o'er|over,NA
last,last,ADJ,8,last,concluding|final|last|last-place|last(a)|lowest|net|terminal|utmost,
decade,decade,NOUN,8,decad,10|decade|decennary|decennium|ten|tenner|X,time period|period of time|period|large integer
researchers,researcher,NOUN,8,research,investigator|research worker|researcher,scientist
trying,try,VERB,8,try,adjudicate|assay|attempt|essay|examine|hear|judge|prove|render|sample|seek|strain|stress|taste|test|try|try on|try out,act|move|evaluate|pass judgment|judge|decide|make up one's mind|determine|consume|ingest|take in|take|have|probe|examine|pain|anguish|hurt|afflict|melt|run|melt down|wear|put on|get into|don|assume
come,come,VERB,8,come,add up|amount|arrive|come|come in|come up|derive|descend|do|fall|fare|follow|get|get along|hail|issue forth|make out|number|occur|total,NA
up,up,ADV,8,up,up|upward|upwardly|upwards,NA
efficient,efficient,ADJ,8,effici,effective|efficient,
approaches,approach,VERB,8,approach,approach|border on|come near|come on|draw close|draw near|go about|go up|near|set about,come|come up|approximate|come close|act|move|address|accost|come up to
help,help,VERB,8,help,aid|assist|avail|facilitate|help|help oneself|serve,support|back up|better|improve|amend|ameliorate|meliorate|serve|refrain|forbear|provide|supply|ply|cater|promote|advance|boost|further|encourage|exploit|work
network,network,NOUN,8,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
administrator,administrator,NOUN,8,administr,administrator|decision maker|executive,head|chief|top dog|fiduciary
implementing,implement,VERB,8,implement,apply|carry out|enforce|follow out|follow through|follow up|go through with|implement|put through,use|utilize|utilise|apply|employ|compel|oblige|obligate|complete|finish
acceptable,acceptable,ADJ,8,accept,acceptable|decent|satisfactory,
use,use,VERB,8,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
policy,policy,NOUN,8,polici,insurance|insurance policy|policy,plan of action|argumentation|logical argument|argument|line of reasoning|line|contract
complex,complex,NOUN,8,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
server,server,NOUN,9,server,host|server|waiter,dining-room attendant|restaurant attendant|player|participant|computer|computing machine|computing device|data processor|electronic computer|information processing system|utensil
usually,usually,ADV,9,usual,commonly|normally|ordinarily|unremarkably|usually,
deployed,deploy,VERB,9,deploi,deploy,position|spread|distribute
network,network,NOUN,9,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
implement,implement,VERB,9,implement,apply|carry out|enforce|follow out|follow through|follow up|go through with|implement|put through,use|utilize|utilise|apply|employ|compel|oblige|obligate|complete|finish
acceptable,acceptable,ADJ,9,accept,acceptable|decent|satisfactory,
use,use,VERB,9,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
policy,policy,NOUN,9,polici,insurance|insurance policy|policy,plan of action|argumentation|logical argument|argument|line of reasoning|line|contract
monitor,monitor,NOUN,9,monitor,admonisher|monitor|Monitor|monitor lizard|monitoring device|proctor|reminder|varan,supervisor|defender|guardian|protector|shielder|display|video display|electronic equipment|lizard
restrict,restrict,NOUN,9,restrict,,NA
internet,internet,NOUN,9,internet,cyberspace|internet|net,computer network
usage,usage,NOUN,9,usag,custom|employment|exercise|usage|usance|use|utilisation|utilization,activity|practice|pattern|survival|language|linguistic communication
over,over,ADV,9,over,all over|o'er|over,NA
server,server,NOUN,10,server,host|server|waiter,dining-room attendant|restaurant attendant|player|participant|computer|computing machine|computing device|data processor|electronic computer|information processing system|utensil
acts,act,NOUN,10,act,act|bit|deed|enactment|human action|human activity|number|routine|turn,legal document|legal instrument|official document|instrument|event|dramatic composition|dramatic work|performance|public presentation|expression|manifestation|reflection|reflexion
as,as,ADV,10,a,as|equally|every bit,
mediator,mediator,NOUN,10,mediat,go-between|intercessor|intermediary|intermediator|mediator,negotiator|negotiant|treater
local,local,ADJ,10,local,local,
network,network,NOUN,10,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
internet,internet,NOUN,10,internet,cyberspace|internet|net,computer network
traffic,traffic,NOUN,10,traffic,dealings|traffic,collection|aggregation|accumulation|assemblage|commerce|commercialism|mercantilism|communication|communicating|interchange|reciprocation|give-and-take
goes,go,VERB,10,go,become|belong|blend|blend in|break|break down|buy the farm|cash in one's chips|choke|conk|conk out|croak|decease|depart|die|drop dead|endure|exit|expire|extend|fail|fit|function|get|get going|give out|give way|give-up the ghost|go|go away|go bad|hold out|hold up|kick the bucket|last|lead|live|live on|locomote|move|operate|pass|pass away|perish|plump|pop off|proceed|rifle|run|run low|run short|snuff it|sound|start|survive|travel|work,NA
evaluates,evaluate,NOUN,11,evalu,,NA
internet,internet,NOUN,11,internet,cyberspace|internet|net,computer network
requests,request,NOUN,11,request,asking|petition|postulation|request,message|content|subject matter|substance|speech act
network,network,NOUN,11,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
users,user,NOUN,11,user,drug user|exploiter|substance abuser|user,person|individual|someone|somebody|mortal|soul|selfish person
according,accord,VERB,11,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give
filtering,filter,VERB,11,filter,dribble|filter|filter out|filtrate|percolate|permeate|separate out|sink in|strain|trickle,separate|penetrate|perforate|run|flow|feed|course
criteria,criterion,NOUN,11,criterion,criterion|measure|standard|touchstone,system of measurement|metric|ideal
urls,url,NOUN,11,url,uniform resource locator|universal resource locator|URL,address|computer address|reference
keywords,keyword,NOUN,11,keyword,,NA
defined,define,VERB,11,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out
updated,update,VERB,11,updat,update,modify|inform
administrator,administrator,NOUN,11,administr,administrator|decision maker|executive,head|chief|top dog|fiduciary
manually,manually,ADV,11,manual,manually,
network,network,NOUN,12,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
node,node,NOUN,12,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
sends,send,NOUN,12,send,,NA
internet,internet,NOUN,12,internet,cyberspace|internet|net,computer network
request,request,NOUN,12,request,asking|petition|postulation|request,message|content|subject matter|substance|speech act
same,same,ADJ,12,same,like|same|same(p),
forward,forward,ADV,12,forward,ahead|fore|forrad|forrader|forrard|forth|forward|forwards|frontward|frontwards|onward|onwards,NA
server,server,NOUN,12,server,host|server|waiter,dining-room attendant|restaurant attendant|player|participant|computer|computing machine|computing device|data processor|electronic computer|information processing system|utensil
validation,validation,NOUN,12,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
passes,pass,NOUN,12,pass,base on balls|bye|crack|fling|flip|go|head|laissez passer|liberty chit|mountain pass|notch|offer|pass|passing|passing game|passing play|passport|qualifying|strait|straits|toss|walk|whirl,accomplishment|achievement|leave|leave of absence|football play|location|permission|flight|flying|situation|juncture|occasion|cycle|oscillation|concession|conceding|yielding|license|licence|permit|ticket|attempt|effort|endeavor|endeavour|try|throw|success
filtering,filter,VERB,12,filter,dribble|filter|filter out|filtrate|percolate|permeate|separate out|sink in|strain|trickle,separate|penetrate|perforate|run|flow|feed|course
criteria,criterion,NOUN,12,criterion,criterion|measure|standard|touchstone,system of measurement|metric|ideal
violates,violate,NOUN,12,violat,,NA
set,set,VERB,12,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten
administrator,administrator,NOUN,12,administr,administrator|decision maker|executive,head|chief|top dog|fiduciary
discarded,discard,VERB,12,discard,cast aside|cast away|cast out|chuck out|discard|dispose|fling|put away|throw away|throw out|toss|toss away|toss out,get rid of|remove
error,error,NOUN,12,error,computer error|erroneous belief|erroneousness|error|fault|misplay|mistake|wrongdoing,nonaccomplishment|nonachievement|incorrectness|wrongness|misconception|failure|evil|evilness|happening|occurrence|occurrent|natural event|misstatement
message,message,NOUN,12,messag,content|message|subject matter|substance,communication
returned,return,VERB,12,return,bring back|come back|deliver|devolve|fall|generate|give|give back|hark back|pass|recall|reelect|refund|regress|rejoin|render|repay|retort|retrovert|return|revert|riposte|take back|turn back|yield,travel|go|move|locomote|give|change by reversal|turn|reverse|denote|refer|bring|convey|take|reciprocate|transport|carry|answer|reply|respond|reappear|re-emerge|pay|communicate|pass on|pass|pass along|put across|elect|change hands|change owners|return|produce|make|create|submit
user,user,NOUN,12,user,drug user|exploiter|substance abuser|user,person|individual|someone|somebody|mortal|soul|selfish person
as,as,ADV,12,a,as|equally|every bit,
shown,show,VERB,12,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run
figure,figure,VERB,12,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend
request,request,NOUN,13,request,asking|petition|postulation|request,message|content|subject matter|substance|speech act
validated,validate,VERB,13,valid,corroborate|formalise|formalize|validate,authorize|authorise|pass|clear|confirm|corroborate|sustain|substantiate|support|affirm|reassert|change|alter|modify
same,same,ADJ,13,same,like|same|same(p),
forward,forward,ADV,13,forward,ahead|fore|forrad|forrader|forrard|forth|forward|forwards|frontward|frontwards|onward|onwards,NA
external,external,ADJ,13,extern,external|extraneous|international|outside|outside(a),
server,server,NOUN,13,server,host|server|waiter,dining-room attendant|restaurant attendant|player|participant|computer|computing machine|computing device|data processor|electronic computer|information processing system|utensil
internet,internet,NOUN,13,internet,cyberspace|internet|net,computer network
response,response,NOUN,13,respons,answer|reaction|reception|reply|response,consequence|effect|outcome|result|event|issue|upshot|bodily process|body process|bodily function|activity|statement|greeting|salutation|phrase|speech act|manner|mode|style|way|fashion
forwarded,forward,VERB,13,forward,forward|send on,transport|send|ship
network,network,NOUN,13,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
node,node,NOUN,13,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system
as,as,ADV,13,a,as|equally|every bit,
shown,show,VERB,13,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run
figure,figure,VERB,13,figur,calculate|cipher|compute|count on|cypher|enter|envision|estimate|fancy|figure|forecast|image|picture|project|reckon|see|visualise|visualize|work out,evaluate|pass judgment|judge|be|imagine|conceive of|ideate|envisage|reason|grok|get the picture|comprehend|savvy|dig|grasp|compass|apprehend
server,server,NOUN,14,server,host|server|waiter,dining-room attendant|restaurant attendant|player|participant|computer|computing machine|computing device|data processor|electronic computer|information processing system|utensil
currently,currently,ADV,14,current,currently|presently,
available,available,ADJ,14,avail,available|uncommitted|usable|useable,
market,market,NOUN,14,market,food market|grocery|grocery store|market|market place|marketplace|mart|securities industry,activity|class|stratum|social class|socio-economic class|marketplace|market place|mart|market|industry|mercantile establishment|retail store|sales outlet|outlet
has,have,VERB,14,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
following,follow,VERB,14,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on
problems,problem,NOUN,14,problem,job|problem|trouble,difficulty|question|head
becomes,become,VERB,14,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
bottleneck,bottleneck,NOUN,14,bottleneck,bottleneck|chokepoint|constriction,narrowing|part|portion
as,as,ADV,14,a,as|equally|every bit,
internet,internet,NOUN,14,internet,cyberspace|internet|net,computer network
traffic,traffic,NOUN,14,traffic,dealings|traffic,collection|aggregation|accumulation|assemblage|commerce|commercialism|mercantilism|communication|communicating|interchange|reciprocation|give-and-take
diverted,divert,VERB,14,divert,amuse|deviate|disport|divert|hive off,turn|send|direct|entertain|withdraw|draw|take out|draw off
overall,overall,ADV,14,overal,,NA
speed,speed,NOUN,14,speed,amphetamine|f number|fastness|focal ratio|hurrying|pep pill|speed|speeding|stop number|swiftness|upper|velocity,rate|pace|motion|movement|move|ratio|stimulant|stimulant drug|excitant|drug of abuse|street drug
response,response,NOUN,14,respons,answer|reaction|reception|reply|response,consequence|effect|outcome|result|event|issue|upshot|bodily process|body process|bodily function|activity|statement|greeting|salutation|phrase|speech act|manner|mode|style|way|fashion
tends,tend,NOUN,14,tend,,NA
decrease,decrease,NOUN,14,decreas,decrease|decrement|diminution|drop-off|lessening|reduction|step-down,change|alteration|modification|process|physical process|amount|change of magnitude
requests,request,NOUN,14,request,asking|petition|postulation|request,message|content|subject matter|substance|speech act
have,have,VERB,14,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA
processed,processe,VERB,14,process,,NA
validation,validation,NOUN,14,valid,establishment|proof|substantiation|validation,determination|finding|proof|cogent evidence
before,before,ADV,14,befor,ahead|before|earlier|in front,NA
passing,pass,NOUN,14,pass,base on balls|bye|crack|fling|flip|go|head|laissez passer|liberty chit|mountain pass|notch|offer|pass|passing|passing game|passing play|passport|qualifying|strait|straits|toss|walk|whirl,accomplishment|achievement|leave|leave of absence|football play|location|permission|flight|flying|situation|juncture|occasion|cycle|oscillation|concession|conceding|yielding|license|licence|permit|ticket|attempt|effort|endeavor|endeavour|try|throw|success
appropriate,appropriate,ADJ,14,appropri,appropriate,
servers,server,NOUN,14,server,host|server|waiter,dining-room attendant|restaurant attendant|player|participant|computer|computing machine|computing device|data processor|electronic computer|information processing system|utensil
especially,especially,ADV,14,especi,especially|particularly|peculiarly|specially,
when,when,ADV,14,when,,NA
large,large,ADJ,14,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),
numbers,number,NOUN,14,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
forwarded,forward,VERB,14,forward,forward|send on,transport|send|ship
validates,validate,NOUN,15,valid,,NA
request,request,NOUN,15,request,asking|petition|postulation|request,message|content|subject matter|substance|speech act
based,base,VERB,15,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
keyword,keyword,NOUN,15,keyword,,NA
therefore,therefore,ADV,15,therefor,consequently|hence|so|thence|therefore|thus,NA
websites,websites,NOUN,15,websit,,NA
