token,lemma,upos,clique,stem,synonyms,hypernyms
elementary,elementary,ADJ,2,elementari,basal|elemental|elementary|primary|simple|uncomplicated|unproblematic,
items,item,NOUN,2,item,detail|item|particular|point|token,part|portion|component part|component|constituent|whole|unit|fact|symbol
phonemes,phoneme,NOUN,2,phonem,phoneme,phone|speech sound|sound
letters,letter,NOUN,2,letter,alphabetic character|letter|letter of the alphabet|missive|varsity letter,text|textual matter|document|character|graph|grapheme|graphic symbol|owner|proprietor|literal interpretation|award|accolade|honor|honour|laurels
allow,allow,VERB,2,allow,admit|allow|allow for|appropriate|countenance|earmark|give up|grant|leave|let|permit|provide|reserve|set aside|take into account|tolerate,NA
create,create,VERB,2,creat,create|make|produce,act|move|appoint|charge|make|create
more,more,ADJ,2,more,more than|more(a),
complex,complex,NOUN,2,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
elements,element,NOUN,2,element,chemical element|component|constituent|element|factor|ingredient,part|section|division|portion|substance|environment|environs|surroundings|surround|situation|state of affairs|straight line
words,word,NOUN,2,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
form,form,NOUN,3,form,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast
references,reference,NOUN,3,refer,acknowledgment|address|book of facts|character|character reference|citation|cite|computer address|consultation|credit|denotation|extension|mention|point of reference|quotation|reference|reference book|reference point|reference work|source,remark|comment|input|note|annotation|notation|indicator|book|recommendation|testimonial|good word|meaning|substance|action|publication|code|computer code
human,human,ADJ,3,human,human,
name,name,NOUN,3,name,epithet|figure|gens|name|public figure,language unit|linguistic unit|repute|reputation|family|family line|folk|kinfolk|kinsfolk|sept|phratry|important person|influential person|personage|sanction|defamation|calumny|calumniation|obloquy|traducement|hatchet job
describe,describe,VERB,3,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
however,however,ADV,4,howev,all the same|at the same time|even so|however|nevertheless|nonetheless|notwithstanding|still|withal|yet,NA
words,word,NOUN,4,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
alone,alone,ADV,4,alon,alone|entirely|exclusively|only|solely|solo|unaccompanied,
do,do,VERB,4,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA
constitute,constitute,NOUN,4,constitut,,NA
whole,whole,ADJ,4,whole,hale|solid|unanimous|unharmed|unhurt|unscathed|whole,
essence,essence,NOUN,4,essenc,burden|center|centre|core|effect|essence|gist|heart|heart and soul|inwardness|kernel|marrow|meat|nitty-gritty|nub|perfume|pith|substance|sum,content|cognitive content|mental object|substance|meaning|significance|signification|import|toiletry|toilet articles
language,language,NOUN,4,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
complex,complex,NOUN,4,complex,building complex|complex|composite|coordination compound,whole|compound|chemical compound|feeling|structure|construction
entity,entity,NOUN,4,entiti,entity,
here,here,ADV,4,here,here|hither,NA
sentence,sentence,NOUN,4,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term
sentential,sentential,ADJ,5,sententi,sentential,
structure,structure,NOUN,5,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
standard,standard,ADJ,5,standard,received|standard|stock,
feature,feature,NOUN,5,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product
almost,almost,ADV,5,almost,about|almost|most|near|nearly|nigh|virtually|well-nigh,NA
written,write,VERB,5,write,compose|drop a line|indite|pen|save|spell|write,create verbally|communicate|intercommunicate|correspond|make|create|trace|draw|line|describe|delineate|record|tape|create by mental act|create mentally
languages,language,NOUN,5,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
only,only,ADV,6,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA
level,level,NOUN,6,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction
semantics,semantic,NOUN,6,semant,,NA
whole,whole,ADJ,6,whole,hale|solid|unanimous|unharmed|unhurt|unscathed|whole,
richness,richness,NOUN,6,rich,affluence|cornucopia|fertility|fullness|grandness|impressiveness|magnificence|mellowness|profuseness|profusion|prolificacy|rankness|richness,abundance|copiousness|teemingness|wealth|wealthiness|property|value|fruitfulness|fecundity|shade|tint|tincture|tone|excellence
variety,variety,NOUN,6,varieti,assortment|change|diverseness|diversity|form|kind|miscellanea|miscellany|mixed bag|mixture|motley|multifariousness|potpourri|salmagundi|smorgasbord|sort|variety|variety show,collection|aggregation|accumulation|assemblage|heterogeneity|heterogeneousness|taxonomic group|taxonomic category|taxon|show|category|difference
carriers,carrier,NOUN,6,carrier,aircraft carrier|attack aircraft carrier|bearer|carrier|carrier wave|common carrier|flattop|immune carrier|letter carrier|mail carrier|mailman|newsboy|postman|toter,traveler|traveller|self-propelled vehicle|warship|war vessel|combat ship|chemical|chemical substance|business|concern|business concern|business organization|business organisation|radio wave|radio emission|radio radiation|deliveryman|delivery boy|deliverer|immune|vector|transmitter|rack|organism|being
emerges,emerge,NOUN,6,emerg,,NA
words,word,NOUN,6,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
phrases,phrase,NOUN,6,phrase,idiom|idiomatic expression|musical phrase|phrasal idiom|phrase|set phrase,construction|grammatical construction|expression|passage|musical passage|saying|locution|dancing|dance|terpsichore|saltation
clauses,clause,NOUN,6,claus,article|clause,construction|grammatical construction|expression|section|subdivision
punctuation,punctuation,NOUN,6,punctuat,punctuation|punctuation mark,interruption|break|mark|grouping
written,write,VERB,6,write,compose|drop a line|indite|pen|save|spell|write,create verbally|communicate|intercommunicate|correspond|make|create|trace|draw|line|describe|delineate|record|tape|create by mental act|create mentally
language,language,NOUN,6,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
statistical,statistical,ADJ,7,statist,statistical,
analyses,analysis,NOUN,7,analysi,analysis|analytic thinking|depth psychology|psychoanalysis,investigation|investigating|reasoning|logical thinking|abstract thought|criticism|literary criticism|expressive style|style|calculus|infinitesimal calculus|psychotherapy
language,language,NOUN,7,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
samples,sample,NOUN,7,sampl,sample|sample distribution|sampling,example|illustration|instance|representative|distribution|statistical distribution|natural object
carried,carry,VERB,7,carri,acquit|bear|behave|carry|channel|comport|conduct|contain|convey|deport|dribble|expect|express|extend|gestate|have a bun in the oven|hold|impart|pack|persuade|post|run|stock|stockpile|sway|take|transmit|transport,move|displace|have|feature|bring|convey|take|communicate|intercommunicate|hold|support|sustain|hold up|include|effect|continue|imply|involve|win|carry|bear|act|have got|circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread|diffuse|disperse|pass around|hit|pass on|pass|pass along|put across|range|keep|maintain|influence|act upon|work|compensate|counterbalance|correct|make up|even out|even off|even up|promote|advance|boost|further|encourage|appropriate|capture|seize|conquer|transfer|shift|follow|grow|raise|farm|produce|propel|impel|hit the bottle|drink|booze|fuddle|nourish|nurture|travel|go|locomote|obtain|perform|execute|do|give birth|deliver|birth
out,out,ADV,7,out,away|out,NA
since,since,ADV,7,sinc,,NA
over,over,ADV,7,over,all over|o'er|over,NA
century,century,NOUN,7,centuri,100|C|century|hundred|one C,time period|period of time|period|large integer
ago,ago,ADV,7,ago,ago,NA
revealed,revealead,VERB,7,revealead,,NA
existence,existence,NOUN,7,exist,being|beingness|cosmos|creation|existence|face of the earth|macrocosm|universe|world,state|natural object
laws,law,NOUN,7,law,constabulary|jurisprudence|law|law of nature|legal philosophy|natural law|police|police force|practice of law,collection|aggregation|accumulation|assemblage|legal document|legal instrument|official document|instrument|concept|conception|construct|philosophy|learned profession|force|personnel|law enforcement agency
describe,describe,VERB,7,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark
quantitatively,quantitatively,ADV,7,quantit,quantitatively,
classical,classical,ADJ,8,classic,classic|classical|Graeco-Roman|Greco-Roman,
statistical,statistical,ADJ,8,statist,statistical,
study,study,NOUN,8,studi,bailiwick|cogitation|discipline|field|field of study|report|sketch|study|subject|subject area|subject field|survey|work|written report,examination|scrutiny|learning|acquisition|document|written document|papers|concentration|engrossment|absorption|immersion|room|knowledge domain|knowledge base|domain|drawing|contemplation|reflection|reflexion|rumination|musing|thoughtfulness|memorizer|memoriser|musical composition|opus|composition|piece|piece of music
comprises,comprise,NOUN,8,compris,,NA
others,other,NOUN,8,other,,NA
empirical,empirical,ADJ,8,empir,empiric|empirical,
word,word,NOUN,8,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
frequency,frequency,NOUN,8,frequenc,absolute frequency|frequence|frequency|oftenness|relative frequency,rate|ratio|cardinal number|cardinal
distribution,distribution,NOUN,8,distribut,dispersion|distribution|statistical distribution,arrangement|organization|organisation|system|spacing|spatial arrangement|act|deed|human action|human activity|commerce|commercialism|mercantilism
compared,compare,VERB,8,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
power,power,NOUN,8,power,ability|baron|big businessman|business leader|electrical energy|electricity|exponent|force|great power|index|king|magnate|major power|might|mightiness|mogul|office|power|powerfulness|superpower|top executive|tycoon|world power,quality|physical phenomenon|cognition|knowledge|noesis|state|causal agent|cause|causal agency|mathematical notation|strength|nation|country|land|commonwealth|res publica|body politic|energy|free energy|businessman|man of affairs
law,law,NOUN,8,law,constabulary|jurisprudence|law|law of nature|legal philosophy|natural law|police|police force|practice of law,collection|aggregation|accumulation|assemblage|legal document|legal instrument|official document|instrument|concept|conception|construct|philosophy|learned profession|force|personnel|law enforcement agency
model,model,NOUN,8,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation
known,know,VERB,8,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think
as,as,ADV,8,a,as|equally|every bit,
zipf,zipf,NOUN,8,zipf,,NA
generalized,generalize,VERB,8,gener,extrapolate|generalise|generalize|infer|popularise|popularize|vulgarise|vulgarize,reason|reason out|conclude|talk|speak|utter|mouth|verbalize|verbalise|circulate|circularize|circularise|distribute|disseminate|propagate|broadcast|spread|diffuse|disperse|pass around
form,form,NOUN,8,form,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast
functional,functional,ADJ,8,function,functional|operable|operational|operative|running(a)|usable|useable|working(a),
relation,relation,NOUN,8,relat,carnal knowledge|coition|coitus|copulation|intercourse|recounting|relation|relation back|relative|sex act|sexual congress|sexual intercourse|sexual relation|telling,abstraction|abstract entity|sexual activity|sexual practice|sex|sex activity|person|individual|someone|somebody|mortal|soul|narration|recital|yarn|legal principle|judicial principle|judicial doctrine|dealings|traffic
length,length,NOUN,8,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment
text,text,NOUN,8,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book
number,number,NOUN,8,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product
unique,unique,ADJ,8,uniqu,alone(p)|singular|unequaled|unequalled|unique|unique(p)|unparalleled,
words,word,NOUN,8,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
used,use,VERB,8,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
compose,compose,VERB,8,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan
modelled,modell,VERB,8,model,,NA
heaps,heap,NOUN,8,heap,agglomerate|batch|bus|cumulation|cumulus|deal|flock|good deal|great deal|hatful|heap|jalopy|lot|mass|mess|mickle|mint|mound|mountain|muckle|passel|peck|pile|plenty|pot|quite a little|raft|sight|slew|spate|stack|tidy sum|wad,collection|aggregation|accumulation|assemblage|large indefinite quantity|large indefinite amount|car|auto|automobile|machine|motorcar|dysphemism
relatively,relatively,ADV,9,rel,comparatively|relatively,
new,new,ADJ,9,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,
approach,approach,NOUN,9,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing
description,description,NOUN,9,descript,description|verbal description,statement|speech act|kind|sort|form|variety
language,language,NOUN,9,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word
network,network,NOUN,9,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
formalism,formalism,NOUN,9,formal,formalism,doctrine|philosophy|philosophical system|school of thought|ism|philosophical doctrine|philosophical theory|practice|pattern
others,other,NOUN,9,other,,NA
reveals,reveals,NOUN,9,reveal,,NA
certain,certain,ADJ,9,certain,certain|certain(a)|certain(p)|sealed|sure,
representations,representation,NOUN,9,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity
lexical,lexical,ADJ,9,lexic,lexical,
structure,structure,NOUN,9,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme
texts,texts,NOUN,9,text,,NA
word,word,NOUN,9,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
occurrence,occurrence,NOUN,9,occurr,happening|natural event|occurrence|occurrent,event|presence
belong,belong,VERB,9,belong,belong|belong to|go,be
scale,scale,NOUN,9,scale,exfoliation|graduated table|musical scale|ordered series|plate|scale|scale leaf|scale of measurement|scurf|shell|weighing machine,standard|criterion|measure|touchstone|magnitude relation|quantitative relation|proportion|leaf|leafage|foliage|bit|chip|flake|fleck|scrap|musical notation|measuring instrument|measuring system|measuring device|indicator|shield|covering|natural covering|cover
free,free,ADJ,9,free,barren|complimentary|costless|destitute|detached|devoid|free|gratis(p)|gratuitous|innocent|liberal|loose|spare,
class,class,NOUN,9,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance
similar,similar,ADJ,9,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,
semantic,semantic,ADJ,9,semant,semantic,
networks,network,NOUN,9,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile
constructed,construct,VERB,9,construct,build|construct|fabricate|make|manufacture|reconstruct|retrace,make|create|trace|draw|line|describe|delineate|create by mental act|create mentally|speculate|theorize|theorise|conjecture|hypothesize|hypothesise|hypothecate|suppose
based,base,VERB,9,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs
meaning,mean,VERB,9,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA
words,word,NOUN,9,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
writing,write,NOUN,10,write,,NA
requires,require,NOUN,10,requir,,NA
use,use,VERB,10,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move
punctuation,punctuation,NOUN,10,punctuat,punctuation|punctuation mark,interruption|break|mark|grouping
otherwise,otherwise,ADV,10,otherwis,differently|otherwise,NA
expressions,expressions,NOUN,10,express,,NA
ambiguous,ambiguous,ADJ,10,ambigu,ambiguous|equivocal,
deceptive,deceptive,ADJ,10,decept,deceptive|delusory|misleading,
punctuation,punctuation,NOUN,11,punctuat,punctuation|punctuation mark,interruption|break|mark|grouping
also,also,ADV,11,also,also|as well|besides|likewise|too,NA
allows,allow,NOUN,11,allow,,NA
denote,denote,NOUN,11,denot,,NA
separate,separate,ADJ,11,separ,disjoined|freestanding|separate,
logical,logical,ADJ,11,logic,coherent|consistent|legitimate|logical|lucid|ordered,
units,unit,NOUN,11,unit,building block|social unit|unit|unit of measurement|whole,definite quantity|part|portion|component part|component|constituent|organization|organisation|whole|thing|object|physical object
compound,compound,NOUN,11,compound,chemical compound|compound,whole|chemical|chemical substance|enclosure
message,message,NOUN,11,messag,content|message|subject matter|substance,communication
divided,divide,VERB,11,divid,carve up|dissever|disunite|divide|fraction|part|separate|split|split up,change integrity|calculate|cipher|cypher|compute|work out|reckon|figure|change|move|displace
perspective,perspective,NOUN,12,perspect,linear perspective|perspective|position|view,orientation|appearance|visual aspect
punctuation,punctuation,NOUN,12,punctuat,punctuation|punctuation mark,interruption|break|mark|grouping
marks,marnks,NOUN,12,marnk,,NA
more,more,ADJ,12,more,more than|more(a),
merely,merely,ADV,12,mere,but|just|merely|only|simply,
technical,technical,ADJ,12,technic,expert|mechanical|mechanically skillful|proficient|technical|technological,
signs,sign,NOUN,12,sign,augury|foretoken|house|mansion|mark|planetary house|polarity|preindication|sign|sign of the zodiac|signal|signaling|signboard|star sign,clue|clew|cue|communication|structure|construction|region|part|evidence|grounds|opposition|oppositeness|experience|gesture|motion|language unit|linguistic unit|mathematical notation
serving,serive,VERB,12,seriv,,NA
allow,allow,VERB,12,allow,admit|allow|allow for|appropriate|countenance|earmark|give up|grant|leave|let|permit|provide|reserve|set aside|take into account|tolerate,NA
reader,reader,NOUN,12,reader,lector|lecturer|proofreader|reader|referee|reviewer|subscriber,scholar|scholarly person|bookman|student|customer|client|literate|literate person|critic|printer|pressman|clergyman|reverend|man of the cloth|Holy Order|Order|educator|pedagogue|pedagog|textbook|text|text edition|schoolbook|school text
comprehend,comprehend,NOUN,12,comprehend,,NA
consecutive,consecutive,ADJ,12,consecut,back-to-back|consecutive|sequent|sequential|serial|straight|successive,
pieces,piece,NOUN,12,piec,art object|bit|composition|firearm|man|musical composition|objet d'art|opus|part|patch|piece|piece of music|slice|small-arm|spell|while,part|portion|item|thing|music|case|instance|example|creation|gun|helping|serving|distance|work of art|time|share|percentage|game equipment
texts,texts,NOUN,12,text,,NA
easily,easily,ADV,12,easili,easily|easy|well,NA
put,put,VERB,13,put,arrange|assign|cast|commit|couch|frame|invest|lay|order|place|pose|position|put|redact|set|set up,move|displace|change|alter|modify|give voice|formulate|word|phrase|articulate|use|utilize|utilise|apply|employ|spend|expend|drop|estimate|gauge|approximate|guess|judge|subject|arrange|set|organize|organise
words,word,NOUN,13,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text
also,also,ADV,13,also,also|as well|besides|likewise|too,NA
acquire,acquire,VERB,13,acquir,acquire|adopt|assume|develop|evolve|gain|get|grow|larn|learn|produce|take|take on|win,change|situate|locate|get|acquire
meaning,mean,VERB,13,mean,entail|have in mind|imply|intend|mean|signify|stand for|think|think of,NA
become,become,VERB,13,becom,become|get|go|suit|turn,change state|turn|transform|transmute|metamorphose|fancify|beautify|embellish|prettify
less,less,ADJ,13,less,less|less(a),
example,example,NOUN,13,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
playing,play,VERB,13,plai,act|act as|bet|bring|dally|diddle|encounter|fiddle|flirt|make for|meet|play|playact|recreate|represent|roleplay|run|spiel|take on|toy|trifle|wager|work|wreak,NA
mainly,mainly,ADV,13,mainli,chiefly|in the main|mainly|primarily|principally,
grammatical,grammatical,ADJ,13,grammat,grammatic|grammatical|well-formed,
role,role,NOUN,13,role,character|function|office|part|persona|purpose|role|theatrical role|use,duty|portrayal|characterization|enactment|personation|utility|usefulness|activity
as,as,ADV,13,a,as|equally|every bit,
conjunctions,conjunctions,NOUN,13,conjunct,,NA
articles,article,NOUN,13,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative
example,example,NOUN,14,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson
even,even,ADV,14,even,even|still|yet,NA
though,though,ADV,14,though,though,NA
full,full,ADJ,14,full,broad(a)|entire|full|full(a)|good|replete(p)|total|wide|wide-cut,
