token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
called,call,VERB,118,call,address|anticipate|be known as|bid|call|call in|call off|call up|cry|forebode|foretell|holler|hollo|know as|name|phone|predict|prognosticate|promise|ring|scream|send for|shout|shout out|squall|telephone|visit|yell,label|telecommunicate|utter|emit|let out|let loose|order|tell|enjoin|say|meet|get together|request|ask for|bespeak|call for|quest|read|postpone|prorogue|hold over|put over|table|shelve|set back|defer|remit|put off|address|turn to|stop|stop over|demand|exact|play|indicate|guess|venture|pretend|hazard|ask|require|expect|challenge|dispute|gainsay|declare|adjudge|hold|entice|lure|tempt|see|consider|reckon|view|regard|awaken|wake|waken|rouse|wake up|arouse,S0020025508004520,S0020025508004520_118
cut,cut,VERB,118,cut,abbreviate|abridge|bring down|burn|contract|curve|cut|cut back|cut down|cut off|dilute|disregard|edit|edit out|foreshorten|geld|hack|ignore|issue|make out|prune|rationalise|rationalize|reduce|sheer|shorten|skip|slew|slue|snub|swerve|switch off|tailor|thin|thin out|trend|trim|trim back|trim down|turn off|turn out|veer|write out,separate|disunite|divide|part|decrease|lessen|minify|turn|free|discharge|make|create|design|hit|write|change|alter|modify|miss|cope|get by|make out|make do|contend|grapple|deal|manage|look|appear|seem|move|pass|transit|pass through|move through|pass across|pass over|switch|shift|stop|record|tape|produce|perform|execute|do|function|work|operate|go|run|be|shuffle|ruffle|mix|throw|flip|reap|harvest|glean|fell|drop|strike down|cut down|penetrate|perforate|treat|handle|do by|shorten|extinguish|eliminate|get rid of|do away with|dissolve|resolve|break up|interrupt|disrupt|cut off|weaken|grow|develop|get|acquire|emasculate|castrate|demasculinize|demasculinise,S0020025508004520,S0020025508004520_118
cn,cn,NOUN,205,cn,NA,NA,S0020025508004520,S0020025508004520_205
voting,voting,NOUN,205,vote,ballot|balloting|vote|voting,choice|selection|option|pick,S0020025508004520,S0020025508004520_205
again,again,ADV,205,again,again|once again|once more|over again,NA,S0020025508004520,S0020025508004520_205
best,best,ADJ,205,best,best|best(p)|better(p),NA,S0020025508004520,S0020025508004520_205
systems,systems,NOUN,205,system,NA,NA,S0020025508004520,S0020025508004520_205
average,average,NOUN,205,averag,average|norm,statistic|ratio|scale value,S0020025508004520,S0020025508004520_205
score,score,NOUN,205,score,account|grade|grievance|grudge|mark|musical score|score|scotch|sexual conquest,evaluation|valuation|rating|sheet music|number|set|reason|ground|fact|debt|incision|scratch|prick|slit|dent|resentment|bitterness|gall|rancor|rancour|success|seduction|conquest,S0020025508004520,S0020025508004520_205
worth,worth,ADJ,236,worth,deserving|worth(p),NA,S0020025508004520,S0020025508004520_236
pointing,point,VERB,236,point,aim|bespeak|betoken|channelise|channelize|charge|designate|direct|guide|head|indicate|level|luff|maneuver|manoeuver|manoeuvre|orient|place|point|repoint|sharpen|show|signal|steer|taper|target,inform|lie|aim|take|train|take aim|direct|control|command|tell|sail|tag|label|mark|be|indicate|point|designate|show|change shape|change form|deform|repair|mend|fix|bushel|doctor|furbish up|restore|touch on,S0020025508004520,S0020025508004520_236
out,out,ADV,236,out,away|out,NA,S0020025508004520,S0020025508004520_236
new,new,ADJ,236,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,NA,S0020025508004520,S0020025508004520_236
experiments,experiment,NOUN,236,experi,experiment|experimentation,scientific research|research project|inquiry|enquiry|research|venture,S0020025508004520,S0020025508004520_236
only,only,ADV,236,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025508004520,S0020025508004520_236
able,able,ADJ,236,abl,able|able-bodied|capable,NA,S0020025508004520,S0020025508004520_236
compare,compare,VERB,236,compar,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect,S0020025508004520,S0020025508004520_236
cn,cn,NOUN,236,cn,NA,NA,S0020025508004520,S0020025508004520_236
summ,summ,NOUN,236,summ,NA,NA,S0020025508004520,S0020025508004520_236
baseline,baseline,NOUN,236,baselin,baseline|service line,standard|criterion|measure|touchstone|line,S0020025508004520,S0020025508004520_236
systems,systems,NOUN,236,system,NA,NA,S0020025508004520,S0020025508004520_236
namely,namely,ADV,236,name,namely|that is to say|to wit|videlicet|viz.,NA,S0020025508004520,S0020025508004520_236
top,top,ADJ,236,top,top(a),NA,S0020025508004520,S0020025508004520_236
indeed,indeed,ADV,263,inde,indeed|so,NA,S0020025508004520,S0020025508004520_263
twoseven,twoseven,ADV,263,twoseven,NA,NA,S0020025508004520,S0020025508004520_263
out,out,ADV,263,out,away|out,NA,S0020025508004520,S0020025508004520_263
correlations,correlation,NOUN,263,correl,coefficient of correlation|correlation|correlation coefficient|correlational statistics|correlativity,reciprocality|reciprocity|parametric statistic|statistics,S0020025508004520,S0020025508004520_263
occur,occur,NOUN,263,occur,NA,NA,S0020025508004520,S0020025508004520_263
strategies,strategy,NOUN,263,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_263
numbers,number,NOUN,263,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_263
computed,compute,VERB,263,comput,calculate|cipher|compute|cypher|figure|reckon|work out,reason,S0020025508004520,S0020025508004520_263
disregarding,disregarde,VERB,263,disregard,NA,NA,S0020025508004520,S0020025508004520_263
symmetry,symmetry,NOUN,263,symmetri,balance|correspondence|isotropy|proportion|symmetricalness|symmetry,spatial property|spatiality|balance|equilibrium|equipoise|counterbalance|property,S0020025508004520,S0020025508004520_263
correlation,correlation,NOUN,263,correl,coefficient of correlation|correlation|correlation coefficient|correlational statistics|correlativity,reciprocality|reciprocity|parametric statistic|statistics,S0020025508004520,S0020025508004520_263
matrix,matrix,NOUN,263,matrix,ground substance|intercellular substance|matrix,array|rock|stone|enclosure|natural enclosure|body substance|animal tissue|mold|mould|cast,S0020025508004520,S0020025508004520_263
x,x,NOUN,89,x,10|Adam|cristal|decade|disco biscuit|ecstasy|ex|go|hug drug|ten|tenner|x|X|XTC,large integer|letter|letter of the alphabet|alphabetic character|methylenedioxymethamphetamine|MDMA,S0020025514004137,S0020025514004137_89
do,do,VERB,89,do,act|answer|arrange|behave|cause|coif|coiffe|coiffure|come|do|dress|execute|exercise|fare|get along|make|make out|manage|perform|practice|practise|serve|set|suffice,NA,S0020025514004137,S0020025514004137_89
remove,remove,VERB,89,remov,absent|bump off|dispatch|get rid of|hit|move out|murder|off|polish off|remove|slay|take|take away|take out|transfer|withdraw,transfer|shift|disappear|vanish|go away|kill,S0020025514004137,S0020025514004137_89
redundant,redundant,ADJ,89,redund,excess|extra|pleonastic|redundant|spare|supererogatory|superfluous|supernumerary|surplus|tautologic|tautological,NA,S0020025514004137,S0020025514004137_89
vectors,vector,NOUN,89,vector,transmitter|vector,variable|variable quantity|straight line|agent|virus,S0020025514004137,S0020025514004137_89
supervised,supervise,VERB,1,supervis,manage|monitor|oversee|superintend|supervise,administer|administrate|observe,S0020025514009608,S0020025514009608_1
data,data,NOUN,1,data,data|information,collection|aggregation|accumulation|assemblage,S0020025514009608,S0020025514009608_1
classification,classification,NOUN,1,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0020025514009608,S0020025514009608_1
given,give,VERB,1,give,afford|apply|break|cave in|chip in|collapse|commit|consecrate|contribute|dedicate|devote|ease up|establish|fall in|feed|founder|generate|gift|give|give way|grant|hand|have|hold|impart|kick in|leave|make|move over|open|pass|pass on|pay|present|reach|render|return|sacrifice|throw|turn over|yield,supply|provide|render|furnish|transfer|state|say|tell|communicate|intercommunicate|direct|make|create|think|cogitate|cerebrate|produce|pass|hand|reach|pass on|turn over|give|utter|emit|let out|let loose|release|relinquish|resign|free|give up|use|utilize|utilise|apply|employ|administer|dispense|distribute|mete out|deal|parcel out|lot|shell out|deal out|dish out|allot|dole out|move|ply|cater|change|estimate|gauge|approximate|guess|judge|execute|compensate|recompense|repair|indemnify|show|perform|stretch|toast|drink|pledge|salute|wassail|accord|grant|express|evince|submit|lead|permit|allow|let|countenance|inflict|bring down|visit|impose|happen|hap|go on|pass off|occur|fall out|come about|take place|accept|consent|go for|offer|proffer,S0020025514009608,S0020025514009608_1
training,training,NOUN,1,train,breeding|education|grooming|preparation|training,activity|upbringing,S0020025514009608,S0020025514009608_1
set,set,VERB,1,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514009608,S0020025514009608_1
map,map,NOUN,1,map,function|map|mapping|mathematical function|single-valued function,representation|mathematical relation,S0020025514009608,S0020025514009608_1
input,input,NOUN,1,input,comment|input|input signal|remark|stimulant|stimulation|stimulus,signal|signaling|sign|statement|information|component|constituent|element,S0020025514009608,S0020025514009608_1
corresponding,correspond,NOUN,1,correspond,NA,NA,S0020025514009608,S0020025514009608_1
desired,desire,VERB,1,desir,desire|hope|trust|want,wish|request|ask for|bespeak|call for|quest,S0020025514009608,S0020025514009608_1
output,output,NOUN,1,output,end product|output|output signal|outturn|production|turnout|yield,product|production|signal|signaling|sign|indefinite quantity,S0020025514009608,S0020025514009608_1
estimated,estimate,VERB,1,estim,approximate|calculate|count on|estimate|figure|forecast|gauge|guess|judge|reckon,calculate|cipher|cypher|compute|work out|reckon|figure|evaluate|pass judgment|judge,S0020025514009608,S0020025514009608_1
example,example,NOUN,54,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025514009608,S0020025514009608_54
occurs,occur,NOUN,54,occur,NA,NA,S0020025514009608,S0020025514009608_54
tourist,tourist,NOUN,54,tourist,holidaymaker|tourer|tourist,traveler|traveller,S0020025514009608,S0020025514009608_54
walk,walk,VERB,54,walk,take the air|walk,travel|go|move|locomote|accompany|score|hit|tally|rack up|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|play|behave|comport|consociate|associate|pace|compel|oblige|obligate,S0020025514009608,S0020025514009608_54
method,method,NOUN,54,method,method|method acting,know-how|acting|playing|playacting|performing,S0020025514009608,S0020025514009608_54
presents,present,NOUN,54,present,nowadays|present|present tense,time|gift|tense,S0020025514009608,S0020025514009608_54
class,class,NOUN,54,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_54
dependent,dependent,ADJ,54,depend,dependant|dependent|drug-addicted|hooked|pendant|pendent|qualified|strung-out|subject|subordinate,NA,S0020025514009608,S0020025514009608_54
critical,critical,ADJ,54,critic,critical|decisive|vital,NA,S0020025514009608,S0020025514009608_54
memory,memory,NOUN,54,memori,computer memory|computer storage|memory|memory board|remembering|retention|retentiveness|retentivity|storage|store,representation|mental representation|internal representation|basic cognitive process|faculty|mental faculty|module|memory device|storage device|hardware|computer hardware|cognitive psychology,S0020025514009608,S0020025514009608_54
length,length,NOUN,54,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_54
where,where,ADV,54,where,NA,NA,S0020025514009608,S0020025514009608_54
values,value,NOUN,54,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025514009608,S0020025514009608_54
larger,larger,ADJ,54,larger,bigger|larger,NA,S0020025514009608,S0020025514009608_54
point,point,NOUN,54,point,breaker point|compass point|decimal point|degree|detail|distributor point|dot|full point|full stop|gunpoint|head|item|level|peak|percentage point|period|point|point in time|pointedness|power point|spot|stage|stop|tip,component|constituent|element|factor|ingredient|location|meaning|significance|signification|import|fact|state|measure|quantity|amount|aim|object|objective|target|convex shape|convexity|disk|disc|saucer|unit of measurement|unit|promontory|headland|head|foreland|part|portion|component part|relevance|relevancy|characteristic|end|terminal|direction|linear unit|linear measure|loan|punctuation|punctuation mark|mark|mathematical notation|taper|gun muzzle|muzzle|wall socket|wall plug|electric outlet|electrical outlet|outlet|electric receptacle|contact|tangency,S0020025514009608,S0020025514009608_54
provide,provide,VERB,54,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set,S0020025514009608,S0020025514009608_54
changes,change,NOUN,54,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference,S0020025514009608,S0020025514009608_54
behaviors,behavior,NOUN,54,behavior,behavior|behaviour|conduct|demeanor|demeanour|deportment|doings,activity|action|activeness|trait,S0020025514009608,S0020025514009608_54
transient,transient,NOUN,54,transient,transient,traveler|traveller|oscillation|vibration,S0020025514009608,S0020025514009608_54
cycle,cycle,NOUN,54,cycl,bicycle|bike|cps|cycle|cycle per second|cycles/second|hertz|Hz|oscillation|rhythm|round|wheel,time interval|interval|series|repeat|repetition|rate|periodic event|recurrent event|wheeled vehicle,S0020025514009608,S0020025514009608_54
lengths,length,NOUN,54,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_54
likewise,likewise,ADV,136,likewis,alike|also|as well|besides|likewise|similarly|too,NA,S0020025514009608,S0020025514009608_136
before,before,ADV,136,befor,ahead|before|earlier|in front,NA,S0020025514009608,S0020025514009608_136
idea,idea,NOUN,136,idea,approximation|estimate|estimation|idea|melodic theme|mind|musical theme|theme|thought,content|cognitive content|mental object|purpose|intent|intention|aim|design|opinion|sentiment|persuasion|view|thought|calculation|computation|figuring|reckoning|tune|melody|air|strain|melodic line|line|melodic phrase,S0020025514009608,S0020025514009608_136
formalized,formalize,VERB,136,formal,formalise|formalize|validate,declare|adjudge|hold|authorize|authorise|pass|clear,S0020025514009608,S0020025514009608_136
as,as,ADV,136,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_136
follows,follow,VERB,136,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025514009608,S0020025514009608_136
model,model,NOUN,249,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation,S0020025514009608,S0020025514009608_249
selection,selection,NOUN,249,select,choice|excerpt|excerption|extract|natural selection|option|pick|selection|survival|survival of the fittest,action|assortment|mixture|mixed bag|miscellany|miscellanea|variety|salmagundi|smorgasbord|potpourri|motley|decision making|deciding|natural process|natural action|activity|passage,S0020025514009608,S0020025514009608_249
completed,complete,VERB,249,complet,complete|discharge|dispatch|fill in|fill out|finish|make out|nail,end|terminate|fill|fill up|make full|carry through|accomplish|execute|carry out|action|fulfill|fulfil|play,S0020025514009608,S0020025514009608_249
start,start,VERB,249,start,begin|bug out|bulge|bulge out|come out|commence|depart|embark on|get|get down|get going|go|initiate|jump|lead off|originate|part|pop|pop out|protrude|set about|set forth|set off|set out|start|start out|start up|startle|take off|take up,leave|go forth|go away|make|create|begin|lead off|start|commence|move|play|be|act|change shape|change form|deform,S0020025514009608,S0020025514009608_249
calibrating,calibrat,VERB,249,calibrat,NA,NA,S0020025514009608,S0020025514009608_249
level,level,NOUN,249,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_249
classifier,classifier,NOUN,249,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_249
compliance,compliance,NOUN,249,complianc,abidance|complaisance|compliance|compliancy|conformation|conformity|deference|obligingness|submission,cooperation|agreeableness|agreeability|group action,S0020025514009608,S0020025514009608_249
term,term,NOUN,249,term,condition|full term|strings|term|terminal figure|terminus,word|time period|period of time|period|statement|quantity|constituent|grammatical constituent|point|point in time|statue,S0020025514009608,S0020025514009608_249
as,as,ADV,249,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_249
follows,follow,VERB,249,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025514009608,S0020025514009608_249
suggests,suggest,VERB,317,suggest,advise|evoke|hint|intimate|paint a picture|propose|suggest,declare|convey|imply|express|show|evince,S0020025514009608,S0020025514009608_317
level,level,NOUN,317,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_317
order,order,NOUN,317,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,S0020025514009608,S0020025514009608_317
learning,learn,VERB,317,learn,acquire|ascertain|check|con|determine|discover|find out|get a line|get wind|get word|hear|instruct|larn|learn|memorise|memorize|pick up|read|see|study|take|teach|watch,study|hit the books|inform,S0020025514009608,S0020025514009608_317
help,help,VERB,317,help,aid|assist|avail|facilitate|help|help oneself|serve,support|back up|better|improve|amend|ameliorate|meliorate|serve|refrain|forbear|provide|supply|ply|cater|promote|advance|boost|further|encourage|exploit|work,S0020025514009608,S0020025514009608_317
even,even,ADV,317,even,even|still|yet,NA,S0020025514009608,S0020025514009608_317
situations,situation,NOUN,317,situat,berth|billet|office|place|position|post|site|situation|spot|state of affairs,state|condition|status|difficulty|position|place|occupation|business|job|line of work|line,S0020025514009608,S0020025514009608_317
low,low,ADJ,317,low,abject|blue|broken|crushed|depleted|depressed|dispirited|down in the mouth|down(p)|downcast|downhearted|gloomy|grim|humble|humbled|humiliated|low|low-down|low-pitched|low-spirited|low-toned|lowly|miserable|modest|scummy|scurvy|small,NA,S0020025514009608,S0020025514009608_317
classifier,classifier,NOUN,317,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_317
perform,perform,VERB,317,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025514009608,S0020025514009608_317
really,really,ADV,317,realli,actually|genuinely|in truth|rattling|real|really|truly|very,NA,S0020025514009608,S0020025514009608_317
moreover,moreover,ADV,353,moreov,furthermore|moreover|what is more,NA,S0020025514009608,S0020025514009608_353
more,more,ADJ,353,more,more than|more(a),NA,S0020025514009608,S0020025514009608_353
sophisticated,sophisticate,ADJ,353,sophist,NA,NA,S0020025514009608,S0020025514009608_353
network,network,NOUN,353,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025514009608,S0020025514009608_353
formation,formation,NOUN,353,format,constitution|establishment|formation|geological formation|organisation|organization|shaping,arrangement|fabrication|manufacture|manufacturing|beginning|start|commencement|object|physical object|placement|natural process|natural action|action|activity|creating by mental acts,S0020025514009608,S0020025514009608_353
techniques,techniques,NOUN,353,techniqu,NA,NA,S0020025514009608,S0020025514009608_353
such,such,ADJ,353,such,such(a),NA,S0020025514009608,S0020025514009608_353
as,as,ADV,353,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_353
adaptive,adaptive,ADJ,353,adapt,adaptative|adaptive,NA,S0020025514009608,S0020025514009608_353
class,class,NOUN,353,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_353
dependent,dependent,ADJ,353,depend,dependant|dependent|drug-addicted|hooked|pendant|pendent|qualified|strung-out|subject|subordinate,NA,S0020025514009608,S0020025514009608_353
k,k,PROPN,353,k,NA,NA,S0020025514009608,S0020025514009608_353
investigated,investigate,VERB,353,investig,enquire|inquire|investigate|look into,analyze|analyse|study|examine|canvass|probe,S0020025514009608,S0020025514009608_353
relatively,relatively,ADV,9,rel,comparatively|relatively,NA,S0020025516310283,S0020025516310283_9
new,new,ADJ,9,new,fresh|Modern|new|New|new(a)|novel|raw|unexampled|young,NA,S0020025516310283,S0020025516310283_9
approach,approach,NOUN,9,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing,S0020025516310283,S0020025516310283_9
description,description,NOUN,9,descript,description|verbal description,statement|speech act|kind|sort|form|variety,S0020025516310283,S0020025516310283_9
language,language,NOUN,9,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0020025516310283,S0020025516310283_9
network,network,NOUN,9,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025516310283,S0020025516310283_9
formalism,formalism,NOUN,9,formal,formalism,doctrine|philosophy|philosophical system|school of thought|ism|philosophical doctrine|philosophical theory|practice|pattern,S0020025516310283,S0020025516310283_9
others,other,NOUN,9,other,NA,NA,S0020025516310283,S0020025516310283_9
reveals,reveals,NOUN,9,reveal,NA,NA,S0020025516310283,S0020025516310283_9
certain,certain,ADJ,9,certain,certain|certain(a)|certain(p)|sealed|sure,NA,S0020025516310283,S0020025516310283_9
representations,representation,NOUN,9,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity,S0020025516310283,S0020025516310283_9
lexical,lexical,ADJ,9,lexic,lexical,NA,S0020025516310283,S0020025516310283_9
structure,structure,NOUN,9,structur,anatomical structure|bodily structure|body structure|complex body part|construction|social organisation|social organization|social structure|social system|structure,artifact|artefact|constitution|composition|physical composition|makeup|make-up|cognition|knowledge|noesis|body part|system|scheme,S0020025516310283,S0020025516310283_9
texts,texts,NOUN,9,text,NA,NA,S0020025516310283,S0020025516310283_9
word,word,NOUN,9,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025516310283,S0020025516310283_9
occurrence,occurrence,NOUN,9,occurr,happening|natural event|occurrence|occurrent,event|presence,S0020025516310283,S0020025516310283_9
belong,belong,VERB,9,belong,belong|belong to|go,be,S0020025516310283,S0020025516310283_9
