token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
showing,show,VERB,141,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025514009608,S0020025514009608_141
main,main,ADJ,141,main,chief(a)|independent|main(a)|master(a)|primary(a)|principal(a),NA,S0020025514009608,S0020025514009608_141
steps,step,NOUN,141,step,dance step|footfall|footmark|footprint|footstep|gradation|measure|pace|stair|step|stone's throw|stride|tone|whole step|whole tone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|indefinite quantity|locomotion|travel|support|rank|small indefinite quantity|small indefinite amount|sound|interval|musical interval|mark|print|block,S0020025514009608,S0020025514009608_141
training,training,NOUN,141,train,breeding|education|grooming|preparation|training,activity|upbringing,S0020025514009608,S0020025514009608_141
classification,classification,NOUN,141,classif,assortment|categorisation|categorization|classification|compartmentalisation|compartmentalization|sorting,grouping|arrangement|basic cognitive process|restriction|confinement,S0020025514009608,S0020025514009608_141
phases,phase,NOUN,141,phase,form|phase|phase angle|stage,time period|period of time|period|state of matter|state|point|point in time|appearance|visual aspect,S0020025514009608,S0020025514009608_141
respectively,respectivly,ADV,141,respectivli,NA,NA,S0020025514009608,S0020025514009608_141
motivations,motivation,NOUN,288,motiv,motivating|motivation|motive|need,psychological feature|condition|status|act|deed|human action|human activity,S0020025514009608,S0020025514009608_288
introducing,introduce,VERB,288,introduc,acquaint|bring in|bring out|enclose|enter|inaugurate|inclose|infix|innovate|insert|introduce|precede|preface|premise|present|put in|stick in|usher in,inform|initiate|pioneer|put|set|place|pose|position|lay|establish|give|attach|introduce|present|acquaint|project|propose|state|say|tell|begin|lead off|start|commence,S0020025514009608,S0020025514009608_288
novel,novel,NOUN,288,novel,novel,fiction|book|volume,S0020025514009608,S0020025514009608_288
level,level,NOUN,288,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_288
based,base,VERB,288,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025514009608,S0020025514009608_288
tourist,tourist,NOUN,288,tourist,holidaymaker|tourer|tourist,traveler|traveller,S0020025514009608,S0020025514009608_288
walks,walk,VERB,288,walk,take the air|walk,travel|go|move|locomote|accompany|score|hit|tally|rack up|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|play|behave|comport|consociate|associate|pace|compel|oblige|obligate,S0020025514009608,S0020025514009608_288
original,original,ADJ,288,origin,original,NA,S0020025514009608,S0020025514009608_288
classifier,classifier,NOUN,288,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_288
difficulty,difficulty,NOUN,288,difficulti,difficultness|difficulty|trouble,effort|elbow grease|exertion|travail|sweat|cognitive factor|condition|status|quality,S0020025514009608,S0020025514009608_288
setting,set,NOUN,288,set,band|bent|circle|curing|exercise set|hardening|lot|readiness|set|Set|Seth|solidification|solidifying|stage set,collection|aggregation|accumulation|assemblage|abstraction|abstract entity|exercise|exercising|physical exercise|physical exertion|workout|representation|social group|inclination|disposition|tendency|placement|location|locating|position|positioning|emplacement|playing period|period of play|play|natural process|natural action|action|activity|descent|cognitive state|state of mind|electronic equipment,S0020025514009608,S0020025514009608_288
weights,weight,NOUN,288,weight,exercising weight|free weight|system of weights|weight|weight unit|weightiness|weighting,physical property|sports equipment|importance|artifact|artefact|oppression|oppressiveness|system of measurement|metric|unit of measurement|unit|coefficient,S0020025514009608,S0020025514009608_288
networks,network,NOUN,288,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025514009608,S0020025514009608_288
measures,measure,NOUN,288,measur,amount|bar|beat|bill|cadence|criterion|measure|measurement|measuring|measuring rod|measuring stick|mensuration|meter|metre|quantity|standard|step|touchstone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|abstraction|abstract entity|legal document|legal instrument|official document|instrument|activity|system of measurement|metric|poetic rhythm|rhythmic pattern|prosody|musical notation|measuring instrument|measuring system|measuring device|container,S0020025514009608,S0020025514009608_288
example,example,NOUN,311,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025514009608,S0020025514009608_311
combination,combination,NOUN,311,combin,combination|combining|compounding,collection|aggregation|accumulation|assemblage|sequence|unit|social unit|alliance|coalition|alignment|alinement|mathematical process|mathematical operation|operation|change of integrity,S0020025514009608,S0020025514009608_311
use,use,VERB,311,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025514009608,S0020025514009608_311
low,low,ADJ,311,low,abject|blue|broken|crushed|depleted|depressed|dispirited|down in the mouth|down(p)|downcast|downhearted|gloomy|grim|humble|humbled|humiliated|low|low-down|low-pitched|low-spirited|low-toned|lowly|miserable|modest|scummy|scurvy|small,NA,S0020025514009608,S0020025514009608_311
classifiers,classifier,NOUN,311,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_311
argue,argue,VERB,22,argu,argue|contend|debate|fence|indicate|reason,present|represent|lay out|converse|discourse,S0020025516310283,S0020025516310283_22
results,result,NOUN,22,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025516310283,S0020025516310283_22
complementary,complementary,ADJ,22,complementari,complemental|complementary|completing,NA,S0020025516310283,S0020025516310283_22
earlier,earlier,ADV,22,earlier,before|earlier|in the beginning|in the first place|originally|sooner|to begin with,NA,S0020025516310283,S0020025516310283_22
ones,one,NOUN,22,on,1|ace|I|one|single|unity,digit|figure|unit,S0020025516310283,S0020025516310283_22
published,publish,VERB,22,publish,bring out|issue|print|publish|put out|release,produce|make|create|publicize|publicise|air|bare,S0020025516310283,S0020025516310283_22
provide,provide,VERB,22,provid,allow|allow for|bring home the bacon|cater|furnish|leave|offer|ply|provide|put up|render|supply,give|stipulate|qualify|condition|specify|engage|wage|yield|afford|support|fix|prepare|set up|ready|gear up|set,S0020025516310283,S0020025516310283_22
indication,indication,NOUN,22,indic,denotation|indicant|indication|meter reading|reading,communication|naming|reason|advice|datum|data point,S0020025516310283,S0020025516310283_22
how,how,ADV,22,how,NA,NA,S0020025516310283,S0020025516310283_22
improve,improve,VERB,22,improv,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn,S0020025516310283,S0020025516310283_22
reliability,reliability,NOUN,22,reliabl,dependability|dependableness|reliability|reliableness,responsibility|responsibleness,S0020025516310283,S0020025516310283_22
statistical,statistical,ADJ,22,statist,statistical,NA,S0020025516310283,S0020025516310283_22
calculations,calculation,NOUN,22,calcul,calculation|computation|computing|deliberation|figuring|reckoning,procedure|process|problem solving|planning|preparation|provision,S0020025516310283,S0020025516310283_22
based,base,VERB,22,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025516310283,S0020025516310283_22
large,large,ADJ,22,larg,big|big(p)|bombastic|declamatory|enceinte|expectant|gravid|great(p)|heavy(p)|large|large(p)|magnanimous|orotund|prominent|tumid|turgid|with child(p),NA,S0020025516310283,S0020025516310283_22
corpora,corpora,NOUN,22,corpora,NA,NA,S0020025516310283,S0020025516310283_22
written,write,VERB,22,write,compose|drop a line|indite|pen|save|spell|write,create verbally|communicate|intercommunicate|correspond|make|create|trace|draw|line|describe|delineate|record|tape|create by mental act|create mentally,S0020025516310283,S0020025516310283_22
language,language,NOUN,22,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0020025516310283,S0020025516310283_22
samples,sample,NOUN,22,sampl,sample|sample distribution|sampling,example|illustration|instance|representative|distribution|statistical distribution|natural object,S0020025516310283,S0020025516310283_22
now,now,ADV,134,now,at once|at present|directly|forthwith|immediately|instantly|like a shot|now|nowadays|right away|straight off|straightaway|today,NA,S0020025516310283,S0020025516310283_134
networks,network,NOUN,134,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025516310283,S0020025516310283_134
ones,one,NOUN,134,on,1|ace|I|one|single|unity,digit|figure|unit,S0020025516310283,S0020025516310283_134
other,other,ADJ,134,other,early(a)|former(a)|other|other(a),NA,S0020025516310283,S0020025516310283_134
nodes,node,NOUN,134,node,client|guest|knob|leaf node|lymph gland|lymph node|node|thickening,connection|connexion|link|convex shape|convexity|plant process|enation|point|celestial point|lymphatic tissue|lymphoid tissue|solid body substance|computer|computing machine|computing device|data processor|electronic computer|information processing system,S0020025516310283,S0020025516310283_134
show,show,VERB,134,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025516310283,S0020025516310283_134
comparable,comparable,ADJ,134,compar,comparable|corresponding|like,NA,S0020025516310283,S0020025516310283_134
values,value,NOUN,134,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025516310283,S0020025516310283_134
κ,κ,NOUN,134,κ,NA,NA,S0020025516310283,S0020025516310283_134
only,only,ADV,134,onli,alone|but|entirely|exclusively|just|merely|only|only if|only when|simply|solely,NA,S0020025516310283,S0020025516310283_134
small,small,ADJ,134,small,belittled|diminished|humble|little|low|lowly|minor|minuscule|modest|pocket-size|pocket-sized|small|small-scale|small(a),NA,S0020025516310283,S0020025516310283_134
difference,difference,NOUN,134,differ,conflict|departure|deviation|difference|difference of opinion|dispute|divergence|remainder,quality|variation|fluctuation|disagreement|change|number,S0020025516310283,S0020025516310283_134
up,up,ADV,134,up,up|upward|upwardly|upwards,NA,S0020025516310283,S0020025516310283_134
onezero,onezero,ADV,134,onezero,NA,NA,S0020025516310283,S0020025516310283_134
texts,texts,NOUN,134,text,NA,NA,S0020025516310283,S0020025516310283_134
topical,topical,ADJ,40,topic,topical,NA,S0020025518301300,S0020025518301300_40
features,feature,NOUN,40,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S0020025518301300,S0020025518301300_40
defined,define,VERB,40,defin,define|delimit|delimitate|delineate|determine|fix|limit|set|specify,be|specify|set|determine|define|fix|limit|characterize|characterise|show|choose|take|select|pick out,S0020025518301300,S0020025518301300_40
as,as,ADV,40,a,as|equally|every bit,NA,S0020025518301300,S0020025518301300_40
topics,topic,NOUN,40,topic,issue|matter|subject|theme|topic,message|content|subject matter|substance|cognitive content|mental object,S0020025518301300,S0020025518301300_40
text,text,NOUN,40,text,school text|schoolbook|text|text edition|textbook|textual matter,matter|passage|book,S0020025518301300,S0020025518301300_40
discourse,discourse,NOUN,40,discours,discourse|discussion|preaching|sermon|treatment,language unit|linguistic unit|address|speech|communication|communicating,S0020025518301300,S0020025518301300_40
usually,usually,ADV,40,usual,commonly|normally|ordinarily|unremarkably|usually,NA,S0020025518301300,S0020025518301300_40
denoted,denote,VERB,40,denot,announce|denote|refer,designate|denominate|mean|intend|signify|stand for|inform,S0020025518301300,S0020025518301300_40
bag,bag,NOUN,40,bag,bag|bagful|base|cup of tea|dish|grip|handbag|old bag|pocketbook|purse|suitcase|traveling bag|travelling bag|udder,container|indefinite quantity|baseball equipment|containerful|baggage|luggage|unpleasant woman|disagreeable woman|mammary gland|mamma|activity,S0020025518301300,S0020025518301300_40
words,word,NOUN,40,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025518301300,S0020025518301300_40
representation,representation,NOUN,40,represent,agency|delegacy|histrionics|internal representation|mental representation|representation|theatrical|theatrical performance,content|cognitive content|mental object|creation|cooperation|state|body|statement|performance|public presentation|right|activity,S0020025518301300,S0020025518301300_40
syntatical,syntatical,ADJ,40,syntat,NA,NA,S0020025518301300,S0020025518301300_40
syntactic,syntactic,ADJ,40,syntact,syntactic|syntactical,NA,S0020025518301300,S0020025518301300_40
