token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
points,point,NOUN,65,point,breaker point|compass point|decimal point|degree|detail|distributor point|dot|full point|full stop|gunpoint|head|item|level|peak|percentage point|period|point|point in time|pointedness|power point|spot|stage|stop|tip,component|constituent|element|factor|ingredient|location|meaning|significance|signification|import|fact|state|measure|quantity|amount|aim|object|objective|target|convex shape|convexity|disk|disc|saucer|unit of measurement|unit|promontory|headland|head|foreland|part|portion|component part|relevance|relevancy|characteristic|end|terminal|direction|linear unit|linear measure|loan|punctuation|punctuation mark|mark|mathematical notation|taper|gun muzzle|muzzle|wall socket|wall plug|electric outlet|electrical outlet|outlet|electric receptacle|contact|tangency,S0020025514004137,S0020025514004137_65
d,would,PROPN,65,would,NA,NA,S0020025514004137,S0020025514004137_65
end,end,NOUN,110,end,close|closing|conclusion|death|destruction|end|ending|goal|last|oddment|remainder|remnant|terminal,extremity|point|point in time|ending|conclusion|finish|content|cognitive content|mental object|part|section|division|state|surface|lineman|boundary|bound|bounds|topographic point|place|spot|contribution|share|subdivision|piece of cloth|piece of material,S0020025514004137,S0020025514004137_110
enumerate,enumerate,ADJ,110,enumer,NA,NA,S0020025514004137,S0020025514004137_110
interesting,interesting,ADJ,32,interest,interesting,NA,S0020025514009608,S0020025514009608_32
related,relate,ADJ,32,relat,NA,NA,S0020025514009608,S0020025514009608_32
area,area,NOUN,32,area,area|arena|country|domain|expanse|field|orbit|region|sphere|surface area,region|topic|subject|issue|matter|body part|environment|structure|construction|extent,S0020025514009608,S0020025514009608_32
graph,graph,NOUN,32,graph,character|chart|graph|grapheme|graphic symbol|graphical record|graphical recording,visual communication|written symbol|printed symbol,S0020025514009608,S0020025514009608_32
based,base,VERB,32,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025514009608,S0020025514009608_32
structural,structural,ADJ,32,structur,geomorphologic|geomorphological|morphologic|morphological|structural,NA,S0020025514009608,S0020025514009608_32
pattern,pattern,NOUN,32,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording,S0020025514009608,S0020025514009608_32
recognition,recognition,NOUN,32,recognit,acknowledgement|acknowledgment|credit|identification|realisation|realization|recognition,acceptance|memory|remembering|approval|commendation|understanding|apprehension|discernment|savvy|organic phenomenon|diplomacy|diplomatic negotiations|credence|appointment|assignment|designation|naming,S0020025514009608,S0020025514009608_32
finally,finally,ADV,59,final,at last|at long last|eventually|finally|in conclusion|in the end|last|lastly|ultimately,NA,S0020025514009608,S0020025514009608_59
show,show,VERB,59,show,bear witness|demo|demonstrate|depict|designate|establish|evidence|evince|exhibit|express|indicate|picture|point|present|prove|read|record|register|render|shew|show|show up|testify|usher,show|confirm|corroborate|sustain|substantiate|support|affirm|inform|represent|interpret|convey|appear|indicate|read|register|record|lead|take|direct|conduct|guide|race|run,S0020025514009608,S0020025514009608_59
how,how,ADV,59,how,NA,NA,S0020025514009608,S0020025514009608_59
proposed,propose,VERB,59,propos,advise|aim|declare oneself|nominate|offer|pop the question|project|propose|purport|purpose|suggest,declare|plan|intend|mean|think|choose|take|select|pick out|request,S0020025514009608,S0020025514009608_59
technique,technique,NOUN,59,techniqu,proficiency|technique,method|skillfulness,S0020025514009608,S0020025514009608_59
used,use,VERB,59,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025514009608,S0020025514009608_59
solve,solve,NOUN,59,solv,NA,NA,S0020025514009608,S0020025514009608_59
general,general,ADJ,59,gener,cosmopolitan|ecumenical|general|oecumenical|universal|world-wide|worldwide,NA,S0020025514009608,S0020025514009608_59
invariant,invariant,ADJ,59,invari,changeless|constant|invariant|unvarying,NA,S0020025514009608,S0020025514009608_59
pattern,pattern,NOUN,59,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording,S0020025514009608,S0020025514009608_59
recognition,recognition,NOUN,59,recognit,acknowledgement|acknowledgment|credit|identification|realisation|realization|recognition,acceptance|memory|remembering|approval|commendation|understanding|apprehension|discernment|savvy|organic phenomenon|diplomacy|diplomatic negotiations|credence|appointment|assignment|designation|naming,S0020025514009608,S0020025514009608_59
problems,problem,NOUN,59,problem,job|problem|trouble,difficulty|question|head,S0020025514009608,S0020025514009608_59
particularly,particularly,ADV,59,particularli,especially|in particular|particularly|peculiarly|specially,NA,S0020025514009608,S0020025514009608_59
when,when,ADV,59,when,NA,NA,S0020025514009608,S0020025514009608_59
variances,variance,NOUN,59,varianc,disagreement|discrepancy|divergence|division|variability|variableness|variance|variant|variation,deviation|divergence|departure|difference|discord|dissension|moment|changeableness|changeability|dispensation|activity,S0020025514009608,S0020025514009608_59
nonlinear,nonlinear,ADV,59,nonlinear,NA,NA,S0020025514009608,S0020025514009608_59
there,there,ADV,59,there,there|thither,NA,S0020025514009608,S0020025514009608_59
closed,close,ADJ,59,close,airless|cheeseparing|close|close-fitting|closelipped|closemouthed|confining|faithful|near|nigh|penny-pinching|secretive|skinny|snug|stuffy|tight|tightlipped|unaired,NA,S0020025514009608,S0020025514009608_59
form,form,NOUN,59,form,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast,S0020025514009608,S0020025514009608_59
describe,describe,VERB,59,describ,account|delineate|depict|describe|discover|distinguish|draw|identify|key|key out|line|name|report|trace,set forth|expound|exposit|inform|mark,S0020025514009608,S0020025514009608_59
invariance,invariance,NOUN,59,invari,invariability|invariableness|invariance,changelessness|unchangeability|unchangeableness|unchangingness|constancy|stability,S0020025514009608,S0020025514009608_59
also,also,ADV,115,also,also|as well|besides|likewise|too,NA,S0020025514009608,S0020025514009608_115
see,see,VERB,115,see,ascertain|assure|attend|catch|check|come across|consider|construe|control|date|determine|discover|encounter|ensure|envision|escort|examine|experience|fancy|figure|find|find out|get a line|get wind|get word|go out|go steady|go through|hear|image|insure|interpret|learn|look|meet|pick up|picture|project|realise|realize|reckon|regard|run across|run into|see|see to it|take care|take in|understand|view|visit|visualise|visualize|watch|witness,perceive|comprehend|experience|see|go through|imagine|conceive of|ideate|envisage|think|believe|consider|conceive|watch|verify|visit|call in|call|tour|care|give care|receive|take in|invite|consort|associate|affiliate|assort|debate|moot|turn over|deliberate|detect|observe|find|discover|notice|undergo|accompany|bet|wager|play|understand,S0020025514009608,S0020025514009608_115
changes,change,NOUN,115,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference,S0020025514009608,S0020025514009608_115
transient,transient,NOUN,115,transient,transient,traveler|traveller|oscillation|vibration,S0020025514009608,S0020025514009608_115
cycle,cycle,NOUN,115,cycl,bicycle|bike|cps|cycle|cycle per second|cycles/second|hertz|Hz|oscillation|rhythm|round|wheel,time interval|interval|series|repeat|repetition|rate|periodic event|recurrent event|wheeled vehicle,S0020025514009608,S0020025514009608_115
lengths,length,NOUN,115,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_115
modulated,modulate,VERB,115,modul,inflect|modulate|regulate|tone,play|spiel|talk|speak|utter|mouth|verbalize|verbalise|adjust|set|correct|change|alter|vary,S0020025514009608,S0020025514009608_115
size,size,NOUN,115,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs,S0020025514009608,S0020025514009608_115
proportions,proportion,NOUN,115,proport,balance|dimension|proportion|proportionality|ratio|symmetry,quotient|magnitude|balance|equilibrium|equipoise|counterbalance|magnitude relation|quantitative relation|placement|arrangement,S0020025514009608,S0020025514009608_115
classes,class,NOUN,115,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_115
problem,problem,NOUN,115,problem,job|problem|trouble,difficulty|question|head,S0020025514009608,S0020025514009608_115
p,p,NOUN,115,p,atomic number 15|p|P|phosphorus,chemical element|element|letter|letter of the alphabet|alphabetic character,S0020025514009608,S0020025514009608_115
j,j,PROPN,115,j,NA,NA,S0020025514009608,S0020025514009608_115
zeroone,zeroone,NOUN,115,zeroon,NA,NA,S0020025514009608,S0020025514009608_115
indicator,indicator,NOUN,115,indic,index|index number|indicant|indicator,fact|signal|signaling|sign|device|coloring material|colouring material|color|colour,S0020025514009608,S0020025514009608_115
function,function,NOUN,115,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package,S0020025514009608,S0020025514009608_115
yields,yield,NOUN,115,yield,fruit|issue|output|payoff|proceeds|production|return|take|takings|yield,production|income|product|indefinite quantity,S0020025514009608,S0020025514009608_115
argument,argument,NOUN,115,argument,arguing|argument|argumentation|contention|contestation|controversy|debate|disceptation|disputation|line|line of reasoning|literary argument|logical argument|parameter|statement|tilt,evidence|dispute|difference|difference of opinion|conflict|discussion|give-and-take|word|summary|sum-up|address|computer address|reference|value|variable|variable quantity|reasoning|logical thinking|abstract thought,S0020025514009608,S0020025514009608_115
logically,logically,ADV,115,logic,logically,NA,S0020025514009608,S0020025514009608_115
true,true,ADJ,115,true,dead on target|dependable|genuine|honest|lawful|on-key|reliable|rightful(a)|straight|true|true(a)|true(p)|truthful|unfeigned,NA,S0020025514009608,S0020025514009608_115
zero,zero,NOUN,115,zero,0|aught|cipher|cypher|goose egg|nada|naught|nil|nix|nothing|nought|null|zero|zero point|zilch|zip|zippo,relative quantity|digit|figure|numerical quantity|sight setting,S0020025514009608,S0020025514009608_115
otherwise,otherwise,ADV,115,otherwis,differently|otherwise,NA,S0020025514009608,S0020025514009608_115
order,order,NOUN,166,order,club|decree|edict|fiat|gild|guild|Holy Order|lodge|monastic order|order|Order|order of magnitude|ordering|orderliness|ordination|parliamentary law|parliamentary procedure|purchase order|rescript|rules of order|social club|society,command|bid|bidding|dictation|magnitude|state|arrangement|condition|status|act|enactment|commercial document|commercial instrument|association|rule|prescript|position|sect|religious sect|religious order|taxonomic group|taxonomic category|taxon|request|asking|artistic style|idiom|organization|organisation,S0020025514009608,S0020025514009608_166
find,find,VERB,166,find,ascertain|bump|chance|come up|detect|determine|discover|encounter|feel|find|find oneself|find out|get|get hold|happen|incur|line up|notice|observe|obtain|receive|recover|regain|retrieve|rule|see|witness,spy|sight|get|acquire|reason|reason out|conclude|experience|see|go through|gestate|conceive|conceptualize|conceptualise|learn|hear|get word|get wind|pick up|find out|get a line|discover|pronounce|label|judge|change|perceive|comprehend|reach|make|attain|hit|arrive at|gain|mature|maturate|grow,S0020025514009608,S0020025514009608_166
nearest,nearest,ADJ,166,nearest,NA,NA,S0020025514009608,S0020025514009608_166
neighbor,neighbor,NOUN,166,neighbor,neighbor|neighbour,person|individual|someone|somebody|mortal|soul|object|physical object,S0020025514009608,S0020025514009608_166
when,when,ADV,166,when,NA,NA,S0020025514009608,S0020025514009608_166
applying,apply,VERB,166,appli,apply|employ|enforce|give|go for|hold|implement|lend oneself|practice|put on|use|utilise|utilize,refer|pertain|relate|concern|come to|bear on|touch|touch on|have to do with|request|ask for|bespeak|call for|quest|cover|distribute|administer|mete out|deal|parcel out|lot|dispense|shell out|deal out|dish out|allot|dole out|compel|oblige|obligate|denote|give|dedicate|consecrate|commit|devote,S0020025514009608,S0020025514009608_166
tourist,tourist,NOUN,166,tourist,holidaymaker|tourer|tourist,traveler|traveller,S0020025514009608,S0020025514009608_166
walks,walk,VERB,166,walk,take the air|walk,travel|go|move|locomote|accompany|score|hit|tally|rack up|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|play|behave|comport|consociate|associate|pace|compel|oblige|obligate,S0020025514009608,S0020025514009608_166
sort,sort,ADV,166,sort,NA,NA,S0020025514009608,S0020025514009608_166
d,would,PROPN,166,would,NA,NA,S0020025514009608,S0020025514009608_166
so,so,ADV,166,so,and so|hence|indeed|so|then|thence|therefore|thus|thusly,NA,S0020025514009608,S0020025514009608_166
as,as,ADV,166,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_166
put,put,VERB,166,put,arrange|assign|cast|commit|couch|frame|invest|lay|order|place|pose|position|put|redact|set|set up,move|displace|change|alter|modify|give voice|formulate|word|phrase|articulate|use|utilize|utilise|apply|employ|spend|expend|drop|estimate|gauge|approximate|guess|judge|subject|arrange|set|organize|organise,S0020025514009608,S0020025514009608_166
most,most,ADJ,166,most,most(a),NA,S0020025514009608,S0020025514009608_166
similar,similar,ADJ,166,similar,alike(p)|exchangeable|interchangeable|like|similar|standardised|standardized,NA,S0020025514009608,S0020025514009608_166
vertices,vertice,NOUN,166,vertic,NA,NA,S0020025514009608,S0020025514009608_166
front,front,ADJ,166,front,front(a),NA,S0020025514009608,S0020025514009608_166
considering,consider,VERB,166,consid,believe|conceive|consider|count|deal|debate|deliberate|look at|moot|reckon|regard|see|study|take|think|turn over|view|weigh,think|believe|consider|conceive|chew over|think over|meditate|ponder|excogitate|contemplate|muse|reflect|mull|mull over|ruminate|speculate|think about|hash out|discuss|talk over|evaluate|pass judgment|judge|look|analyze|analyse|study|examine|canvass|see|reckon|view|regard,S0020025514009608,S0020025514009608_166
average,average,NOUN,166,averag,average|norm,statistic|ratio|scale value,S0020025514009608,S0020025514009608_166
transient,transient,NOUN,166,transient,transient,traveler|traveller|oscillation|vibration,S0020025514009608,S0020025514009608_166
cycle,cycle,NOUN,166,cycl,bicycle|bike|cps|cycle|cycle per second|cycles/second|hertz|Hz|oscillation|rhythm|round|wheel,time interval|interval|series|repeat|repetition|rate|periodic event|recurrent event|wheeled vehicle,S0020025514009608,S0020025514009608_166
lengths,length,NOUN,166,length,distance|duration|length,fundamental quantity|fundamental measure|physical property|dimension|temporal property|extent|size|section|segment,S0020025514009608,S0020025514009608_166
t,t,NOUN,166,t,deoxythymidine monophosphate|liothyronine|metric ton|MT|t|T|tetraiodothyronine|thymine|thyroxin|thyroxine|tonne|triiodothyronine,pyrimidine|nucleotide|base|metric weight unit|weight unit|letter|letter of the alphabet|alphabetic character|thyroid hormone,S0020025514009608,S0020025514009608_166
c,class,NOUN,166,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_166
respectively,respectivly,ADV,166,respectivli,NA,NA,S0020025514009608,S0020025514009608_166
then,then,ADV,166,then,and so|so|then,NA,S0020025514009608,S0020025514009608_166
walk,walk,VERB,166,walk,take the air|walk,travel|go|move|locomote|accompany|score|hit|tally|rack up|traverse|track|cover|cross|pass over|get over|get across|cut through|cut across|play|behave|comport|consociate|associate|pace|compel|oblige|obligate,S0020025514009608,S0020025514009608_166
performed,perform,VERB,166,perform,do|execute|perform,act|move|re-create|carry through|accomplish|execute|carry out|action|fulfill|fulfil,S0020025514009608,S0020025514009608_166
example,example,NOUN,238,exampl,case|deterrent example|example|exemplar|exercise|good example|illustration|instance|lesson|model|object lesson|representative,information|representation|mental representation|internal representation|ideal|admonition|monition|warning|word of advice|happening|occurrence|occurrent|natural event|lesson,S0020025514009608,S0020025514009608_238
when,when,ADV,238,when,NA,NA,S0020025514009608,S0020025514009608_238
networked,networke,VERB,238,network,NA,NA,S0020025514009608,S0020025514009608_238
topology,topology,NOUN,238,topologi,analysis situs|network topology|regional anatomy|topographic anatomy|topology,topography|anatomy|general anatomy|pure mathematics|configuration|constellation,S0020025514009608,S0020025514009608_238
exactly,exactly,ADV,238,exactli,exactly|incisively|just|on the button|on the dot|on the nose|precisely|properly,NA,S0020025514009608,S0020025514009608_238
equal,equal,ADJ,238,equal,adequate|equal,NA,S0020025514009608,S0020025514009608_238
networkless,networkless,ADJ,238,networkless,NA,NA,S0020025514009608,S0020025514009608_238
lattice,lattice,NOUN,238,lattic,fretwork|grille|lattice|latticework|wicket,arrangement|organization|organisation|system|opening|framework|frame,S0020025514009608,S0020025514009608_238
approach,approach,NOUN,238,approach,access|advance|approach|approach path|approach shot|approaching|attack|coming|feeler|glide path|glide slope|overture|plan of attack,conceptualization|conceptualisation|formulation|motion|movement|move|way|air lane|flight path|airway|skyway|suggestion|proposition|proffer|timing|similarity|golf stroke|golf shot|swing,S0020025514009608,S0020025514009608_238
note,note,NOUN,283,note,annotation|bank bill|bank note|banker's bill|banknote|bill|billet|distinction|eminence|Federal Reserve note|government note|greenback|line|musical note|notation|note|note of hand|preeminence|promissory note|short letter|tone,written record|written account|personal letter|musical notation|tone|tone of voice|air|aura|atmosphere|paper money|folding money|paper currency|comment|commentary|high status|debt instrument|obligation|certificate of indebtedness,S0020025514009608,S0020025514009608_283
results,result,NOUN,283,result,answer|consequence|effect|event|final result|issue|outcome|resolution|result|resultant|resultant role|solution|solvent|termination|upshot,phenomenon|statement|ending|conclusion|finish|semantic role|participant role,S0020025514009608,S0020025514009608_283
obtained,obtain,VERB,283,obtain,find|get|hold|incur|obtain|prevail|receive,get|acquire|change|exist|be,S0020025514009608,S0020025514009608_283
hybrid,hybrid,NOUN,283,hybrid,cross|crossbreed|hybrid|loan-blend|loanblend,word|complex|composite|organism|being,S0020025514009608,S0020025514009608_283
classifier,classifier,NOUN,283,classifi,classifier,thinker|word|morpheme,S0020025514009608,S0020025514009608_283
always,always,ADV,283,alwai,always|constantly|e'er|ever|forever|incessantly|invariably|perpetually,NA,S0020025514009608,S0020025514009608_283
better,better,ADJ,283,better,best(p)|better|better(p),NA,S0020025514009608,S0020025514009608_283
equal,equal,ADJ,283,equal,adequate|equal,NA,S0020025514009608,S0020025514009608_283
low,low,ADJ,283,low,abject|blue|broken|crushed|depleted|depressed|dispirited|down in the mouth|down(p)|downcast|downhearted|gloomy|grim|humble|humbled|humiliated|low|low-down|low-pitched|low-spirited|low-toned|lowly|miserable|modest|scummy|scurvy|small,NA,S0020025514009608,S0020025514009608_283
level,level,NOUN,283,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_283
task,task,NOUN,296,task,chore|job|labor|project|task|undertaking,work|duty,S0020025514009608,S0020025514009608_296
modified,modify,VERB,296,modifi,alter|change|modify|qualify,change|add,S0020025514009608,S0020025514009608_296
nist,nist,NOUN,296,nist,National Institute of Standards and Technology|NIST,agency|federal agency|government agency|bureau|office|authority,S0020025514009608,S0020025514009608_296
data,data,NOUN,296,data,data|information,collection|aggregation|accumulation|assemblage,S0020025514009608,S0020025514009608_296
set,set,VERB,296,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514009608,S0020025514009608_296
investigated,investigate,VERB,296,investig,enquire|inquire|investigate|look into,analyze|analyse|study|examine|canvass|probe,S0020025514009608,S0020025514009608_296
known,know,VERB,296,know,acknowledge|bang|be intimate|bed|bonk|cognise|cognize|do it|eff|experience|fuck|get it on|get laid|have a go at it|have intercourse|have it away|have it off|have sex|hump|jazz|know|lie with|live|love|make love|make out|recognise|recognize|roll in the hay|screw|sleep together|sleep with,experience|see|go through|accept|copulate|mate|pair|couple|recognize|recognise|realize|realise|agnize|agnise|distinguish|separate|differentiate|secern|secernate|severalize|severalise|tell|tell apart|remember|retrieve|recall|call back|call up|recollect|think,S0020025514009608,S0020025514009608_296
benchmark,benchmark,NOUN,296,benchmark,bench mark|benchmark,standard|criterion|measure|touchstone|reference point|point of reference|reference,S0020025514009608,S0020025514009608_296
testing,testing,NOUN,296,test,examination|testing,experiment|experimentation|examination|scrutiny|investigation|investigating,S0020025514009608,S0020025514009608_296
handwritten,handwritten,ADV,296,handwritten,NA,NA,S0020025514009608,S0020025514009608_296
digit,digit,NOUN,296,digit,dactyl|digit|figure|finger|finger's breadth|fingerbreadth,integer|whole number|linear unit|linear measure|extremity|appendage|member,S0020025514009608,S0020025514009608_296
recognition,recognition,NOUN,296,recognit,acknowledgement|acknowledgment|credit|identification|realisation|realization|recognition,acceptance|memory|remembering|approval|commendation|understanding|apprehension|discernment|savvy|organic phenomenon|diplomacy|diplomatic negotiations|credence|appointment|assignment|designation|naming,S0020025514009608,S0020025514009608_296
algorithms,algorithm,NOUN,296,algorithm,algorithm|algorithmic program|algorithmic rule,rule|formula,S0020025514009608,S0020025514009608_296
addition,addition,NOUN,345,addit,accession|add-on|addition|gain|improver|increase|plus|summation,component|constituent|element|increase|step-up|indefinite quantity|acquisition|suburb|suburbia|suburban area|arithmetic operation,S0020025514009608,S0020025514009608_345
have,have,VERB,345,have,accept|bear|birth|cause|consume|deliver|experience|feature|get|give|give birth|have|have got|hold|induce|ingest|let|make|own|possess|receive|stimulate|suffer|sustain|take|take in|throw,NA,S0020025514009608,S0020025514009608_345
uncovered,uncovered,ADJ,345,uncov,exposed|uncovered,NA,S0020025514009608,S0020025514009608_345
critical,critical,ADJ,345,critic,critical|decisive|vital,NA,S0020025514009608,S0020025514009608_345
memory,memory,NOUN,345,memori,computer memory|computer storage|memory|memory board|remembering|retention|retentiveness|retentivity|storage|store,representation|mental representation|internal representation|basic cognitive process|faculty|mental faculty|module|memory device|storage device|hardware|computer hardware|cognitive psychology,S0020025514009608,S0020025514009608_345
