token,lemma,upos,clique,stem,synonyms,hypernyms,text,clique_id
rate,rate,NOUN,132,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_132
therefore,therefore,ADV,200,therefor,consequently|hence|so|thence|therefore|thus,NA,S0020025508004520,S0020025508004520_200
broken,break,VERB,200,break,bankrupt|better|breach|break|break away|break dance|break down|break in|break off|break out|break up|break-dance|bring out|bump|burst|bust|cave in|check|collapse|come apart|conk out|crack|damp|dampen|demote|develop|die|disclose|discontinue|discover|divulge|erupt|expose|fail|fall apart|fall in|founder|fracture|get around|get out|give|give away|give out|give way|go|go against|go bad|infract|intermit|interrupt|kick downstairs|let on|let out|offend|part|pause|recrudesce|relegate|reveal|ruin|separate|smash|snap off|soften|split|split up|stop|transgress|uncover|unwrap|violate|weaken|wear|wear out,end|terminate|change integrity|damage|destroy|ruin|separate|divide|disrespect|escape|get away|break loose|disperse|dissipate|scatter|spread out|express emotion|express feelings|trespass|intrude|domesticate|domesticize|domesticise|reclaim|tame|surpass|outstrip|outmatch|outgo|exceed|outdo|surmount|outperform|tell|become|go|get|change|part|split up|split|break|break up|flee|fly|take flight|collapse|fall in|cave in|give|give way|founder|deaden|blunt|stop|finish|cease|alter|vary|discontinue|give up|quit|lay off|come forth|emerge|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|invalidate|annul|quash|void|avoid|nullify|delegate|designate|depute|assign|impoverish|switch|shift|appear|dance|trip the light fantastic|trip the light fantastic toe|exchange|commute|convert|modify|shoot|disunite|decay|crumble|dilapidate|detach|penetrate|perforate|interrupt|disrupt|cut off|diphthongize|diphthongise|solve|work out|figure out|puzzle out|lick|work|change state|turn|decrease|diminish|lessen|fall|injure|wound|weaken,S0020025508004520,S0020025508004520_200
sentence,sentence,NOUN,200,sentenc,condemnation|conviction|judgment of conviction|prison term|sentence|time,string of words|word string|linguistic string|final judgment|final decision|term,S0020025508004520,S0020025508004520_200
selected,select,VERB,200,select,choose|pick out|select|take,decide|make up one's mind|determine,S0020025508004520,S0020025508004520_200
cn,cn,NOUN,200,cn,NA,NA,S0020025508004520,S0020025508004520_200
summ,summ,NOUN,200,summ,NA,NA,S0020025508004520,S0020025508004520_200
strategy,strategy,NOUN,200,strategi,scheme|strategy,plan of action|military science,S0020025508004520,S0020025508004520_200
section,section,NOUN,233,section,department|discussion section|division|incision|part|plane section|section|segment|subdivision|surgical incision,writing|written material|piece of writing|music|slice|area|country|part|portion|team|squad|concept|conception|construct|square mile|expanse|surface area|class|form|grade|course|musical organization|musical organisation|musical group|army unit|division|segment|cut|cutting,S0020025508004520,S0020025508004520_233
compression,compression,NOUN,233,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_233
rate,rate,NOUN,233,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_233
threezero,threezero,NOUN,233,threezero,NA,NA,S0020025508004520,S0020025508004520_233
employed,employ,VERB,233,emploi,apply|employ|engage|hire|use|utilise|utilize,NA,S0020025508004520,S0020025508004520_233
sevenzero,sevenzero,NOUN,233,sevenzero,NA,NA,S0020025508004520,S0020025508004520_233
source,source,NOUN,233,sourc,author|beginning|generator|germ|informant|origin|reference|reservoir|root|rootage|seed|source,point|document|written document|papers|inspiration|facility|installation|communicator|maker|shaper|natural process|natural action|action|activity|thing|publication,S0020025508004520,S0020025508004520_233
sentences,sentences,NOUN,233,sentenc,NA,NA,S0020025508004520,S0020025508004520_233
removed,remove,VERB,233,remov,absent|bump off|dispatch|get rid of|hit|move out|murder|off|polish off|remove|slay|take|take away|take out|transfer|withdraw,transfer|shift|disappear|vanish|go away|kill,S0020025508004520,S0020025508004520_233
generate,generate,VERB,233,gener,beget|bring forth|engender|father|generate|get|give|mother|render|return|sire|yield,make|create|produce,S0020025508004520,S0020025508004520_233
extracts,extract,NOUN,233,extract,excerpt|excerption|extract|infusion|selection,solution|passage,S0020025508004520,S0020025508004520_233
case,case,NOUN,249,case,case|caseful|casing|causa|cause|character|compositor's case|display case|eccentric|event|example|face|font|fount|grammatical case|guinea pig|instance|lawsuit|pillow slip|pillowcase|sheath|shell|showcase|slip|subject|suit|type|typeface|typesetter's case|vitrine,happening|occurrence|occurrent|natural event|circumstance|proceeding|legal proceeding|proceedings|fact|container|person|individual|someone|somebody|mortal|soul|problem|argument|statement|containerful|grammatical category|syntactic category|state of mind|frame of mind|adult|grownup|type|covering|natural covering|cover|housing|framework|frame|receptacle|bed linen,S0020025508004520,S0020025508004520_249
compression,compression,NOUN,249,compress,compaction|compressing|compression|concretion|condensation|contraction|densification,concentration|shrinking|shrinkage|encoding|encryption|press|pressure|pressing,S0020025508004520,S0020025508004520_249
rate,rate,NOUN,249,rate,charge per unit|pace|rate,magnitude relation|quantitative relation|charge|temporal property|proportion,S0020025508004520,S0020025508004520_249
based,base,VERB,249,base,base|establish|found|free-base|ground,situate|locate|drug|do drugs,S0020025508004520,S0020025508004520_249
size,size,NOUN,249,size,size|size of it|sizing,magnitude|property|filler|situation|state of affairs,S0020025508004520,S0020025508004520_249
reference,reference,NOUN,249,refer,acknowledgment|address|book of facts|character|character reference|citation|cite|computer address|consultation|credit|denotation|extension|mention|point of reference|quotation|reference|reference book|reference point|reference work|source,remark|comment|input|note|annotation|notation|indicator|book|recommendation|testimonial|good word|meaning|substance|action|publication|code|computer code,S0020025508004520,S0020025508004520_249
abstract,abstract,NOUN,249,abstract,abstract|abstraction|outline|precis|synopsis,concept|conception|construct|summary|sum-up,S0020025508004520,S0020025508004520_249
according,accord,VERB,249,accord,accord|agree|allot|concord|consort|fit in|grant|harmonise|harmonize,match|fit|correspond|check|jibe|gibe|tally|agree|give,S0020025508004520,S0020025508004520_249
number,number,NOUN,249,number,act|bit|figure|issue|number|numeral|phone number|routine|telephone number|turn,amount|definite quantity|performance|public presentation|signal|signaling|sign|symbol|periodical|company|positive identification|size|item|grammatical category|syntactic category|merchandise|ware|product,S0020025508004520,S0020025508004520_249
words,word,NOUN,249,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025508004520,S0020025508004520_249
lemma,lemma,NOUN,63,lemma,flowering glume|lemma,proposition|glume|heading|header|head,S0020025514004137,S0020025514004137_63
ωmin,ωmin,NOUN,63,ωmin,NA,NA,S0020025514004137,S0020025514004137_63
set,set,VERB,63,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514004137,S0020025514004137_63
lower,lower,ADJ,63,lower,NA,NA,S0020025514004137,S0020025514004137_63
points,point,NOUN,63,point,breaker point|compass point|decimal point|degree|detail|distributor point|dot|full point|full stop|gunpoint|head|item|level|peak|percentage point|period|point|point in time|pointedness|power point|spot|stage|stop|tip,component|constituent|element|factor|ingredient|location|meaning|significance|signification|import|fact|state|measure|quantity|amount|aim|object|objective|target|convex shape|convexity|disk|disc|saucer|unit of measurement|unit|promontory|headland|head|foreland|part|portion|component part|relevance|relevancy|characteristic|end|terminal|direction|linear unit|linear measure|loan|punctuation|punctuation mark|mark|mathematical notation|taper|gun muzzle|muzzle|wall socket|wall plug|electric outlet|electrical outlet|outlet|electric receptacle|contact|tangency,S0020025514004137,S0020025514004137_63
d,would,PROPN,63,would,NA,NA,S0020025514004137,S0020025514004137_63
scenarios,scenario,NOUN,124,scenario,scenario,script|book|playscript|setting|scene|premise|premiss|assumption,S0020025514004137,S0020025514004137_124
conditions,condition,NOUN,124,condit,circumstance|condition|consideration|experimental condition|precondition|shape|status|stipulation|strings|term,state|premise|premiss|assumption|information|good health|healthiness|illness|unwellness|malady|sickness|statement|procedure|process,S0020025514004137,S0020025514004137_124
link,link,NOUN,124,link,connectedness|connection|connexion|contact|data link|inter-group communication|liaison|link|linkup|nexus|radio link|tie|tie-in,linkage|fastener|fastening|holdfast|fixing|union|unification|shape|form|linear unit|linear measure|instruction|command|statement|program line|channel|communication channel|line|communication system|circuit|electrical circuit|electric circuit,S0020025514004137,S0020025514004137_124
failures,failure,NOUN,124,failur,bankruptcy|failure|loser|nonstarter|unsuccessful person,nonaccomplishment|nonachievement|happening|occurrence|occurrent|natural event|fortune|destiny|fate|luck|lot|circumstances|portion|unfortunate|unfortunate person|omission|skip|insolvency|disorder|upset,S0020025514004137,S0020025514004137_124
remainder,remainder,NOUN,60,remaind,balance|difference|end|oddment|remainder|remnant|residual|residue|residuum|rest,part|portion|component part|component|constituent|number|piece of cloth|piece of material,S0020025514009608,S0020025514009608_60
paper,paper,NOUN,60,paper,composition|newspaper|newspaper publisher|paper|report|theme,material|stuff|essay|press|public press|medium|article|publisher|publishing house|publishing firm|publishing company|product|production,S0020025514009608,S0020025514009608_60
organized,organize,ADJ,60,organ,NA,NA,S0020025514009608,S0020025514009608_60
as,as,ADV,60,a,as|equally|every bit,NA,S0020025514009608,S0020025514009608_60
follows,follow,VERB,60,follow,abide by|accompany|adopt|be|come|come after|comply|conform to|espouse|fall out|follow|keep abreast|keep an eye on|keep up|observe|play along|postdate|pursue|stick to|stick with|succeed|surveil|survey|take after|trace|travel along|watch|watch over,travel|go|move|locomote|result|ensue|obey|imitate|copy|simulate|be|choose|take|select|pick out|analyze|analyse|study|examine|canvass|check|check up on|look into|check out|suss out|check over|go over|check into|play|originate|arise|rise|develop|uprise|spring up|grow|act|behave|do|practice|apply|use|understand|persevere|persist|hang in|hang on|hold on,S0020025514009608,S0020025514009608_60
conversely,conversely,ADV,84,convers,conversely,NA,S0020025514009608,S0020025514009608_84
changes,change,NOUN,84,chang,alteration|change|modification|variety,happening|occurrence|occurrent|natural event|relation|action|consequence|effect|outcome|result|event|issue|upshot|cash|hard cash|hard currency|thing|clothing|article of clothing|vesture|wear|wearable|habiliment|coin|difference,S0020025514009608,S0020025514009608_84
dramatically,dramatically,ADV,84,dramat,dramatically,NA,S0020025514009608,S0020025514009608_84
modify,modify,VERB,84,modifi,alter|change|modify|qualify,change|add,S0020025514009608,S0020025514009608_84
class,class,NOUN,84,class,category|class|course|course of instruction|course of study|division|family|form|grade|social class|socio-economic class|stratum|year,collection|aggregation|accumulation|assemblage|gathering|people|education|instruction|teaching|pedagogy|didactics|educational activity|league|conference|taxonomic group|taxonomic category|taxon|elegance,S0020025514009608,S0020025514009608_84
structural,structural,ADJ,84,structur,geomorphologic|geomorphological|morphologic|morphological|structural,NA,S0020025514009608,S0020025514009608_84
patterns,pattern,NOUN,84,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording,S0020025514009608,S0020025514009608_84
said,say,VERB,84,sai,allege|articulate|aver|enjoin|enounce|enunciate|order|pronounce|read|say|sound out|state|suppose|tell,express|verbalize|verbalise|utter|give tongue to|assert|asseverate|maintain|speculate|have|feature|request|convey|recite|read|register|show|record,S0020025514009608,S0020025514009608_84
test,test,NOUN,84,test,exam|examination|mental test|mental testing|psychometric test|run|test|trial|trial run|tryout,experiment|experimentation|mental measurement|communication|communicating|attempt|effort|endeavor|endeavour|try|covering|natural covering|cover,S0020025514009608,S0020025514009608_84
instance,instance,NOUN,84,instanc,case|example|illustration|instance|representative,happening|occurrence|occurrent|natural event|information,S0020025514009608,S0020025514009608_84
comply,comply,ADV,84,compli,NA,NA,S0020025514009608,S0020025514009608_84
pattern,pattern,NOUN,84,pattern,approach pattern|blueprint|convention|design|figure|form|formula|normal|pattern|practice|radiation diagram|radiation pattern|rule|shape|traffic pattern,structure|activity|decoration|ornament|ornamentation|practice|exemplar|example|model|good example|plan|program|programme|path|route|itinerary|graph|graphical record|graphical recording,S0020025514009608,S0020025514009608_84
produce,produce,VERB,161,produc,acquire|bring about|bring forth|bring on|bring out|create|develop|farm|get|give rise|grow|make|produce|raise,make|create|expose|exhibit|display|cultivate|change,S0020025514009608,S0020025514009608_161
level,level,NOUN,161,level,degree|floor|grade|horizontal surface|layer|level|point|spirit level|stage|storey|story|stratum|tier,property|rank|state|altitude|height|indicator|surface|place|structure|construction,S0020025514009608,S0020025514009608_161
decision,decision,NOUN,161,decis,conclusion|decision|decisiveness|determination,choice|selection|option|pick|judgment|judgement|mind|result|resultant|final result|outcome|termination|resoluteness|firmness|firmness of purpose|resolve|resolution,S0020025514009608,S0020025514009608_161
value,value,NOUN,161,valu,economic value|note value|time value|value,numerical quantity|worth|measure|quantity|amount|color property|duration|continuance|ideal,S0020025514009608,S0020025514009608_161
using,use,VERB,161,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025514009608,S0020025514009608_161
standard,standard,ADJ,297,standard,received|standard|stock,NA,S0020025514009608,S0020025514009608_297
form,form,NOUN,297,form,anatomy|bod|build|cast|chassis|class|configuration|conformation|contour|course|descriptor|figure|flesh|form|frame|grade|human body|kind|manakin|manikin|mannequin|mannikin|material body|pattern|phase|physical body|physique|shape|signifier|soma|sort|strain|var.|variant|variety|word form,word|category|structure|spatial property|spatiality|body|organic structure|attribute|appearance|visual aspect|document|written document|papers|taxonomic group|taxonomic category|taxon|writing style|literary genre|genre|manner|mode|style|way|fashion|state of matter|state|gathering|assemblage|ability|dummy|mold|mould|cast,S0020025514009608,S0020025514009608_297
data,data,NOUN,297,data,data|information,collection|aggregation|accumulation|assemblage,S0020025514009608,S0020025514009608_297
set,set,VERB,297,set,adjust|arrange|coif|coiffe|coiffure|congeal|correct|countersink|define|determine|do|dress|fix|fructify|gear up|go down|go under|jell|lay|lay out|limit|localise|localize|mark|place|plant|pose|position|prepare|put|ready|rig|set|set up|sic|specify|typeset,move|displace|choose|take|select|pick out|lay down|establish|make|change|alter|modify|arrange|set up|adjust|set|correct|stage|present|represent|descend|fall|go down|come down|compose|write|put|place|pose|position|lay|originate|initiate|start|solidify|print|impress|bury|sink|hone|assail|assault|set on|attack|estimate|gauge|approximate|guess|judge|equip|fit|fit out|outfit|fix|prepare|ready|gear up|reproduce|procreate|multiply|groom|neaten,S0020025514009608,S0020025514009608_297
composed,compose,VERB,297,compos,compile|compose|draw up|frame|indite|pen|write,constitute|represent|make up|comprise|be|make|create|create verbally|calm|calm down|quiet|tranquilize|tranquillize|tranquillise|quieten|lull|still|plan,S0020025514009608,S0020025514009608_297
training,training,NOUN,297,train,breeding|education|grooming|preparation|training,activity|upbringing,S0020025514009608,S0020025514009608_297
pixels,pixels,NOUN,297,pixel,NA,NA,S0020025514009608,S0020025514009608_297
commas,comma,NOUN,63,comma,comma|comma butterfly|Polygonia comma,punctuation|punctuation mark|nymphalid|nymphalid butterfly|brush-footed butterfly|four-footed butterfly,S0020025516310283,S0020025516310283_63
different,different,ADJ,63,differ,different,NA,S0020025516310283,S0020025516310283_63
types,type,NOUN,63,type,case|character|eccentric|type,kind|sort|form|variety|adult|grownup|taxonomic group|taxonomic category|taxon|character|graph|grapheme|graphic symbol|symbol|block,S0020025516310283,S0020025516310283_63
full,full,ADJ,63,full,broad(a)|entire|full|full(a)|good|replete(p)|total|wide|wide-cut,NA,S0020025516310283,S0020025516310283_63
stops,stop,NOUN,63,stop,arrest|block|blockage|catch|check|closure|diaphragm|full point|full stop|halt|hitch|layover|occlusion|occlusive|period|plosive|plosive consonant|plosive speech sound|point|stay|stop|stop consonant|stopover|stoppage,ending|conclusion|finish|act|deed|human action|human activity|stay|inaction|inactivity|inactiveness|topographic point|place|spot|obstruent|punctuation|punctuation mark|knob|mechanical device|restraint|constraint|obstruction|obstructor|obstructer|impediment|impedimenta,S0020025516310283,S0020025516310283_63
ellipses,ellipse,NOUN,63,ellips,ellipse|oval,conic section|conic,S0020025516310283,S0020025516310283_63
appear,appear,VERB,63,appear,appear|come along|come out|look|seem,be|happen|materialize|materialise|perform|execute|do,S0020025516310283,S0020025516310283_63
same,same,ADJ,63,same,like|same|same(p),NA,S0020025516310283,S0020025516310283_63
region,region,NOUN,63,region,area|neighborhood|part|realm|region,location|body part|indefinite quantity|knowledge domain|knowledge base|domain,S0020025516310283,S0020025516310283_63
zipf,zipf,NOUN,63,zipf,NA,NA,S0020025516310283,S0020025516310283_63
distribution,distribution,NOUN,63,distribut,dispersion|distribution|statistical distribution,arrangement|organization|organisation|system|spacing|spatial arrangement|act|deed|human action|human activity|commerce|commercialism|mercantilism,S0020025516310283,S0020025516310283_63
where,where,ADV,63,where,NA,NA,S0020025516310283,S0020025516310283_63
highest,highest,ADJ,63,highest,NA,NA,S0020025516310283,S0020025516310283_63
ranked,rank,VERB,63,rank,grade|order|outrank|place|range|rank|rate,be|evaluate|pass judgment|judge|excel|stand out|surpass,S0020025516310283,S0020025516310283_63
words,word,NOUN,63,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025516310283,S0020025516310283_63
reside,reside,NOUN,63,resid,NA,NA,S0020025516310283,S0020025516310283_63
function,function,NOUN,63,function,affair|function|map|mapping|mathematical function|occasion|office|part|procedure|purpose|role|routine|single-valued function|social function|social occasion|subprogram|subroutine|use,mathematical relation|utility|usefulness|duty|relation|social gathering|social affair|social event|software|software program|computer software|software system|software package|package,S0020025516310283,S0020025516310283_63
conjunctions,conjunctions,NOUN,63,conjunct,NA,NA,S0020025516310283,S0020025516310283_63
especially,especially,ADV,63,especi,especially|particularly|peculiarly|specially,NA,S0020025516310283,S0020025516310283_63
slavic,slavic,ADJ,63,slavic,Slavic|Slavonic,NA,S0020025516310283,S0020025516310283_63
languages,language,NOUN,63,languag,language|linguistic communication|linguistic process|lyric|nomenclature|oral communication|speech|speech communication|spoken communication|spoken language|terminology|voice communication|words,communication|auditory communication|text|textual matter|higher cognitive process|faculty|mental faculty|module|word,S0020025516310283,S0020025516310283_63
articles,article,NOUN,63,articl,article|clause,nonfiction|nonfictional prose|piece|artifact|artefact|section|subdivision|determiner|determinative,S0020025516310283,S0020025516310283_63
romance,romance,NOUN,63,romanc,Latinian language|love affair|love story|romance|Romance|Romance language|romanticism,relationship|quality|Latin|story|novel,S0020025516310283,S0020025516310283_63
germanic,germanic,ADJ,63,german,Germanic|Teutonic,NA,S0020025516310283,S0020025516310283_63
prepositions,preposition,NOUN,63,preposit,preposition,function word|closed-class word|place|position,S0020025516310283,S0020025516310283_63
step,step,NOUN,106,step,dance step|footfall|footmark|footprint|footstep|gradation|measure|pace|stair|step|stone's throw|stride|tone|whole step|whole tone,maneuver|manoeuvre|tactical maneuver|tactical manoeuvre|indefinite quantity|locomotion|travel|support|rank|small indefinite quantity|small indefinite amount|sound|interval|musical interval|mark|print|block,S0020025516310283,S0020025516310283_106
repeated,repeat,VERB,106,repeat,double|duplicate|echo|ingeminate|iterate|recapitulate|recur|reduplicate|reiterate|repeat|replicate|reprise|reprize|restate|retell|take over,tell|reproduce|happen|hap|go on|pass off|occur|pass|fall out|come about|take place|utter|emit|let out|let loose|act|move|play|spiel,S0020025516310283,S0020025516310283_106
m,m,NOUN,106,m,1000|chiliad|G|grand|K|m|M|MB|mebibyte|megabyte|meter|metre|MiB|molar concentration|molarity|one thousand|thou|thousand|yard,metric linear unit|concentration|large integer|computer memory unit|letter|letter of the alphabet|alphabetic character,S0020025516310283,S0020025516310283_106
alternatively,alternatively,ADV,60,altern,alternatively|instead|or else,NA,S0020025518301300,S0020025518301300_60
represent,represent,VERB,60,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025518301300,S0020025518301300_60
data,data,NOUN,60,data,data|information,collection|aggregation|accumulation|assemblage,S0020025518301300,S0020025518301300_60
using,use,VERB,60,us,apply|employ|expend|habituate|practice|use|utilise|utilize,consume|ingest|take in|take|have|exploit|work|act|move,S0020025518301300,S0020025518301300_60
heterogeneous,heterogeneous,ADJ,60,heterogen,heterogeneous|heterogenous,NA,S0020025518301300,S0020025518301300_60
network,network,NOUN,60,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025518301300,S0020025518301300_60
model,model,NOUN,175,model,example|exemplar|fashion model|framework|good example|manakin|manikin|mannequin|mannikin|model|modeling|modelling|poser|role model|simulation|theoretical account,hypothesis|possibility|theory|kind|sort|form|variety|assistant|helper|help|supporter|representation|ideal|leader|mental representation|internal representation,S0020025518301300,S0020025518301300_175
hinges,hinge,NOUN,175,hing,flexible joint|hinge,joint|circumstance,S0020025518301300,S0020025518301300_175
network,network,NOUN,175,network,electronic network|mesh|meshing|meshwork|net|network|web,system|scheme|communication system|communication equipment|fabric|cloth|material|textile,S0020025518301300,S0020025518301300_175
layers,layer,NOUN,175,layer,bed|layer|level|stratum,artifact|artefact|region|part|place|hen|biddy|structure|anatomical structure|complex body part|bodily structure|body structure,S0020025518301300,S0020025518301300_175
representing,represent,VERB,175,repres,act|be|comprise|constitute|correspond|defend|exemplify|interpret|lay out|make up|map|play|present|represent|stage|stand for|symbolise|symbolize|typify,equal|be|mean|intend|serve|express|verbalize|verbalise|utter|give tongue to|embody|personify|re-create|describe|depict|draw|remonstrate|point out|state|say|tell|permute|commute|transpose,S0020025518301300,S0020025518301300_175
feature,feature,NOUN,175,featur,characteristic|feature|feature article|feature film|feature of speech|lineament,property|attribute|dimension|body part|movie|film|picture|moving picture|moving-picture show|motion picture|motion-picture show|picture show|pic|flick|article|merchandise|ware|product,S0020025518301300,S0020025518301300_175
words,word,NOUN,175,word,Bible|Book|Christian Bible|countersign|discussion|give-and-take|Good Book|Holy Scripture|Holy Writ|intelligence|Logos|news|parole|password|Scripture|Son|tidings|watchword|word|Word|Word of God|word of honor,language unit|linguistic unit|statement|information|info|order|speech|speech communication|spoken communication|spoken language|language|voice communication|oral communication|promise|computer memory unit|positive identification|secret|arcanum|sacred text|sacred writing|religious writing|religious text,S0020025518301300,S0020025518301300_175
target,target,NOUN,175,target,aim|butt|fair game|mark|object|objective|prey|quarry|target|target area,reference point|point of reference|reference|victim|topographic point|place|spot|sports equipment|goal|end,S0020025518301300,S0020025518301300_175
conveying,convey,VERB,175,convei,bring|carry|channel|communicate|conduct|convey|express|fetch|get|impart|take|transmit,impart|leave|give|pass on|communicate|intercommunicate|transfer|bring|convey|take|transport|carry|transmit|channel|channelize|channelise,S0020025518301300,S0020025518301300_175
more,more,ADJ,175,more,more than|more(a),NA,S0020025518301300,S0020025518301300_175
potential,potential,ADJ,175,potenti,likely|possible|potential,NA,S0020025518301300,S0020025518301300_175
senses,sensis,NOUN,175,sensi,NA,NA,S0020025518301300,S0020025518301300_175
ea,ea,NOUN,188,ea,Ea,NA,S0020025518301300,S0020025518301300_188
open,open,ADJ,202,open,assailable|candid|capable|clear|exposed|heart-to-heart|loose|open|open(a)|opened|overt|receptive|subject|undecided|undefendable|undefended|undetermined|unfastened|unresolved,NA,S0020025518301300,S0020025518301300_202
data,data,NOUN,202,data,data|information,collection|aggregation|accumulation|assemblage,S0020025518301300,S0020025518301300_202
cc,cc,NOUN,202,cc,cc|cubic centimeter|cubic centimetre|mil|milliliter|millilitre|ml,metric capacity unit,S0020025518301300,S0020025518301300_202
license,license,NOUN,202,licens,licence|license|permission|permit,legal document|legal instrument|official document|instrument|liberty|authorization|authorisation|empowerment,S0020025518301300,S0020025518301300_202
